,player,total_workers,total_army,fraction,winner,replay_filename
1105,PtitDrogo,69,2775,P,0,replays/firstRun\5fb3e14cbe554488bb3058532ffb14f3.SC2Replay
1106,iAsonu,68,8575,Z,1,replays/firstRun\5fb3e14cbe554488bb3058532ffb14f3.SC2Replay
1107,Neeb,43,1500,P,0,replays/firstRun\5fccffd26d374f08808d058f7f1280cb.SC2Replay
1108,Stats,43,1475,P,1,replays/firstRun\5fccffd26d374f08808d058f7f1280cb.SC2Replay
1109,Ethereal,34,1150,Z,0,replays/firstRun\5fd548d2b1864439a3b4580c4a9df150.SC2Replay
1110,Daydreamer,37,925,P,1,replays/firstRun\5fd548d2b1864439a3b4580c4a9df150.SC2Replay
1111,souL,39,1400,T,0,replays/firstRun\5fee0cfe354b43f78fe10a0b90fcb2a0.SC2Replay
1112,Dayshi,46,1425,T,1,replays/firstRun\5fee0cfe354b43f78fe10a0b90fcb2a0.SC2Replay
1113,PiLiPiLi,49,1525,P,1,replays/firstRun\6a27882264c24c58b4d21eab97184286.SC2Replay
1114,PandaBearMe,55,3775,Z,0,replays/firstRun\6a27882264c24c58b4d21eab97184286.SC2Replay
1115,Neeb,63,2000,P,1,replays/firstRun\6a328c10f8784e6eb1c6369a52f31e9a.SC2Replay
1116,Reynor,48,5675,Z,0,replays/firstRun\6a328c10f8784e6eb1c6369a52f31e9a.SC2Replay
1117,PtitDrogo,65,1400,P,0,replays/firstRun\6a42f04aed0b4ea39b5311a03473c79d.SC2Replay
1118,MarineLorD,72,2025,T,1,replays/firstRun\6a42f04aed0b4ea39b5311a03473c79d.SC2Replay
1119,DnS,61,1000,P,1,replays/firstRun\6a7dedef10754304ac6eb491a0919f54.SC2Replay
1120,Seither,50,1800,T,0,replays/firstRun\6a7dedef10754304ac6eb491a0919f54.SC2Replay
1121,Elazer,34,4650,Z,1,replays/firstRun\6a8d16ee02f44333984be91407d7df42.SC2Replay
1122,Zanster,36,4600,Z,0,replays/firstRun\6a8d16ee02f44333984be91407d7df42.SC2Replay
1123,Lambo,68,3250,Z,1,replays/firstRun\6aa600e269b54137af73956acf456ac2.SC2Replay
1124,Harstem,67,1250,P,0,replays/firstRun\6aa600e269b54137af73956acf456ac2.SC2Replay
1125,puCK,55,1600,P,0,replays/firstRun\6ae8167eb9934ab3a87754a16dcc8fbd.SC2Replay
1126,uThermal,55,5525,T,1,replays/firstRun\6ae8167eb9934ab3a87754a16dcc8fbd.SC2Replay
1127,Bly,61,1950,Z,0,replays/firstRun\6af26ac807724b8ab3ad4f193e985c0e.SC2Replay
1128,Namshar,59,2950,Z,1,replays/firstRun\6af26ac807724b8ab3ad4f193e985c0e.SC2Replay
1129,Elazer,51,5950,Z,1,replays/firstRun\6af29eeb217a48f4be58a2014859f864.SC2Replay
1130,uThermal,38,2175,T,0,replays/firstRun\6af29eeb217a48f4be58a2014859f864.SC2Replay
1131,Zest,44,850,P,1,replays/firstRun\6afbabf46f784275821301dea6fb3745.SC2Replay
1132,Scarlett,50,1700,Z,0,replays/firstRun\6afbabf46f784275821301dea6fb3745.SC2Replay
1133,LiquidMaNa,52,1250,P,1,replays/firstRun\6afffe6e748f4fe4a569ec9d478aecbd.SC2Replay
1134,LiquidTLO,50,5550,Z,0,replays/firstRun\6afffe6e748f4fe4a569ec9d478aecbd.SC2Replay
1135,herO,24,575,P,1,replays/firstRun\6b03a1273df74592b75812a99deed835.SC2Replay
1136,sOs,25,550,P,0,replays/firstRun\6b03a1273df74592b75812a99deed835.SC2Replay
1137,RlSky,39,2625,Z,0,replays/firstRun\6b0d4e92cb174f0e8943c03653b50c12.SC2Replay
1138,llllllllllll,49,1400,P,1,replays/firstRun\6b0d4e92cb174f0e8943c03653b50c12.SC2Replay
1139,Nerchio,40,2300,Z,1,replays/firstRun\6b2706771d8248779a7ce0a6084cf950.SC2Replay
1140,SortOf,28,3125,Z,0,replays/firstRun\6b2706771d8248779a7ce0a6084cf950.SC2Replay
1141,Serral,57,2450,Z,0,replays/firstRun\6b323369f113498ea2cd40a483302574.SC2Replay
1142,Lambo,53,4100,Z,1,replays/firstRun\6b323369f113498ea2cd40a483302574.SC2Replay
1143,NoPinSea,66,2075,P,0,replays/firstRun\6b3834324f984ee8b45d7cb2fbee1d5b.SC2Replay
1144,iaguz,72,7125,T,1,replays/firstRun\6b3834324f984ee8b45d7cb2fbee1d5b.SC2Replay
1145,LiquidSnute,27,925,Z,1,replays/firstRun\6b3c423224c849a1b5e03bd8b73ad34d.SC2Replay
1146,Bly,27,800,Z,0,replays/firstRun\6b3c423224c849a1b5e03bd8b73ad34d.SC2Replay
1147,Snute,36,2150,Z,0,replays/firstRun\6b467eb5967d4f3facef5e407881ad5c.SC2Replay
1148,herO,38,375,P,1,replays/firstRun\6b467eb5967d4f3facef5e407881ad5c.SC2Replay
1149,MeomaikA,70,9050,Z,1,replays/firstRun\6b56057b9ee446c789d262e59c9d18d1.SC2Replay
1150,Maru,57,4050,T,0,replays/firstRun\6b56057b9ee446c789d262e59c9d18d1.SC2Replay
1151,iAsonu,63,1975,Z,0,replays/firstRun\6b575553492840bf9a73dec4dde46372.SC2Replay
1152,PtitDrogo,49,900,P,1,replays/firstRun\6b575553492840bf9a73dec4dde46372.SC2Replay
1153,NightEnD,67,1675,P,0,replays/firstRun\6b67441be97c413f95f9ced6c7b6dc13.SC2Replay
1154,Namshar,71,8425,Z,1,replays/firstRun\6b67441be97c413f95f9ced6c7b6dc13.SC2Replay
1155,LiquidTLO,46,1850,Z,0,replays/firstRun\6b8a0746f6aa4856bac6583feeb81fd3.SC2Replay
1156,Stats,46,1175,P,1,replays/firstRun\6b8a0746f6aa4856bac6583feeb81fd3.SC2Replay
1157,Kelazhur,30,500,T,1,replays/firstRun\6b9af10595984465a2248434a02c2ab4.SC2Replay
1158,ShahriarDeMi,25,725,T,0,replays/firstRun\6b9af10595984465a2248434a02c2ab4.SC2Replay
1159,PtitDrogo,52,1100,P,0,replays/firstRun\6ba2f17d6f6648a996dd2b7849770ee0.SC2Replay
1160,soO,63,4100,Z,1,replays/firstRun\6ba2f17d6f6648a996dd2b7849770ee0.SC2Replay
1161,LiquidSnute,44,1200,Z,1,replays/firstRun\6bc38674af2147b8b1043dec71d02d23.SC2Replay
1162,Zanster,34,1800,Z,0,replays/firstRun\6bc38674af2147b8b1043dec71d02d23.SC2Replay
1163,Guru,40,2375,Z,1,replays/firstRun\6bc556a16f484f5ab6009f858f9a5fdb.SC2Replay
1164,Scarlett,35,1600,Z,0,replays/firstRun\6bc556a16f484f5ab6009f858f9a5fdb.SC2Replay
1165,iGXiGua,26,800,Z,0,replays/firstRun\6bc73b23008c4e71af70c2b31d0fcab7.SC2Replay
1166,ZooWhaleTail,29,900,Z,1,replays/firstRun\6bc73b23008c4e71af70c2b31d0fcab7.SC2Replay
1167,ByuN,43,1675,T,0,replays/firstRun\6bd208759843465c94b0e15085bdc509.SC2Replay
1168,sOs,51,450,P,1,replays/firstRun\6bd208759843465c94b0e15085bdc509.SC2Replay
1169,Stats,42,800,P,1,replays/firstRun\6be83ca8eccc4e40b5f9f6861eb8fff2.SC2Replay
1170,DeMusliM,40,1750,T,0,replays/firstRun\6be83ca8eccc4e40b5f9f6861eb8fff2.SC2Replay
1171,Polt,69,4800,T,1,replays/firstRun\6bf376ee1c494c0ba0e8d30b01e8fccb.SC2Replay
1172,Nerchio,70,7400,Z,0,replays/firstRun\6bf376ee1c494c0ba0e8d30b01e8fccb.SC2Replay
1173,YouRush,78,4550,Z,0,replays/firstRun\6c1306ed1ea24bb585e2e6c1600d5032.SC2Replay
1174,FWHas,74,5750,P,1,replays/firstRun\6c1306ed1ea24bb585e2e6c1600d5032.SC2Replay
1175,Harstem,46,2850,P,0,replays/firstRun\6c2b9465d6954f27bfe52e86048501e0.SC2Replay
1176,Neeb,54,1100,P,1,replays/firstRun\6c2b9465d6954f27bfe52e86048501e0.SC2Replay
1177,uThermal,32,600,T,1,replays/firstRun\6c912ce5b5d04b16a7e45c54f0249aff.SC2Replay
1178,miwa,25,1250,Z,0,replays/firstRun\6c912ce5b5d04b16a7e45c54f0249aff.SC2Replay
1179,LiquidSnute,76,3075,Z,1,replays/firstRun\6cb39abbe5b94ec9943a30b4272a61e2.SC2Replay
1180,JJAKJI,47,1050,T,0,replays/firstRun\6cb39abbe5b94ec9943a30b4272a61e2.SC2Replay
1181,Dana,62,5900,Z,1,replays/firstRun\6cb6138e6ae74d4dacf211b3d5c74651.SC2Replay
1182,DnS,66,1975,P,0,replays/firstRun\6cb6138e6ae74d4dacf211b3d5c74651.SC2Replay
1183,Semper,48,1600,T,1,replays/firstRun\6cba0a637d414eb0ac2140dea8c00d64.SC2Replay
1184,GogojOey,67,1975,Z,0,replays/firstRun\6cba0a637d414eb0ac2140dea8c00d64.SC2Replay
1185,GogojOey,24,1000,Z,1,replays/firstRun\6d072f7826d142a08bebc34857d049a7.SC2Replay
1186,yohilo,25,250,T,0,replays/firstRun\6d072f7826d142a08bebc34857d049a7.SC2Replay
1187,Zanster,71,3450,Z,1,replays/firstRun\6d08917103914cc6a89b41e2ac5f81ed.SC2Replay
1188,Sevnin,46,1350,P,0,replays/firstRun\6d08917103914cc6a89b41e2ac5f81ed.SC2Replay
1189,Elazer,58,2675,Z,0,replays/firstRun\6d22006bfddb4a3ca4e472cb4334f0bf.SC2Replay
1190,Zanster,66,3500,Z,1,replays/firstRun\6d22006bfddb4a3ca4e472cb4334f0bf.SC2Replay
1191,ShoWTimE,63,1900,P,1,replays/firstRun\6d241744c01e4bccb88e39c18d33126f.SC2Replay
1192,Kelazhur,66,6250,T,0,replays/firstRun\6d241744c01e4bccb88e39c18d33126f.SC2Replay
1193,GOStephano,31,7825,Z,1,replays/firstRun\6d24693d195d4709ab0305fdba65808c.SC2Replay
1194,HellraiseR,48,2100,P,0,replays/firstRun\6d24693d195d4709ab0305fdba65808c.SC2Replay
1195,MightyKiwi,64,12125,Z,0,replays/firstRun\6d31929e8baa486eb5cbe70dbaf70705.SC2Replay
1196,BackupA,72,4650,P,1,replays/firstRun\6d31929e8baa486eb5cbe70dbaf70705.SC2Replay
1197,soO,65,9825,Z,0,replays/firstRun\6d608496dbaa48a5bfe7d7db4e30b5e3.SC2Replay
1198,Serral,68,10150,Z,1,replays/firstRun\6d608496dbaa48a5bfe7d7db4e30b5e3.SC2Replay
1199,JonSnow,40,3100,Z,0,replays/firstRun\6d73b5feb8914cb5b82e14dfe4566878.SC2Replay
1200,Has,42,725,P,1,replays/firstRun\6d73b5feb8914cb5b82e14dfe4566878.SC2Replay
1201,NoPinSea,43,775,P,0,replays/firstRun\6daea7159c684624abc64295357ed3bc.SC2Replay
1202,PiG,39,4900,Z,1,replays/firstRun\6daea7159c684624abc64295357ed3bc.SC2Replay
1203,Lambo,34,2150,Z,1,replays/firstRun\6db8479ce3424b78abe84c58ccb528ee.SC2Replay
1204,SouLeer,28,2625,Z,0,replays/firstRun\6db8479ce3424b78abe84c58ccb528ee.SC2Replay
1205,Oobios,42,1700,Z,0,replays/firstRun\6dd1b6aef2d943118a3fc421346a0f84.SC2Replay
1206,RaiN,42,700,P,1,replays/firstRun\6dd1b6aef2d943118a3fc421346a0f84.SC2Replay
1207,Zest,41,1000,P,1,replays/firstRun\6e47ba4ef06f4d088b2b426305450b2d.SC2Replay
1208,HeRoMaRinE,44,1175,T,0,replays/firstRun\6e47ba4ef06f4d088b2b426305450b2d.SC2Replay
1209,InZaNe,70,4700,T,1,replays/firstRun\6e4c23af482547b9943dfd45a2c8e0fb.SC2Replay
1210,eonblu,67,5300,Z,0,replays/firstRun\6e4c23af482547b9943dfd45a2c8e0fb.SC2Replay
1211,Guru,76,9900,Z,0,replays/firstRun\6e6259e6b3264a17951ff03616a71ae5.SC2Replay
1212,Scarlett,64,10350,Z,1,replays/firstRun\6e6259e6b3264a17951ff03616a71ae5.SC2Replay
1213,HeroMarine,75,8100,T,1,replays/firstRun\6e72a232614143c6ba2e74510c286ed7.SC2Replay
1214,Silky,78,10525,Z,0,replays/firstRun\6e72a232614143c6ba2e74510c286ed7.SC2Replay
1215,Bunny,94,8475,T,0,replays/firstRun\6e95c5fbd7154bce9ba4fad4475a3373.SC2Replay
1216,TYTY,110,8725,T,1,replays/firstRun\6e95c5fbd7154bce9ba4fad4475a3373.SC2Replay
1217,TRUE,57,2525,Z,1,replays/firstRun\6e9679e2652349c78262cace47c909d6.SC2Replay
1218,TIME,37,2000,T,0,replays/firstRun\6e9679e2652349c78262cace47c909d6.SC2Replay
1219,TLO,45,5875,Z,1,replays/firstRun\6eb6749821cb482e94e9a630bc89f207.SC2Replay
1220,Has,51,750,P,0,replays/firstRun\6eb6749821cb482e94e9a630bc89f207.SC2Replay
1221,PiLiPiLi,66,1400,P,0,replays/firstRun\6ed7dc76c0f94dd8b1ba1f86a05d7a9f.SC2Replay
1222,JonSnow,68,3550,Z,1,replays/firstRun\6ed7dc76c0f94dd8b1ba1f86a05d7a9f.SC2Replay
1223,NoPinSea,53,2375,P,1,replays/firstRun\6eed263a29e74001af2bdfaf861397b2.SC2Replay
1224,KingkOng,46,2825,Z,0,replays/firstRun\6eed263a29e74001af2bdfaf861397b2.SC2Replay
1225,Patience,60,950,P,0,replays/firstRun\6ef78ec636c94c2c80c26e74d2f43720.SC2Replay
1226,PiLiPiLi,51,4550,P,1,replays/firstRun\6ef78ec636c94c2c80c26e74d2f43720.SC2Replay
1227,Replicant,54,2775,T,0,replays/firstRun\6f1b74fe932c40a2b86b71a0b88ab57b.SC2Replay
1228,SouLeer,67,6050,Z,1,replays/firstRun\6f1b74fe932c40a2b86b71a0b88ab57b.SC2Replay
1229,MarineLorD,66,4000,T,0,replays/firstRun\6f3eb45a9fe94e6e9680f3c803057fab.SC2Replay
1230,viOLet,65,13050,Z,1,replays/firstRun\6f3eb45a9fe94e6e9680f3c803057fab.SC2Replay
1231,GuMiho,72,5675,T,1,replays/firstRun\6f4a64f26221479a8517bc3f8f4c0639.SC2Replay
1232,INnoVation,62,6875,T,0,replays/firstRun\6f4a64f26221479a8517bc3f8f4c0639.SC2Replay
1233,HeroMarine,64,4125,T,1,replays/firstRun\6f54b5e5f6a64bea933f861cc7ee0616.SC2Replay
1234,Silky,69,5400,Z,0,replays/firstRun\6f54b5e5f6a64bea933f861cc7ee0616.SC2Replay
1235,Namshar,68,3725,Z,0,replays/firstRun\6f5cf2463409401584b573912e9f6e68.SC2Replay
1236,HeroMarine,64,2350,T,1,replays/firstRun\6f5cf2463409401584b573912e9f6e68.SC2Replay
1237,DisK,67,5285,P,1,replays/firstRun\6f7187ba430544bdabbc4c6eeb94ae4e.SC2Replay
1238,Mackintac,74,13050,Z,0,replays/firstRun\6f7187ba430544bdabbc4c6eeb94ae4e.SC2Replay
1239,soul,59,700,T,0,replays/firstRun\6f71b40a2fec46a8b5f0c5b4ba9eaae2.SC2Replay
1240,Reynor,64,3200,Z,1,replays/firstRun\6f71b40a2fec46a8b5f0c5b4ba9eaae2.SC2Replay
1241,JJAKJI,35,1850,T,1,replays/firstRun\6f7ad6be80c04cc4aa1f67b3ce6d359f.SC2Replay
1242,liquidthermy,51,1350,T,0,replays/firstRun\6f7ad6be80c04cc4aa1f67b3ce6d359f.SC2Replay
1243,iGMacSed,47,1200,Z,1,replays/firstRun\6f7cc4e86db44421a3bc6bcd0494e649.SC2Replay
1244,iGXiGua,31,425,P,1,replays/firstRun\6f7cc4e86db44421a3bc6bcd0494e649.SC2Replay
1245,iGRushcrazy,0,0,U,0,replays/firstRun\6f7cc4e86db44421a3bc6bcd0494e649.SC2Replay
1246,iGJim,0,0,U,0,replays/firstRun\6f7cc4e86db44421a3bc6bcd0494e649.SC2Replay
1247,Optimus,26,900,T,0,replays/firstRun\6f8af442466941f2a38396a25264f672.SC2Replay
1248,Namshar,25,1250,Z,1,replays/firstRun\6f8af442466941f2a38396a25264f672.SC2Replay
1249,CalebAracous,78,5950,Z,0,replays/firstRun\6f9210df08014891b606d1cc38c3485f.SC2Replay
1250,DisK,67,4325,P,1,replays/firstRun\6f9210df08014891b606d1cc38c3485f.SC2Replay
1251,Ghost,30,1300,T,0,replays/firstRun\6fa8e1aa62ec4f209aab68b6f4cb7264.SC2Replay
1252,Pokebunny,38,1375,T,1,replays/firstRun\6fa8e1aa62ec4f209aab68b6f4cb7264.SC2Replay
1253,uThermal,24,200,T,1,replays/firstRun\6fc00d92ded24510887c46c68ed44ab8.SC2Replay
1254,TestingThree,14,1400,Z,0,replays/firstRun\6fc00d92ded24510887c46c68ed44ab8.SC2Replay
1255,TYTY,50,2275,T,1,replays/firstRun\6fc5ec929a5e49bfad48cdd4512bf8cf.SC2Replay
1256,ShoWTimE,48,950,P,0,replays/firstRun\6fc5ec929a5e49bfad48cdd4512bf8cf.SC2Replay
1257,HeroMarine,44,4250,T,1,replays/firstRun\6ff07555dc914a3baaf1f7aaff3448cc.SC2Replay
1258,GOStephano,66,5450,Z,0,replays/firstRun\6ff07555dc914a3baaf1f7aaff3448cc.SC2Replay
