,player,total_workers,resource_mining,total_army_value,total_army,supply,time,fraction,winner,replay_filename
1018,RlSky,42,12445,1275,8.5,74.0,420,Zerg,1,replays/2ndRun\5bd2f024c489458ca6c1af7980c120a9.SC2Replay
1019,uThermal,62,22941,3450,54.0,133.0,705,Terraner,1,replays/2ndRun\5be2329a089c434b8d22fd7338510dd5.SC2Replay
1020,BackupC,44,23683,3175,44.0,101.0,690,Terraner,0,replays/2ndRun\5be2329a089c434b8d22fd7338510dd5.SC2Replay
1021,PtitDrogo,43,12418,1500,17.0,86.0,525,Protoss,1,replays/2ndRun\5bf3e3aa137d45be8459d48ddc505db2.SC2Replay
1022,HaPe,33,11709,1825,18.0,70.0,520,Protoss,0,replays/2ndRun\5bf3e3aa137d45be8459d48ddc505db2.SC2Replay
1023,PiG,76,73598,9925,98.5,246.0,1007,Zerg,0,replays/2ndRun\5bf8ae102d6e460fb642d574a3c7ff90.SC2Replay
1024,NoPinSea,63,40081,4100,45.0,181.0,975,Protoss,1,replays/2ndRun\5bf8ae102d6e460fb642d574a3c7ff90.SC2Replay
1025,ByuN,48,36292,6925,98.0,189.0,826,Terraner,0,replays/2ndRun\5c3877648d404241a0263b4e453fb10d.SC2Replay
1026,Ryung,52,36155,7350,100.0,181.0,832,Terraner,1,replays/2ndRun\5c3877648d404241a0263b4e453fb10d.SC2Replay
1027,Guru,60,21630,6825,67.5,162.0,624,Zerg,0,replays/2ndRun\5c3f3dbab67740b0a07c21d6d0d7eade.SC2Replay
1028,MaNa,56,30249,1325,15.0,125.0,671,Protoss,1,replays/2ndRun\5c3f3dbab67740b0a07c21d6d0d7eade.SC2Replay
1029,Elazer,51,15267,3850,39.0,146.0,623,Zerg,0,replays/2ndRun\5c5062705f234f7f9fa9b6f43fabcb54.SC2Replay
1030,souL,55,12354,2500,36.0,109.0,619,Terraner,1,replays/2ndRun\5c5062705f234f7f9fa9b6f43fabcb54.SC2Replay
1031,LiquidTLO,54,22395,6400,79.0,186.0,829,Zerg,0,replays/2ndRun\5c93ede22ac24d7e8db0c9e36b488cd9.SC2Replay
1032,BLY,68,34153,10500,105.0,224.0,831,Zerg,1,replays/2ndRun\5c93ede22ac24d7e8db0c9e36b488cd9.SC2Replay
1033,SortOf,89,64541,14325,110.5,220.0,1009,Zerg,0,replays/2ndRun\5cb5e8dff00c49b0b2577959b29b619d.SC2Replay
1034,PiLiPiLi,73,63082,11785,110.0,228.0,1039,Protoss,1,replays/2ndRun\5cb5e8dff00c49b0b2577959b29b619d.SC2Replay
1035,LiquidSnute,40,408696,17100,138.0,214.0,1694,Zerg,1,replays/2ndRun\5cb811b3c635488daae5ef8e5b7d3705.SC2Replay
1036,aLive,69,77450,10850,136.0,227.0,1262,Terraner,0,replays/2ndRun\5cb811b3c635488daae5ef8e5b7d3705.SC2Replay
1037,Namshar,62,16656,3050,24.0,114.0,521,Zerg,1,replays/2ndRun\5cca3606813c4c29a09aa9498f004aca.SC2Replay
1038,Serphim,42,20620,200,2.0,78.0,513,Protoss,0,replays/2ndRun\5cca3606813c4c29a09aa9498f004aca.SC2Replay
1039,PtitDrogo,45,18767,1675,19.0,70.0,577,Protoss,1,replays/2ndRun\5ce22eb001b44efc9d8fb252dd38b6ec.SC2Replay
1040,OGZest,48,27043,1550,19.0,94.0,646,Protoss,0,replays/2ndRun\5ce22eb001b44efc9d8fb252dd38b6ec.SC2Replay
1041,HeroMarine,73,35807,10900,127.0,204.0,968,Terraner,1,replays/2ndRun\5d109025c1294f4b8ed3e4ea0d12b93c.SC2Replay
1042,PtitDrogo,77,43693,3750,44.0,212.0,933,Protoss,0,replays/2ndRun\5d109025c1294f4b8ed3e4ea0d12b93c.SC2Replay
1043,Patience,30,9840,700,10.0,47.0,338,Protoss,0,replays/2ndRun\5d3445cb257841e8921b7899a360cd85.SC2Replay
1044,TRUE,30,6985,1550,17.0,60.0,398,Zerg,1,replays/2ndRun\5d3445cb257841e8921b7899a360cd85.SC2Replay
1045,HuK,39,11083,200,2.0,62.0,392,Protoss,0,replays/2ndRun\5d3489cee83c461a898339f3700b3ac8.SC2Replay
1046,Nerchio,35,7592,1875,18.5,74.0,406,Zerg,1,replays/2ndRun\5d3489cee83c461a898339f3700b3ac8.SC2Replay
1047,JJAKJI,43,9522,1425,24.0,70.0,458,Terraner,1,replays/2ndRun\5d58bbc1b5e149d48264d4e6a936504c.SC2Replay
1048,PtitDrogo,45,10200,450,6.0,62.0,379,Protoss,0,replays/2ndRun\5d58bbc1b5e149d48264d4e6a936504c.SC2Replay
1049,Snute,73,110147,12100,126.0,206.0,1040,Zerg,1,replays/2ndRun\5d64a3c3efde4379bce0e551eacacb11.SC2Replay
1050,Kelazhur,66,45873,7950,134.0,220.0,902,Terraner,0,replays/2ndRun\5d64a3c3efde4379bce0e551eacacb11.SC2Replay
1051,viOLet,76,40796,9300,88.0,198.0,846,Zerg,1,replays/2ndRun\5d872b47df4c40148bcdc44248009154.SC2Replay
1052,CMStormPolt,63,45335,5150,81.0,157.0,846,Terraner,0,replays/2ndRun\5d872b47df4c40148bcdc44248009154.SC2Replay
1053,Harstem,37,10100,850,11.0,70.0,453,Protoss,0,replays/2ndRun\5d8d93f5fda94eb499031f4a390b12e0.SC2Replay
1054,Neeb,37,9944,1025,12.0,62.0,398,Protoss,1,replays/2ndRun\5d8d93f5fda94eb499031f4a390b12e0.SC2Replay
1055,Semper,50,18536,3475,55.0,118.0,591,Terraner,1,replays/2ndRun\5da12e594a0b401b8d9dc0c0a782e25e.SC2Replay
1056,Cyan,49,17778,2075,24.0,110.0,604,Protoss,0,replays/2ndRun\5da12e594a0b401b8d9dc0c0a782e25e.SC2Replay
1057,LiquidSnute,50,23752,5450,56.0,130.0,573,Zerg,1,replays/2ndRun\5dab8a38fba943a6834bfb4c756ed8bb.SC2Replay
1058,Lilbow,56,16701,500,6.0,109.0,530,Protoss,0,replays/2ndRun\5dab8a38fba943a6834bfb4c756ed8bb.SC2Replay
1059,ShoWTimE,69,24655,1775,19.0,157.0,700,Protoss,1,replays/2ndRun\5dc9c85b1a554638afb33df33591ce88.SC2Replay
1060,ExpecT,49,21088,3700,63.0,134.0,606,Terraner,0,replays/2ndRun\5dc9c85b1a554638afb33df33591ce88.SC2Replay
1061,DisK,44,13553,225,3.0,70.0,506,Protoss,0,replays/2ndRun\5df54aed020e421dae90022ba9ef29e5.SC2Replay
1062,Semper,45,13758,1775,27.0,86.0,504,Terraner,1,replays/2ndRun\5df54aed020e421dae90022ba9ef29e5.SC2Replay
1063,Nerchio,35,6078,1200,9.0,60.0,368,Zerg,1,replays/2ndRun\5dfc80cac9684718ba41e7bcf210ece1.SC2Replay
1064,Impact,27,4903,1150,10.0,52.0,377,Zerg,0,replays/2ndRun\5dfc80cac9684718ba41e7bcf210ece1.SC2Replay
1065,Serral,27,5749,1300,12.0,44.0,373,Zerg,0,replays/2ndRun\5dfeaf0b5f66457fbb61c6bff6053602.SC2Replay
1066,LiquidTLO,21,6471,1625,22.5,50.0,382,Zerg,1,replays/2ndRun\5dfeaf0b5f66457fbb61c6bff6053602.SC2Replay
1067,HeRoMaRinE,47,16511,3225,54.0,118.0,573,Terraner,0,replays/2ndRun\5e09c473cab846828e90d940db1dee34.SC2Replay
1068,herO,60,15430,2600,26.0,141.0,576,Protoss,1,replays/2ndRun\5e09c473cab846828e90d940db1dee34.SC2Replay
1069,iAsonu,68,29570,3600,38.0,122.0,668,Zerg,1,replays/2ndRun\5e2403f57f0645f880fe776df74b7b1a.SC2Replay
1070,SpeCial,45,20481,3000,41.0,101.0,664,Terraner,0,replays/2ndRun\5e2403f57f0645f880fe776df74b7b1a.SC2Replay
1071,Raze,47,19240,2100,30.0,94.0,581,Terraner,0,replays/2ndRun\5e3daaba4e464736b32cf509c93a7537.SC2Replay
1072,CatZ,60,17744,2575,25.5,98.0,586,Zerg,1,replays/2ndRun\5e3daaba4e464736b32cf509c93a7537.SC2Replay
1073,LiquidSnute,35,19522,3350,40.0,82.0,682,Zerg,0,replays/2ndRun\5e64c2ce9c924227b6062f8c768a6733.SC2Replay
1074,Zanster,56,27438,2650,30.0,96.0,841,Zerg,1,replays/2ndRun\5e64c2ce9c924227b6062f8c768a6733.SC2Replay
1075,Kelazhur,37,7629,400,7.0,54.0,343,Terraner,0,replays/2ndRun\5e702579bd2e415e92f6988997767e90.SC2Replay
1076,Time,32,6693,925,13.0,54.0,341,Terraner,1,replays/2ndRun\5e702579bd2e415e92f6988997767e90.SC2Replay
1077,Scarlett,32,7460,1500,17.0,52.0,351,Zerg,1,replays/2ndRun\5e71940ce4a6455386335d4081d57231.SC2Replay
1078,Serral,42,6165,900,4.0,66.0,350,Zerg,0,replays/2ndRun\5e71940ce4a6455386335d4081d57231.SC2Replay
1079,uThermal,55,21294,2925,43.0,117.0,658,Terraner,1,replays/2ndRun\5e7574f4266046b796f7fdb6a46125b8.SC2Replay
1080,viOLet,66,23897,3725,34.5,146.0,661,Zerg,0,replays/2ndRun\5e7574f4266046b796f7fdb6a46125b8.SC2Replay
1081,Namshar,42,7552,1875,16.5,74.0,407,Zerg,0,replays/2ndRun\5e8fa8516fac4ce5beb5fc6bd7159a8e.SC2Replay
1082,Solar,51,6327,1625,13.5,66.0,408,Zerg,1,replays/2ndRun\5e8fa8516fac4ce5beb5fc6bd7159a8e.SC2Replay
1083,aLive,63,60580,9550,134.0,220.0,1131,Terraner,1,replays/2ndRun\5ec77be0433c4370bc76389bd1085099.SC2Replay
1084,INnoVation,68,45912,8975,118.0,189.0,1083,Terraner,0,replays/2ndRun\5ec77be0433c4370bc76389bd1085099.SC2Replay
1085,PengWin,42,19776,3325,43.5,84.0,618,Zerg,1,replays/2ndRun\5ed3d4de7a24429098834e1886f949fa.SC2Replay
1086,eonblu,38,17539,5050,66.0,106.0,616,Zerg,0,replays/2ndRun\5ed3d4de7a24429098834e1886f949fa.SC2Replay
1087,Elazer,62,11694,2075,17.5,90.0,493,Zerg,0,replays/2ndRun\5ee29b973e044d25905550438cd667b1.SC2Replay
1088,Stats,64,16502,2525,26.0,133.0,572,Protoss,1,replays/2ndRun\5ee29b973e044d25905550438cd667b1.SC2Replay
1089,Zest,53,16596,2700,26.0,109.0,564,Protoss,1,replays/2ndRun\5ee664c017c040b9b011a2572057a64c.SC2Replay
1090,TRUE,61,16676,4000,32.0,122.0,562,Zerg,0,replays/2ndRun\5ee664c017c040b9b011a2572057a64c.SC2Replay
1091,LiquidSnute,64,13692,4475,47.5,146.0,558,Zerg,0,replays/2ndRun\5efb131118cf4086816611fbd10a0170.SC2Replay
1092,lIIllllIIlll,47,11208,3375,54.0,126.0,558,Terraner,1,replays/2ndRun\5efb131118cf4086816611fbd10a0170.SC2Replay
1093,Creature,54,18604,1800,20.0,110.0,599,Protoss,0,replays/2ndRun\5efcb9b79d4e4aa0944777a7309a9d4a.SC2Replay
1094,HuShang,46,15934,2250,24.0,86.0,559,Protoss,1,replays/2ndRun\5efcb9b79d4e4aa0944777a7309a9d4a.SC2Replay
1095,Scarlett,21,4368,925,10.5,36.0,266,Zerg,1,replays/2ndRun\5f104596674145709a0d8a4487ad6950.SC2Replay
1096,FeaR,27,5277,350,6.0,47.0,241,Protoss,0,replays/2ndRun\5f104596674145709a0d8a4487ad6950.SC2Replay
1097,Stats,46,13026,1475,16.0,94.0,525,Protoss,1,replays/2ndRun\5f1a2fbd7e684863940e89a2c700f425.SC2Replay
1098,Neeb,45,14523,1325,15.0,78.0,517,Protoss,0,replays/2ndRun\5f1a2fbd7e684863940e89a2c700f425.SC2Replay
1099,daydrA,36,13128,1800,18.0,90.0,556,Zerg,0,replays/2ndRun\5f2cbbd244774d298d1a7e35565f24a7.SC2Replay
1100,Harstem,44,11209,1000,11.0,86.0,549,Protoss,1,replays/2ndRun\5f2cbbd244774d298d1a7e35565f24a7.SC2Replay
1101,Nerchio,15,3879,950,11.0,36.0,294,Zerg,1,replays/2ndRun\5f4869f4469a44f29a79e01e9fc0a9c2.SC2Replay
1102,MarineLorD,19,3111,500,5.0,39.0,260,Terraner,0,replays/2ndRun\5f4869f4469a44f29a79e01e9fc0a9c2.SC2Replay
1103,Has,46,11098,275,3.0,94.0,537,Protoss,0,replays/2ndRun\5f82094348554f18890cc5a6569caba1.SC2Replay
1104,TIME,43,14510,1400,19.0,86.0,542,Terraner,1,replays/2ndRun\5f82094348554f18890cc5a6569caba1.SC2Replay
1105,MaSa,16,1330,150,3.0,23.0,176,Terraner,0,replays/2ndRun\5f887a62ba204b019869af69bfc6e8af.SC2Replay
1106,Serral,18,1761,600,5.0,30.0,180,Zerg,1,replays/2ndRun\5f887a62ba204b019869af69bfc6e8af.SC2Replay
1107,herO,60,24937,1925,17.0,133.0,705,Protoss,0,replays/2ndRun\5f8c73dd7460499d894c2ec83fba2bba.SC2Replay
1108,ByuN,48,21949,3550,61.0,134.0,706,Terraner,1,replays/2ndRun\5f8c73dd7460499d894c2ec83fba2bba.SC2Replay
1109,NXZ,44,6963,2300,22.0,68.0,410,Zerg,0,replays/2ndRun\5fa1fbb85d33480081607cc6f1dbe2f7.SC2Replay
1110,iaguz,44,8499,725,12.0,69.0,414,Terraner,1,replays/2ndRun\5fa1fbb85d33480081607cc6f1dbe2f7.SC2Replay
1111,PtitDrogo,69,50583,2775,31.0,157.0,773,Protoss,0,replays/2ndRun\5fb3e14cbe554488bb3058532ffb14f3.SC2Replay
1112,iAsonu,68,37190,8575,84.5,176.0,779,Zerg,1,replays/2ndRun\5fb3e14cbe554488bb3058532ffb14f3.SC2Replay
1113,Neeb,43,11296,1500,16.0,70.0,495,Protoss,0,replays/2ndRun\5fccffd26d374f08808d058f7f1280cb.SC2Replay
1114,Stats,43,16227,1475,18.0,78.0,491,Protoss,1,replays/2ndRun\5fccffd26d374f08808d058f7f1280cb.SC2Replay
1115,Ethereal,34,6775,1150,10.0,58.0,379,Zerg,0,replays/2ndRun\5fd548d2b1864439a3b4580c4a9df150.SC2Replay
1116,Daydreamer,37,6096,925,11.0,54.0,348,Protoss,1,replays/2ndRun\5fd548d2b1864439a3b4580c4a9df150.SC2Replay
1117,souL,39,9124,1400,17.0,70.0,472,Terraner,0,replays/2ndRun\5fee0cfe354b43f78fe10a0b90fcb2a0.SC2Replay
1118,Dayshi,46,10040,1425,19.0,86.0,481,Terraner,1,replays/2ndRun\5fee0cfe354b43f78fe10a0b90fcb2a0.SC2Replay
1119,PiLiPiLi,49,20649,1525,16.0,86.0,513,Protoss,1,replays/2ndRun\6a27882264c24c58b4d21eab97184286.SC2Replay
1120,PandaBearMe,55,14684,3775,39.5,122.0,518,Zerg,0,replays/2ndRun\6a27882264c24c58b4d21eab97184286.SC2Replay
1121,Neeb,63,24458,2000,22.0,109.0,684,Protoss,1,replays/2ndRun\6a328c10f8784e6eb1c6369a52f31e9a.SC2Replay
1122,Reynor,48,17121,5675,66.5,122.0,683,Zerg,0,replays/2ndRun\6a328c10f8784e6eb1c6369a52f31e9a.SC2Replay
1123,PtitDrogo,65,33316,1400,15.0,141.0,679,Protoss,0,replays/2ndRun\6a42f04aed0b4ea39b5311a03473c79d.SC2Replay
1124,MarineLorD,72,25096,2025,33.0,141.0,725,Terraner,1,replays/2ndRun\6a42f04aed0b4ea39b5311a03473c79d.SC2Replay
1125,DnS,61,13200,1000,11.0,125.0,523,Protoss,1,replays/2ndRun\6a7dedef10754304ac6eb491a0919f54.SC2Replay
1126,Seither,50,12717,1800,28.0,94.0,524,Terraner,0,replays/2ndRun\6a7dedef10754304ac6eb491a0919f54.SC2Replay
1127,Elazer,34,9510,4650,55.0,116.0,483,Zerg,1,replays/2ndRun\6a8d16ee02f44333984be91407d7df42.SC2Replay
1128,Zanster,36,7504,4600,55.0,132.0,485,Zerg,0,replays/2ndRun\6a8d16ee02f44333984be91407d7df42.SC2Replay
1129,Lambo,68,17106,3250,31.0,138.0,569,Zerg,1,replays/2ndRun\6aa600e269b54137af73956acf456ac2.SC2Replay
1130,Harstem,67,16147,1250,14.0,117.0,548,Protoss,0,replays/2ndRun\6aa600e269b54137af73956acf456ac2.SC2Replay
1131,puCK,55,52195,1600,16.0,173.0,996,Protoss,0,replays/2ndRun\6ae8167eb9934ab3a87754a16dcc8fbd.SC2Replay
1132,uThermal,55,44034,5525,79.0,149.0,989,Terraner,1,replays/2ndRun\6ae8167eb9934ab3a87754a16dcc8fbd.SC2Replay
1133,Bly,61,12787,1950,14.0,98.0,536,Zerg,0,replays/2ndRun\6af26ac807724b8ab3ad4f193e985c0e.SC2Replay
1134,Namshar,59,15383,2950,30.0,106.0,524,Zerg,1,replays/2ndRun\6af26ac807724b8ab3ad4f193e985c0e.SC2Replay
1135,Elazer,51,40437,5950,67.0,186.0,815,Zerg,1,replays/2ndRun\6af29eeb217a48f4be58a2014859f864.SC2Replay
1136,uThermal,38,23664,2175,32.0,86.0,809,Terraner,0,replays/2ndRun\6af29eeb217a48f4be58a2014859f864.SC2Replay
1137,Zest,44,6479,850,9.0,54.0,380,Protoss,1,replays/2ndRun\6afbabf46f784275821301dea6fb3745.SC2Replay
1138,Scarlett,50,8535,1700,12.0,90.0,413,Zerg,0,replays/2ndRun\6afbabf46f784275821301dea6fb3745.SC2Replay
1139,LiquidMaNa,52,15558,1250,14.0,93.0,521,Protoss,1,replays/2ndRun\6afffe6e748f4fe4a569ec9d478aecbd.SC2Replay
1140,LiquidTLO,50,9687,5550,72.0,146.0,558,Zerg,0,replays/2ndRun\6afffe6e748f4fe4a569ec9d478aecbd.SC2Replay
1141,herO,24,4969,575,8.0,63.0,268,Protoss,1,replays/2ndRun\6b03a1273df74592b75812a99deed835.SC2Replay
1142,sOs,25,5851,550,6.0,55.0,265,Protoss,0,replays/2ndRun\6b03a1273df74592b75812a99deed835.SC2Replay
1143,RlSky,39,10243,2625,29.5,74.0,472,Zerg,0,replays/2ndRun\6b0d4e92cb174f0e8943c03653b50c12.SC2Replay
1144,llllllllllll,49,12325,1400,15.0,86.0,465,Protoss,1,replays/2ndRun\6b0d4e92cb174f0e8943c03653b50c12.SC2Replay
1145,Nerchio,40,7851,2300,24.0,68.0,526,Zerg,1,replays/2ndRun\6b2706771d8248779a7ce0a6084cf950.SC2Replay
1146,SortOf,28,17036,3125,36.5,68.0,523,Zerg,0,replays/2ndRun\6b2706771d8248779a7ce0a6084cf950.SC2Replay
1147,Serral,57,16700,2450,17.0,106.0,630,Zerg,0,replays/2ndRun\6b323369f113498ea2cd40a483302574.SC2Replay
1148,Lambo,53,21394,4100,48.0,98.0,629,Zerg,1,replays/2ndRun\6b323369f113498ea2cd40a483302574.SC2Replay
1149,NoPinSea,66,26492,2075,23.0,133.0,693,Protoss,0,replays/2ndRun\6b3834324f984ee8b45d7cb2fbee1d5b.SC2Replay
1150,iaguz,72,45105,7125,109.0,196.0,944,Terraner,1,replays/2ndRun\6b3834324f984ee8b45d7cb2fbee1d5b.SC2Replay
1151,LiquidSnute,27,4175,925,7.5,44.0,272,Zerg,1,replays/2ndRun\6b3c423224c849a1b5e03bd8b73ad34d.SC2Replay
1152,Bly,27,4442,800,6.0,44.0,266,Zerg,0,replays/2ndRun\6b3c423224c849a1b5e03bd8b73ad34d.SC2Replay
1153,Snute,36,5975,2150,25.0,66.0,378,Zerg,0,replays/2ndRun\6b467eb5967d4f3facef5e407881ad5c.SC2Replay
1154,herO,38,7488,375,6.0,54.0,364,Protoss,1,replays/2ndRun\6b467eb5967d4f3facef5e407881ad5c.SC2Replay
1155,MeomaikA,70,46308,9050,96.0,174.0,1149,Zerg,1,replays/2ndRun\6b56057b9ee446c789d262e59c9d18d1.SC2Replay
1156,Maru,57,34907,4050,58.0,117.0,1154,Terraner,0,replays/2ndRun\6b56057b9ee446c789d262e59c9d18d1.SC2Replay
1157,iAsonu,63,9937,1975,10.5,106.0,450,Zerg,0,replays/2ndRun\6b575553492840bf9a73dec4dde46372.SC2Replay
1158,PtitDrogo,49,10400,900,10.0,70.0,442,Protoss,1,replays/2ndRun\6b575553492840bf9a73dec4dde46372.SC2Replay
1159,NightEnD,67,21579,1675,21.0,117.0,590,Protoss,0,replays/2ndRun\6b67441be97c413f95f9ced6c7b6dc13.SC2Replay
1160,Namshar,71,30773,8425,81.5,192.0,715,Zerg,1,replays/2ndRun\6b67441be97c413f95f9ced6c7b6dc13.SC2Replay
1161,LiquidTLO,46,6577,1850,20.0,82.0,443,Zerg,0,replays/2ndRun\6b8a0746f6aa4856bac6583feeb81fd3.SC2Replay
1162,Stats,46,11014,1175,12.0,70.0,444,Protoss,1,replays/2ndRun\6b8a0746f6aa4856bac6583feeb81fd3.SC2Replay
1163,Kelazhur,30,8145,500,8.0,47.0,348,Terraner,1,replays/2ndRun\6b9af10595984465a2248434a02c2ab4.SC2Replay
1164,ShahriarDeMi,25,8155,725,9.0,54.0,348,Terraner,0,replays/2ndRun\6b9af10595984465a2248434a02c2ab4.SC2Replay
1165,PtitDrogo,52,22349,1100,12.0,117.0,566,Protoss,0,replays/2ndRun\6ba2f17d6f6648a996dd2b7849770ee0.SC2Replay
1166,soO,63,15722,4100,39.0,122.0,571,Zerg,1,replays/2ndRun\6ba2f17d6f6648a996dd2b7849770ee0.SC2Replay
1167,LiquidSnute,44,7300,1200,10.0,58.0,417,Zerg,1,replays/2ndRun\6bc38674af2147b8b1043dec71d02d23.SC2Replay
1168,Zanster,34,7952,1800,14.0,74.0,425,Zerg,0,replays/2ndRun\6bc38674af2147b8b1043dec71d02d23.SC2Replay
1169,Guru,40,12318,2375,24.5,82.0,577,Zerg,1,replays/2ndRun\6bc556a16f484f5ab6009f858f9a5fdb.SC2Replay
1170,Scarlett,35,7535,1600,16.0,60.0,373,Zerg,0,replays/2ndRun\6bc556a16f484f5ab6009f858f9a5fdb.SC2Replay
1171,iGXiGua,26,4634,800,6.0,52.0,266,Zerg,0,replays/2ndRun\6bc73b23008c4e71af70c2b31d0fcab7.SC2Replay
1172,ZooWhaleTail,29,6310,900,7.0,44.0,273,Zerg,1,replays/2ndRun\6bc73b23008c4e71af70c2b31d0fcab7.SC2Replay
1173,ByuN,43,10178,1675,29.0,78.0,440,Terraner,0,replays/2ndRun\6bd208759843465c94b0e15085bdc509.SC2Replay
1174,sOs,51,18965,450,5.0,77.0,511,Protoss,1,replays/2ndRun\6bd208759843465c94b0e15085bdc509.SC2Replay
1175,Stats,42,19174,800,9.0,86.0,590,Protoss,1,replays/2ndRun\6be83ca8eccc4e40b5f9f6861eb8fff2.SC2Replay
1176,DeMusliM,40,14339,1750,30.0,78.0,603,Terraner,0,replays/2ndRun\6be83ca8eccc4e40b5f9f6861eb8fff2.SC2Replay
1177,Polt,69,29074,4800,74.0,189.0,794,Terraner,1,replays/2ndRun\6bf376ee1c494c0ba0e8d30b01e8fccb.SC2Replay
1178,Nerchio,70,36792,7400,84.0,176.0,815,Zerg,0,replays/2ndRun\6bf376ee1c494c0ba0e8d30b01e8fccb.SC2Replay
1179,YouRush,78,30012,4550,42.0,144.0,668,Zerg,0,replays/2ndRun\6c1306ed1ea24bb585e2e6c1600d5032.SC2Replay
1180,FWHas,74,34568,5750,49.0,172.0,725,Protoss,1,replays/2ndRun\6c1306ed1ea24bb585e2e6c1600d5032.SC2Replay
1181,Harstem,46,13287,2850,27.0,86.0,584,Protoss,0,replays/2ndRun\6c2b9465d6954f27bfe52e86048501e0.SC2Replay
1182,Neeb,54,14737,1100,12.0,86.0,583,Protoss,1,replays/2ndRun\6c2b9465d6954f27bfe52e86048501e0.SC2Replay
1183,uThermal,32,4983,600,11.0,46.0,323,Terraner,1,replays/2ndRun\6c912ce5b5d04b16a7e45c54f0249aff.SC2Replay
1184,miwa,25,5043,1250,13.0,52.0,332,Zerg,0,replays/2ndRun\6c912ce5b5d04b16a7e45c54f0249aff.SC2Replay
1185,LiquidSnute,76,16607,3075,25.5,106.0,567,Zerg,1,replays/2ndRun\6cb39abbe5b94ec9943a30b4272a61e2.SC2Replay
1186,JJAKJI,47,16073,1050,17.0,78.0,578,Terraner,0,replays/2ndRun\6cb39abbe5b94ec9943a30b4272a61e2.SC2Replay
1187,Dana,62,15307,5900,66.0,146.0,621,Zerg,1,replays/2ndRun\6cb6138e6ae74d4dacf211b3d5c74651.SC2Replay
1188,DnS,66,15352,1975,23.0,109.0,588,Protoss,0,replays/2ndRun\6cb6138e6ae74d4dacf211b3d5c74651.SC2Replay
1189,Semper,48,13508,1600,24.0,93.0,496,Terraner,1,replays/2ndRun\6cba0a637d414eb0ac2140dea8c00d64.SC2Replay
1190,GogojOey,67,10968,1975,16.5,90.0,488,Zerg,0,replays/2ndRun\6cba0a637d414eb0ac2140dea8c00d64.SC2Replay
1191,GogojOey,24,5924,1000,9.0,44.0,276,Zerg,1,replays/2ndRun\6d072f7826d142a08bebc34857d049a7.SC2Replay
1192,yohilo,25,5321,250,4.0,31.0,277,Terraner,0,replays/2ndRun\6d072f7826d142a08bebc34857d049a7.SC2Replay
1193,Zanster,71,14501,3450,24.0,154.0,559,Zerg,1,replays/2ndRun\6d08917103914cc6a89b41e2ac5f81ed.SC2Replay
1194,Sevnin,46,21908,1350,16.0,93.0,553,Protoss,0,replays/2ndRun\6d08917103914cc6a89b41e2ac5f81ed.SC2Replay
1195,Elazer,58,14118,2675,19.5,130.0,534,Zerg,0,replays/2ndRun\6d22006bfddb4a3ca4e472cb4334f0bf.SC2Replay
1196,Zanster,66,13723,3500,29.0,130.0,549,Zerg,1,replays/2ndRun\6d22006bfddb4a3ca4e472cb4334f0bf.SC2Replay
1197,ShoWTimE,63,25398,1900,18.0,133.0,706,Protoss,1,replays/2ndRun\6d241744c01e4bccb88e39c18d33126f.SC2Replay
1198,Kelazhur,66,52897,6250,105.0,181.0,910,Terraner,0,replays/2ndRun\6d241744c01e4bccb88e39c18d33126f.SC2Replay
1199,GOStephano,31,25098,7825,70.5,108.0,805,Zerg,1,replays/2ndRun\6d24693d195d4709ab0305fdba65808c.SC2Replay
1200,HellraiseR,48,17257,2100,21.0,110.0,728,Protoss,0,replays/2ndRun\6d24693d195d4709ab0305fdba65808c.SC2Replay
1201,MightyKiwi,64,90967,12125,110.5,240.0,1204,Zerg,0,replays/2ndRun\6d31929e8baa486eb5cbe70dbaf70705.SC2Replay
1202,BackupA,72,37393,4650,46.0,196.0,870,Protoss,1,replays/2ndRun\6d31929e8baa486eb5cbe70dbaf70705.SC2Replay
1203,soO,65,32619,9825,135.5,216.0,718,Zerg,0,replays/2ndRun\6d608496dbaa48a5bfe7d7db4e30b5e3.SC2Replay
1204,Serral,68,28111,10150,132.0,224.0,729,Zerg,1,replays/2ndRun\6d608496dbaa48a5bfe7d7db4e30b5e3.SC2Replay
1205,JonSnow,40,8992,3100,38.0,106.0,476,Zerg,0,replays/2ndRun\6d73b5feb8914cb5b82e14dfe4566878.SC2Replay
1206,Has,42,11295,725,8.0,70.0,437,Protoss,1,replays/2ndRun\6d73b5feb8914cb5b82e14dfe4566878.SC2Replay
1207,NoPinSea,43,22442,775,8.0,86.0,677,Protoss,0,replays/2ndRun\6daea7159c684624abc64295357ed3bc.SC2Replay
1208,PiG,39,20251,4900,64.0,114.0,615,Zerg,1,replays/2ndRun\6daea7159c684624abc64295357ed3bc.SC2Replay
1209,Lambo,34,8858,2150,19.0,82.0,466,Zerg,1,replays/2ndRun\6db8479ce3424b78abe84c58ccb528ee.SC2Replay
1210,SouLeer,28,9740,2625,32.5,68.0,501,Zerg,0,replays/2ndRun\6db8479ce3424b78abe84c58ccb528ee.SC2Replay
1211,Oobios,42,15485,1700,18.0,66.0,468,Zerg,0,replays/2ndRun\6dd1b6aef2d943118a3fc421346a0f84.SC2Replay
1212,RaiN,42,13158,700,10.0,62.0,423,Protoss,1,replays/2ndRun\6dd1b6aef2d943118a3fc421346a0f84.SC2Replay
