,player,total_workers,resource_mining,total_army_value,total_army,time,fraction,winner,replay_filename
44,uThermal,68,38635,4925,58,832,T,1,replays/2ndRun\07e4640be7784ef4bed54019d192636f.SC2Replay
45,Semper,16,560,0,0,71,T,1,replays/2ndRun\07f2f989d5a64e3aa0e430fe739b68c0.SC2Replay
46,ObiWanPwnobi,17,710,0,0,80,P,0,replays/2ndRun\07f2f989d5a64e3aa0e430fe739b68c0.SC2Replay
47,eonblu,58,32346,3200,46,825,Z,0,replays/2ndRun\07f901e09f994a78a9eb89b10832f33d.SC2Replay
48,Clem,48,18649,2625,26,776,T,1,replays/2ndRun\07f901e09f994a78a9eb89b10832f33d.SC2Replay
49,PiLiPiLi,41,11126,625,4,371,P,0,replays/2ndRun\08a3adfbadc44e5c92320dad48e16332.SC2Replay
50,PandaBearMe,44,5900,1050,15,361,Z,1,replays/2ndRun\08a3adfbadc44e5c92320dad48e16332.SC2Replay
51,MaNa,49,20225,3225,13,665,P,0,replays/2ndRun\08b98a000de449e19f5e8a58ae2fb14a.SC2Replay
52,INnoVation,52,17373,3925,46,648,T,1,replays/2ndRun\08b98a000de449e19f5e8a58ae2fb14a.SC2Replay
53,Harstem,37,5110,600,3,310,P,0,replays/2ndRun\08e5b16f21f6474d9ac177798be740f7.SC2Replay
54,Elazer,27,5650,1050,18,319,Z,1,replays/2ndRun\08e5b16f21f6474d9ac177798be740f7.SC2Replay
55,Serral,41,7268,3175,37,451,Z,0,replays/2ndRun\09b52dcc90b84a889a41ee63cf52585f.SC2Replay
56,Neeb,47,9615,475,3,448,P,1,replays/2ndRun\09b52dcc90b84a889a41ee63cf52585f.SC2Replay
57,LiquidMaNa,59,27219,1900,7,750,P,0,replays/2ndRun\09c727fc85514809a59bfcad38f070f8.SC2Replay
58,Elazer,47,8990,5225,78,519,Z,1,replays/2ndRun\09c727fc85514809a59bfcad38f070f8.SC2Replay
59,Soulkey,58,17017,2850,30,544,Z,0,replays/2ndRun\09db9834b3794d01813271a3d3361822.SC2Replay
60,ByuN,52,13922,1400,24,541,T,1,replays/2ndRun\09db9834b3794d01813271a3d3361822.SC2Replay
61,Bly,32,10881,1100,16,485,Z,0,replays/2ndRun\4deca5847e2a46129fd3765652fb246d.SC2Replay
62,Namshar,39,10011,1275,20,468,Z,1,replays/2ndRun\4deca5847e2a46129fd3765652fb246d.SC2Replay
63,Rose,28,8455,925,15,375,Z,0,replays/2ndRun\4df6244f2e834c3285baa1a8f593d996.SC2Replay
64,Nice,24,7171,1125,7,328,P,1,replays/2ndRun\4df6244f2e834c3285baa1a8f593d996.SC2Replay
65,Lambo,83,41771,13550,122,820,Z,0,replays/2ndRun\4e0124f1c83f4186b4da33dcbff2a1d6.SC2Replay
66,LiquidMaNa,73,34693,2600,9,828,P,1,replays/2ndRun\4e0124f1c83f4186b4da33dcbff2a1d6.SC2Replay
67,BLY,59,13972,3200,23,503,Z,0,replays/2ndRun\4e113276fa9244d3b8d10bbe1d694beb.SC2Replay
68,puCK,44,10970,775,5,462,P,1,replays/2ndRun\4e113276fa9244d3b8d10bbe1d694beb.SC2Replay
69,LiquidSnute,32,8373,1075,19,522,Z,0,replays/2ndRun\4e16af124b6045279da5dc89d494c115.SC2Replay
70,Lambo,24,11087,1350,21,514,Z,1,replays/2ndRun\4e16af124b6045279da5dc89d494c115.SC2Replay
71,GOStephano,78,41289,10575,174,872,Z,1,replays/2ndRun\4e18d474e55c41cd99506d6b48baf49d.SC2Replay
72,InZaNe,72,34280,5850,70,869,T,0,replays/2ndRun\4e18d474e55c41cd99506d6b48baf49d.SC2Replay
73,JJAKJI,60,16091,4225,50,748,T,0,replays/2ndRun\4e1bbc8dbcb74a65ab16970ab27c977c.SC2Replay
74,Zest,68,29087,1050,4,738,P,1,replays/2ndRun\4e1bbc8dbcb74a65ab16970ab27c977c.SC2Replay
75,Hjax,44,20591,800,4,518,P,0,replays/2ndRun\4e3cbe4fb00c45e1aa8bc2b03da77829.SC2Replay
76,TheWagon,50,19995,6000,81,739,Z,1,replays/2ndRun\4e3cbe4fb00c45e1aa8bc2b03da77829.SC2Replay
77,DnS,45,9113,600,3,421,P,1,replays/2ndRun\4e56e15004814adb8082dc4f8a022d2e.SC2Replay
78,RlSky,50,10993,1775,30,431,Z,0,replays/2ndRun\4e56e15004814adb8082dc4f8a022d2e.SC2Replay
79,GAMETIME,19,4609,1500,38,290,Z,0,replays/2ndRun\4e6cb06730cc4f40bac6f235ab2a021e.SC2Replay
80,iaguz,33,7204,750,5,344,T,1,replays/2ndRun\4e6cb06730cc4f40bac6f235ab2a021e.SC2Replay
81,PiG,33,6240,1250,20,328,Z,1,replays/2ndRun\4eea08a1b16c471ebcd14f7666bfb4b6.SC2Replay
82,iaguz,31,6396,800,12,328,T,0,replays/2ndRun\4eea08a1b16c471ebcd14f7666bfb4b6.SC2Replay
83,Happy,65,30368,5450,52,788,T,0,replays/2ndRun\4ef81385dd2a4fcdb1adc2085a58fffd.SC2Replay
84,hydra,69,36993,9550,71,878,Z,1,replays/2ndRun\4ef81385dd2a4fcdb1adc2085a58fffd.SC2Replay
85,TheoRy,58,19898,1750,7,599,P,1,replays/2ndRun\4f1f7f8a282e4118abd0d99da336cfab.SC2Replay
86,PengWin,52,20069,3450,65,602,Z,0,replays/2ndRun\4f1f7f8a282e4118abd0d99da336cfab.SC2Replay
87,Elazer,67,22679,8650,116,740,Z,0,replays/2ndRun\4f33a10497664b3b964977078bc34f1d.SC2Replay
88,PiLiPiLi,56,43683,5350,57,927,P,1,replays/2ndRun\4f33a10497664b3b964977078bc34f1d.SC2Replay
89,LiquidSnute,35,7520,1950,42,444,Z,0,replays/2ndRun\4f530904ca8143b8955458dd2787c01a.SC2Replay
90,Harstem,38,9400,1525,8,443,P,1,replays/2ndRun\4f530904ca8143b8955458dd2787c01a.SC2Replay
91,TheoRy,71,53079,10355,110,1144,P,1,replays/2ndRun\4f6d418579664df3ac409cd964b51d8a.SC2Replay
92,PengWin,74,92939,14725,117,1136,Z,0,replays/2ndRun\4f6d418579664df3ac409cd964b51d8a.SC2Replay
93,Dark,46,10106,2850,27,500,Z,1,replays/2ndRun\4f7abd8dcc80486f93a3027c9798b4e5.SC2Replay
94,Elazer,45,9536,3350,30,530,Z,0,replays/2ndRun\4f7abd8dcc80486f93a3027c9798b4e5.SC2Replay
95,Solar,50,8190,1875,31,513,Z,0,replays/2ndRun\4f7c5491d76f490abe3ef11813d98aa6.SC2Replay
96,Zest,53,12794,1025,5,522,P,1,replays/2ndRun\4f7c5491d76f490abe3ef11813d98aa6.SC2Replay
97,SLeet,23,3483,550,8,218,Z,1,replays/2ndRun\4f7cb91b3d364e1185f047a3a5704d29.SC2Replay
98,mLty,21,3261,100,1,210,T,0,replays/2ndRun\4f7cb91b3d364e1185f047a3a5704d29.SC2Replay
99,DnS,67,25850,1250,5,664,P,0,replays/2ndRun\4f980480e10445f7905a5278583b6978.SC2Replay
100,Serral,66,18325,3375,62,595,Z,1,replays/2ndRun\4f980480e10445f7905a5278583b6978.SC2Replay
101,Raze,68,54760,3400,10,926,P,1,replays/2ndRun\4faaf67bdbaf49e4855aede93bb2ad86.SC2Replay
102,THERIDDLER,62,25189,5800,62,748,T,0,replays/2ndRun\4faaf67bdbaf49e4855aede93bb2ad86.SC2Replay
103,TIME,41,16831,2825,37,696,T,0,replays/2ndRun\4fb00fc091c147c2afefa9a06047d05a.SC2Replay
104,iGiA,53,19594,3075,48,694,Z,1,replays/2ndRun\4fb00fc091c147c2afefa9a06047d05a.SC2Replay
105,TooDming,61,21579,2850,22,766,Z,1,replays/2ndRun\4fc26ef7c32c492f9708b36dad5c6110.SC2Replay
106,HeltEn,48,19545,1275,10,538,T,0,replays/2ndRun\4fc26ef7c32c492f9708b36dad5c6110.SC2Replay
107,Serral,44,10999,2200,37,449,Z,0,replays/2ndRun\4fd3e2a8fa1b4a44a4c02696098b7973.SC2Replay
108,Optimus,51,15713,1175,12,571,T,1,replays/2ndRun\4fd3e2a8fa1b4a44a4c02696098b7973.SC2Replay
109,YouRush,65,21311,2150,35,580,Z,0,replays/2ndRun\4fe447752a5146e8a754425252bcb29b.SC2Replay
110,Nice,61,26685,1400,5,606,P,1,replays/2ndRun\4fe447752a5146e8a754425252bcb29b.SC2Replay
111,TYTY,75,31898,6425,69,930,T,1,replays/2ndRun\4fe5c0b9b81b49578fee4dc67cd3dc8d.SC2Replay
112,OGZest,69,55702,3250,11,1033,P,0,replays/2ndRun\4fe5c0b9b81b49578fee4dc67cd3dc8d.SC2Replay
113,Azure,66,34101,4050,64,798,T,0,replays/2ndRun\4fe6c4dd7dad4bb3ae061cce5d825bf0.SC2Replay
114,PiG,88,41445,11350,188,830,Z,1,replays/2ndRun\4fe6c4dd7dad4bb3ae061cce5d825bf0.SC2Replay
115,Clem,80,27363,7900,77,923,T,0,replays/2ndRun\4fef11e0656f489d8b78e470a3f57e82.SC2Replay
116,RiSky,87,90915,11825,155,1149,Z,1,replays/2ndRun\4fef11e0656f489d8b78e470a3f57e82.SC2Replay
117,MaNa,39,12337,525,3,433,P,0,replays/2ndRun\4ff2eb99c7d34495b6c5b16ab85fa516.SC2Replay
118,Dark,48,10581,2300,22,465,Z,1,replays/2ndRun\4ff2eb99c7d34495b6c5b16ab85fa516.SC2Replay
119,jheffe,73,48396,5200,59,877,T,0,replays/2ndRun\4ff94041fa2c4e608a372c0b35bfbc40.SC2Replay
120,Silky,80,51150,8925,133,893,Z,1,replays/2ndRun\4ff94041fa2c4e608a372c0b35bfbc40.SC2Replay
121,LiquidSnute,16,3124,1350,30,266,Z,0,replays/2ndRun\4ffc3a37260f43ecb47afd396c169365.SC2Replay
122,TSGSolar,26,4203,1000,14,269,Z,1,replays/2ndRun\4ffc3a37260f43ecb47afd396c169365.SC2Replay
123,Guru,56,17359,4800,52,666,Z,0,replays/2ndRun\5a05a83456e340c39147566af60902f1.SC2Replay
124,Patience,61,18025,500,3,625,P,1,replays/2ndRun\5a05a83456e340c39147566af60902f1.SC2Replay
125,Neeb,74,47335,5275,17,1002,P,1,replays/2ndRun\5a0cd7c7f1d640f2a111a9b2d81d6ba0.SC2Replay
126,ShoWTimE,73,45044,4700,17,1059,P,0,replays/2ndRun\5a0cd7c7f1d640f2a111a9b2d81d6ba0.SC2Replay
127,Ninja,20,1336,0,0,156,P,0,replays/2ndRun\5a1f37632ab94e18936e33ec9900c87a.SC2Replay
128,GogojOey,18,3359,700,14,218,Z,1,replays/2ndRun\5a1f37632ab94e18936e33ec9900c87a.SC2Replay
129,LiquidSnute,37,7599,1300,13,404,Z,1,replays/2ndRun\5a2cfb44ea5448a280c75a9c20ea9965.SC2Replay
130,LiquidTLO,32,8937,1125,12,413,Z,0,replays/2ndRun\5a2cfb44ea5448a280c75a9c20ea9965.SC2Replay
131,PiG,41,6796,1175,14,355,Z,1,replays/2ndRun\5a2f1b967320489590f89ce1cd9e5435.SC2Replay
132,iaguz,36,8375,850,9,364,T,0,replays/2ndRun\5a2f1b967320489590f89ce1cd9e5435.SC2Replay
133,Pono,19,4705,800,13,240,Z,1,replays/2ndRun\5a3e7aa3f0ad4aa080bba88b65f42f1d.SC2Replay
134,benttwig,21,4131,600,10,227,Z,0,replays/2ndRun\5a3e7aa3f0ad4aa080bba88b65f42f1d.SC2Replay
135,Nerchio,73,26716,8700,99,806,Z,1,replays/2ndRun\5a5328f50427422a8d5f50a7033cd06e.SC2Replay
136,Kelazhur,65,30789,5825,73,810,T,0,replays/2ndRun\5a5328f50427422a8d5f50a7033cd06e.SC2Replay
137,Solar,38,6746,1250,13,334,Z,1,replays/2ndRun\5a555a2a01c4400396a41f4152e78f02.SC2Replay
138,Patience,41,6867,700,4,343,P,0,replays/2ndRun\5a555a2a01c4400396a41f4152e78f02.SC2Replay
139,Scarlett,48,18365,3725,35,603,Z,1,replays/2ndRun\5a598bc081ef4a458152f27881deca42.SC2Replay
140,AxImpact,41,13129,4600,38,615,Z,0,replays/2ndRun\5a598bc081ef4a458152f27881deca42.SC2Replay
141,Silky,80,29144,8650,75,751,Z,1,replays/2ndRun\5a5addef396045b9bb601925ed074b1d.SC2Replay
142,jheffe,65,36720,4000,56,751,T,0,replays/2ndRun\5a5addef396045b9bb601925ed074b1d.SC2Replay
143,qbeN,57,27397,1675,7,668,P,1,replays/2ndRun\5a6d90e793bb44fa9f7eaf16931322bd.SC2Replay
144,WhiteWolf,46,31722,3250,41,671,T,0,replays/2ndRun\5a6d90e793bb44fa9f7eaf16931322bd.SC2Replay
145,FireCake,69,36974,5850,53,894,Z,0,replays/2ndRun\5a7824a0386242bda48976a3504ae196.SC2Replay
146,Has,57,21824,500,3,638,P,1,replays/2ndRun\5a7824a0386242bda48976a3504ae196.SC2Replay
147,Mana,42,10564,1525,8,497,P,1,replays/2ndRun\5a7a410de4ec4a20807596b381e7f586.SC2Replay
148,Future,38,13047,1675,12,507,T,0,replays/2ndRun\5a7a410de4ec4a20807596b381e7f586.SC2Replay
149,Harstem,67,16468,1075,5,574,P,0,replays/2ndRun\5a7bdbfc573a4551997ec0e48f27fc6e.SC2Replay
150,GOStephano,69,23621,3425,43,590,Z,1,replays/2ndRun\5a7bdbfc573a4551997ec0e48f27fc6e.SC2Replay
151,liquidthermy,67,22458,7425,93,860,T,1,replays/2ndRun\5a9ea1cf006644189bdd9b3008009b00.SC2Replay
152,Neeblet,73,35872,3350,10,830,P,0,replays/2ndRun\5a9ea1cf006644189bdd9b3008009b00.SC2Replay
153,Happy,63,36205,7475,79,855,T,1,replays/2ndRun\5aa05a57775d4aee9948fe128a34e0e5.SC2Replay
154,SortOf,66,45325,10050,112,851,Z,0,replays/2ndRun\5aa05a57775d4aee9948fe128a34e0e5.SC2Replay
155,JonSnow,72,35290,7550,61,1137,Z,0,replays/2ndRun\5aca990be1ea42bd9b8115cba909e4ef.SC2Replay
156,uThermal,66,40167,6500,38,1019,T,1,replays/2ndRun\5aca990be1ea42bd9b8115cba909e4ef.SC2Replay
157,CMStormPolt,63,19719,4700,55,710,T,1,replays/2ndRun\5ae5701fa20d4bb0b0a597ee9e5bae3e.SC2Replay
158,Lambo,68,25462,8625,71,708,Z,0,replays/2ndRun\5ae5701fa20d4bb0b0a597ee9e5bae3e.SC2Replay
159,Neeb,42,10095,200,1,439,P,1,replays/2ndRun\5ae8ab20ddb44714a43466341d806bc9.SC2Replay
160,MaNa,32,10474,725,4,442,P,0,replays/2ndRun\5ae8ab20ddb44714a43466341d806bc9.SC2Replay
161,MCanning,66,42052,2950,11,1050,P,1,replays/2ndRun\5af6c0d61ea0414c98b5c0d3b15fb664.SC2Replay
162,GAMETIME,67,24998,6900,65,1049,Z,0,replays/2ndRun\5af6c0d61ea0414c98b5c0d3b15fb664.SC2Replay
163,InZaNe,31,7265,1250,8,393,T,0,replays/2ndRun\5af6c9a896834eec8a6f9a4872e844a4.SC2Replay
164,Clem,34,9290,1700,10,421,T,1,replays/2ndRun\5af6c9a896834eec8a6f9a4872e844a4.SC2Replay
165,Serral,23,8522,1775,36,421,Z,0,replays/2ndRun\5b06f35834b4487e961da45b07917e58.SC2Replay
166,Nerchio,33,6344,2650,25,487,Z,1,replays/2ndRun\5b06f35834b4487e961da45b07917e58.SC2Replay
167,INnoVation,69,49053,6550,59,1090,T,0,replays/2ndRun\5b0763c7406444dd9dbfc528977f6edf.SC2Replay
168,RAIL,73,63209,5875,19,1046,P,1,replays/2ndRun\5b0763c7406444dd9dbfc528977f6edf.SC2Replay
169,JJAKJI,54,12245,2350,34,587,T,1,replays/2ndRun\5b07e50ec09141379d2419d452514b39.SC2Replay
170,PtitDrogo,65,15300,1225,6,532,P,0,replays/2ndRun\5b07e50ec09141379d2419d452514b39.SC2Replay
171,Reynor,26,4344,1375,28,375,Z,1,replays/2ndRun\5b12cdede61a42f7885930051e7ffa5c.SC2Replay
172,iAsonu,37,6895,900,14,372,Z,0,replays/2ndRun\5b12cdede61a42f7885930051e7ffa5c.SC2Replay
173,Beez,32,9062,1350,21,405,Z,0,replays/2ndRun\5b26a56f95c743ca9f47a4d1cac49997.SC2Replay
174,Bly,36,7911,1700,31,381,Z,1,replays/2ndRun\5b26a56f95c743ca9f47a4d1cac49997.SC2Replay
175,Elazer,33,4391,1050,11,294,Z,0,replays/2ndRun\5b2d3fc22b1e4fcc9085ccfc95f57e5c.SC2Replay
176,TYTY,28,4670,350,4,289,T,0,replays/2ndRun\5b2d3fc22b1e4fcc9085ccfc95f57e5c.SC2Replay
177,LiquidTLO,64,19085,6400,127,680,Z,1,replays/2ndRun\5b44be67b42c4fcf83f8612f7fee6d50.SC2Replay
178,liquidthermy,56,19062,4225,53,710,T,0,replays/2ndRun\5b44be67b42c4fcf83f8612f7fee6d50.SC2Replay
179,Stats,57,15882,1275,6,540,P,1,replays/2ndRun\5b4f9d6327044b07910fba3db0c9d1f8.SC2Replay
180,Nerchio,64,10150,1750,15,487,Z,0,replays/2ndRun\5b4f9d6327044b07910fba3db0c9d1f8.SC2Replay
181,Impact,19,3610,600,15,259,Z,1,replays/2ndRun\5b7e542d84154f1da031859bbf8e578e.SC2Replay
182,losira,18,4965,1075,25,331,Z,0,replays/2ndRun\5b7e542d84154f1da031859bbf8e578e.SC2Replay
183,Semper,69,30200,4675,47,720,T,1,replays/2ndRun\5b842fbb164a485bbe3a9b52198eed06.SC2Replay
184,NoRegreT,60,20359,4000,76,615,Z,0,replays/2ndRun\5b842fbb164a485bbe3a9b52198eed06.SC2Replay
185,Poizon,33,6922,175,1,346,P,0,replays/2ndRun\5b99e3c38dd949b7a3c088c046f1e8d2.SC2Replay
186,GogojOey,43,6959,1650,21,373,Z,1,replays/2ndRun\5b99e3c38dd949b7a3c088c046f1e8d2.SC2Replay
187,TIME,22,3018,150,2,196,T,0,replays/2ndRun\5ba7f08bbdfb476cbaeb6baf27093bfe.SC2Replay
188,NoRegreT,16,3205,800,18,227,Z,1,replays/2ndRun\5ba7f08bbdfb476cbaeb6baf27093bfe.SC2Replay
189,Serral,46,12984,4500,57,602,Z,0,replays/2ndRun\5bb4472a37244316bf4e0b2d766d68eb.SC2Replay
190,llllllllllll,61,14763,1950,7,568,P,1,replays/2ndRun\5bb4472a37244316bf4e0b2d766d68eb.SC2Replay
191,DnS,34,5586,500,2,320,P,0,replays/2ndRun\5bd2f024c489458ca6c1af7980c120a9.SC2Replay
192,RlSky,42,12445,1275,15,420,Z,1,replays/2ndRun\5bd2f024c489458ca6c1af7980c120a9.SC2Replay
193,uThermal,62,22941,3450,39,705,T,1,replays/2ndRun\5be2329a089c434b8d22fd7338510dd5.SC2Replay
194,BackupC,44,23683,3175,32,690,T,0,replays/2ndRun\5be2329a089c434b8d22fd7338510dd5.SC2Replay
195,PtitDrogo,43,12418,1500,8,525,P,1,replays/2ndRun\5bf3e3aa137d45be8459d48ddc505db2.SC2Replay
196,HaPe,33,11709,1825,9,520,P,0,replays/2ndRun\5bf3e3aa137d45be8459d48ddc505db2.SC2Replay
197,PiG,76,73598,9925,76,1007,Z,0,replays/2ndRun\5bf8ae102d6e460fb642d574a3c7ff90.SC2Replay
198,NoPinSea,63,40081,4100,14,975,P,1,replays/2ndRun\5bf8ae102d6e460fb642d574a3c7ff90.SC2Replay
199,ByuN,48,36292,6925,74,826,T,0,replays/2ndRun\5c3877648d404241a0263b4e453fb10d.SC2Replay
200,Ryung,52,36155,7350,71,832,T,1,replays/2ndRun\5c3877648d404241a0263b4e453fb10d.SC2Replay
201,Guru,60,21630,6825,73,624,Z,0,replays/2ndRun\5c3f3dbab67740b0a07c21d6d0d7eade.SC2Replay
202,MaNa,56,30249,1325,6,671,P,1,replays/2ndRun\5c3f3dbab67740b0a07c21d6d0d7eade.SC2Replay
203,Elazer,51,15267,3850,76,623,Z,0,replays/2ndRun\5c5062705f234f7f9fa9b6f43fabcb54.SC2Replay
204,souL,55,12354,2500,34,619,T,1,replays/2ndRun\5c5062705f234f7f9fa9b6f43fabcb54.SC2Replay
205,LiquidTLO,54,22395,6400,60,829,Z,0,replays/2ndRun\5c93ede22ac24d7e8db0c9e36b488cd9.SC2Replay
206,BLY,68,34153,10500,72,831,Z,1,replays/2ndRun\5c93ede22ac24d7e8db0c9e36b488cd9.SC2Replay
207,SortOf,89,64541,14325,103,1009,Z,0,replays/2ndRun\5cb5e8dff00c49b0b2577959b29b619d.SC2Replay
208,PiLiPiLi,73,63082,11785,99,1039,P,1,replays/2ndRun\5cb5e8dff00c49b0b2577959b29b619d.SC2Replay
209,LiquidSnute,40,408696,17100,97,1694,Z,1,replays/2ndRun\5cb811b3c635488daae5ef8e5b7d3705.SC2Replay
210,aLive,69,77450,10850,93,1262,T,0,replays/2ndRun\5cb811b3c635488daae5ef8e5b7d3705.SC2Replay
211,Namshar,62,16656,3050,22,521,Z,1,replays/2ndRun\5cca3606813c4c29a09aa9498f004aca.SC2Replay
212,Serphim,42,20620,200,1,513,P,0,replays/2ndRun\5cca3606813c4c29a09aa9498f004aca.SC2Replay
213,PtitDrogo,45,18767,1675,9,577,P,1,replays/2ndRun\5ce22eb001b44efc9d8fb252dd38b6ec.SC2Replay
214,OGZest,48,27043,1550,9,646,P,0,replays/2ndRun\5ce22eb001b44efc9d8fb252dd38b6ec.SC2Replay
215,HeroMarine,73,35807,10900,79,968,T,1,replays/2ndRun\5d109025c1294f4b8ed3e4ea0d12b93c.SC2Replay
216,PtitDrogo,77,43693,3750,12,933,P,0,replays/2ndRun\5d109025c1294f4b8ed3e4ea0d12b93c.SC2Replay
217,Patience,30,9840,700,5,338,P,0,replays/2ndRun\5d3445cb257841e8921b7899a360cd85.SC2Replay
218,TRUE,30,6985,1550,27,398,Z,1,replays/2ndRun\5d3445cb257841e8921b7899a360cd85.SC2Replay
219,HuK,39,11083,200,1,392,P,0,replays/2ndRun\5d3489cee83c461a898339f3700b3ac8.SC2Replay
220,Nerchio,35,7592,1875,28,406,Z,1,replays/2ndRun\5d3489cee83c461a898339f3700b3ac8.SC2Replay
221,JJAKJI,43,9522,1425,20,458,T,1,replays/2ndRun\5d58bbc1b5e149d48264d4e6a936504c.SC2Replay
222,PtitDrogo,45,10200,450,4,379,P,0,replays/2ndRun\5d58bbc1b5e149d48264d4e6a936504c.SC2Replay
223,Snute,73,110147,12100,76,1040,Z,1,replays/2ndRun\5d64a3c3efde4379bce0e551eacacb11.SC2Replay
224,Kelazhur,66,45873,7950,102,902,T,0,replays/2ndRun\5d64a3c3efde4379bce0e551eacacb11.SC2Replay
225,viOLet,76,40796,9300,137,846,Z,1,replays/2ndRun\5d872b47df4c40148bcdc44248009154.SC2Replay
226,CMStormPolt,63,45335,5150,59,846,T,0,replays/2ndRun\5d872b47df4c40148bcdc44248009154.SC2Replay
227,Harstem,37,10100,850,6,453,P,0,replays/2ndRun\5d8d93f5fda94eb499031f4a390b12e0.SC2Replay
228,Neeb,37,9944,1025,6,398,P,1,replays/2ndRun\5d8d93f5fda94eb499031f4a390b12e0.SC2Replay
229,Semper,50,18536,3475,37,591,T,1,replays/2ndRun\5da12e594a0b401b8d9dc0c0a782e25e.SC2Replay
230,Cyan,49,17778,2075,7,604,P,0,replays/2ndRun\5da12e594a0b401b8d9dc0c0a782e25e.SC2Replay
231,LiquidSnute,50,23752,5450,39,573,Z,1,replays/2ndRun\5dab8a38fba943a6834bfb4c756ed8bb.SC2Replay
232,Lilbow,56,16701,500,3,530,P,0,replays/2ndRun\5dab8a38fba943a6834bfb4c756ed8bb.SC2Replay
233,ShoWTimE,69,24655,1775,7,700,P,1,replays/2ndRun\5dc9c85b1a554638afb33df33591ce88.SC2Replay
234,ExpecT,49,21088,3700,44,606,T,0,replays/2ndRun\5dc9c85b1a554638afb33df33591ce88.SC2Replay
235,DisK,44,13553,225,2,506,P,0,replays/2ndRun\5df54aed020e421dae90022ba9ef29e5.SC2Replay
236,Semper,45,13758,1775,16,504,T,1,replays/2ndRun\5df54aed020e421dae90022ba9ef29e5.SC2Replay
237,Nerchio,35,6078,1200,15,368,Z,1,replays/2ndRun\5dfc80cac9684718ba41e7bcf210ece1.SC2Replay
238,Impact,27,4903,1150,16,377,Z,0,replays/2ndRun\5dfc80cac9684718ba41e7bcf210ece1.SC2Replay
239,Serral,27,5749,1300,26,373,Z,0,replays/2ndRun\5dfeaf0b5f66457fbb61c6bff6053602.SC2Replay
240,LiquidTLO,21,6471,1625,43,382,Z,1,replays/2ndRun\5dfeaf0b5f66457fbb61c6bff6053602.SC2Replay
241,HeRoMaRinE,47,16511,3225,44,573,T,0,replays/2ndRun\5e09c473cab846828e90d940db1dee34.SC2Replay
242,herO,60,15430,2600,11,576,P,1,replays/2ndRun\5e09c473cab846828e90d940db1dee34.SC2Replay
243,iAsonu,68,29570,3600,58,668,Z,1,replays/2ndRun\5e2403f57f0645f880fe776df74b7b1a.SC2Replay
244,SpeCial,45,20481,3000,32,664,T,0,replays/2ndRun\5e2403f57f0645f880fe776df74b7b1a.SC2Replay
245,Raze,47,19240,2100,17,581,T,0,replays/2ndRun\5e3daaba4e464736b32cf509c93a7537.SC2Replay
246,CatZ,60,17744,2575,49,586,Z,1,replays/2ndRun\5e3daaba4e464736b32cf509c93a7537.SC2Replay
247,LiquidSnute,35,19522,3350,50,682,Z,0,replays/2ndRun\5e64c2ce9c924227b6062f8c768a6733.SC2Replay
248,Zanster,56,27438,2650,54,841,Z,1,replays/2ndRun\5e64c2ce9c924227b6062f8c768a6733.SC2Replay
249,Kelazhur,37,7629,400,7,343,T,0,replays/2ndRun\5e702579bd2e415e92f6988997767e90.SC2Replay
250,Time,32,6693,925,10,341,T,1,replays/2ndRun\5e702579bd2e415e92f6988997767e90.SC2Replay
251,Scarlett,32,7460,1500,15,351,Z,1,replays/2ndRun\5e71940ce4a6455386335d4081d57231.SC2Replay
252,Serral,42,6165,900,8,350,Z,0,replays/2ndRun\5e71940ce4a6455386335d4081d57231.SC2Replay
253,uThermal,55,21294,2925,31,658,T,1,replays/2ndRun\5e7574f4266046b796f7fdb6a46125b8.SC2Replay
254,viOLet,66,23897,3725,40,661,Z,0,replays/2ndRun\5e7574f4266046b796f7fdb6a46125b8.SC2Replay
255,Namshar,42,7552,1875,31,407,Z,0,replays/2ndRun\5e8fa8516fac4ce5beb5fc6bd7159a8e.SC2Replay
256,Solar,51,6327,1625,25,408,Z,1,replays/2ndRun\5e8fa8516fac4ce5beb5fc6bd7159a8e.SC2Replay
257,aLive,63,60580,9550,95,1131,T,1,replays/2ndRun\5ec77be0433c4370bc76389bd1085099.SC2Replay
258,INnoVation,68,45912,8975,81,1083,T,0,replays/2ndRun\5ec77be0433c4370bc76389bd1085099.SC2Replay
259,PengWin,42,19776,3325,45,618,Z,1,replays/2ndRun\5ed3d4de7a24429098834e1886f949fa.SC2Replay
260,eonblu,38,17539,5050,80,616,Z,0,replays/2ndRun\5ed3d4de7a24429098834e1886f949fa.SC2Replay
261,Elazer,62,11694,2075,32,493,Z,0,replays/2ndRun\5ee29b973e044d25905550438cd667b1.SC2Replay
262,Stats,64,16502,2525,9,572,P,1,replays/2ndRun\5ee29b973e044d25905550438cd667b1.SC2Replay
263,Zest,53,16596,2700,13,564,P,1,replays/2ndRun\5ee664c017c040b9b011a2572057a64c.SC2Replay
264,TRUE,61,16676,4000,56,562,Z,0,replays/2ndRun\5ee664c017c040b9b011a2572057a64c.SC2Replay
265,LiquidSnute,64,13692,4475,81,558,Z,0,replays/2ndRun\5efb131118cf4086816611fbd10a0170.SC2Replay
