,Unnamed: 0.1,Unnamed: 0,player,total_workers,resource_mining,total_army_value,total_army,time,fraction,winner,replay_filename
809,809,809,Neeblet,47,12337,1000,5,450,0,1,replays/4thRun\96e6b42862254e19b1639b5dabed80fa.SC2Replay
810,810,810,SortOf,63,8925,1750,21,466,0,0,replays/4thRun\96e6b42862254e19b1639b5dabed80fa.SC2Replay
811,811,811,MaNa,12,50,0,0,0,0,0,replays/4thRun\96e7a915e82a4bfe8ba15b42d7579ed0.SC2Replay
812,812,812,Has,12,50,0,0,0,0,1,replays/4thRun\96e7a915e82a4bfe8ba15b42d7579ed0.SC2Replay
813,813,813,Serral,63,45705,13050,109,1116,0,1,replays/4thRun\96e9e1796a48439ba5ecc594f280539f.SC2Replay
814,814,814,Elazer,59,89804,11650,86,1223,0,0,replays/4thRun\96e9e1796a48439ba5ecc594f280539f.SC2Replay
815,815,815,INnoVation,71,20868,4475,35,691,0,1,replays/4thRun\97a2e1f1c6c648899828aa54946e457c.SC2Replay
816,816,816,Ryung,67,22928,3850,35,689,0,0,replays/4thRun\97a2e1f1c6c648899828aa54946e457c.SC2Replay
817,817,817,Namshar,67,36206,9100,107,821,0,0,replays/4thRun\97e8d7145a5443ccb9497b17670b7956.SC2Replay
818,818,818,Kelazhur,75,44319,5700,70,805,0,1,replays/4thRun\97e8d7145a5443ccb9497b17670b7956.SC2Replay
819,819,819,SortOf,43,4928,1150,9,340,0,1,replays/4thRun\98a063827b034efaa634e8a137c848a2.SC2Replay
820,820,820,RAIL,34,5112,850,4,337,0,0,replays/4thRun\98a063827b034efaa634e8a137c848a2.SC2Replay
821,821,821,JJAKJI,24,6954,1075,10,364,0,1,replays/4thRun\98a11f40d0d540c785bc980488d9f127.SC2Replay
822,822,822,Zest,23,4960,450,3,255,0,0,replays/4thRun\98a11f40d0d540c785bc980488d9f127.SC2Replay
823,823,823,HellraiseR,38,9298,825,4,401,0,0,replays/4thRun\98a7fd2deaa34ffe85aaaa1846a94666.SC2Replay
824,824,824,soO,46,9015,2475,28,424,0,1,replays/4thRun\98a7fd2deaa34ffe85aaaa1846a94666.SC2Replay
825,825,825,Lambo,60,10756,1975,21,480,0,1,replays/4thRun\98a957ebb0dd482eac43160e2e243b6c.SC2Replay
826,826,826,Zest,40,10817,800,4,454,0,0,replays/4thRun\98a957ebb0dd482eac43160e2e243b6c.SC2Replay
827,827,827,Lambo,14,3275,550,16,195,0,1,replays/4thRun\98bd80af9a9349fc86841bb7dc19d9eb.SC2Replay
828,828,828,soO,18,3320,500,11,207,0,0,replays/4thRun\98bd80af9a9349fc86841bb7dc19d9eb.SC2Replay
829,829,829,MaNa,62,26797,1025,5,684,0,1,replays/4thRun\98ce88bcfa9141bd8ba6d712b6cd1c18.SC2Replay
830,830,830,Expect,48,20408,3825,45,617,0,0,replays/4thRun\98ce88bcfa9141bd8ba6d712b6cd1c18.SC2Replay
831,831,831,Namshar,62,39006,6600,57,760,0,1,replays/4thRun\98d1671482534017a2daf54abc94d388.SC2Replay
832,832,832,Denver,63,20543,6350,52,760,0,0,replays/4thRun\98d1671482534017a2daf54abc94d388.SC2Replay
833,833,833,Lambo,76,19458,6075,80,654,0,1,replays/4thRun\98d308802f524021a5571080b93d870e.SC2Replay
834,834,834,SpeCial,55,20840,3025,40,657,0,0,replays/4thRun\98d308802f524021a5571080b93d870e.SC2Replay
835,835,835,Optimus,54,17867,2125,27,644,0,1,replays/4thRun\98ebe1785cb9407898e9882f516d8e92.SC2Replay
836,836,836,Socke,49,24273,1225,6,639,0,0,replays/4thRun\98ebe1785cb9407898e9882f516d8e92.SC2Replay
837,837,837,Damrud,60,43462,8050,75,799,0,0,replays/4thRun\99b0634e7ba0441b8a1c50ed0715ff35.SC2Replay
838,838,838,Mamba,58,30920,8400,66,781,0,1,replays/4thRun\99b0634e7ba0441b8a1c50ed0715ff35.SC2Replay
839,839,839,ShaDoWn,29,8073,1075,5,345,0,1,replays/4thRun\99bec8996dbe413ca9e532360fa3890c.SC2Replay
840,840,840,Buster,24,5676,400,4,312,0,0,replays/4thRun\99bec8996dbe413ca9e532360fa3890c.SC2Replay
841,841,841,PtitDrogo,43,5924,700,5,361,0,1,replays/4thRun\99c4695fc4a34151ba561ddbf2ed69e3.SC2Replay
842,842,842,Kas,36,7872,1750,19,401,0,0,replays/4thRun\99c4695fc4a34151ba561ddbf2ed69e3.SC2Replay
843,843,843,Patience,29,6490,600,4,261,0,0,replays/4thRun\99d98a0517544d2f85af5023f9f86d32.SC2Replay
844,844,844,LiquidMaNa,25,4774,600,4,251,0,1,replays/4thRun\99d98a0517544d2f85af5023f9f86d32.SC2Replay
845,845,845,PartinG,45,13131,475,3,429,0,1,replays/4thRun\99e638eb9b5d4ee784efcfc08388f609.SC2Replay
846,846,846,Zanster,35,9132,3625,66,458,0,0,replays/4thRun\99e638eb9b5d4ee784efcfc08388f609.SC2Replay
