,player,total_workers,resource_mining,total_army_value,total_army,time,fraction,winner,replay_filename
0,Nerchio,13,2423,1150,26,235,Z,1,replays/3rdRun\0058ba8ba845407eb1ff02e788a85d51.SC2Replay
1,Cham,19,3477,850,15,234,Z,0,replays/3rdRun\0058ba8ba845407eb1ff02e788a85d51.SC2Replay
2,SortOf,27,10607,950,13,421,Z,1,replays/3rdRun\011d7113195f4b5481fa74ccf066a19d.SC2Replay
3,Snute,24,7866,925,12,420,Z,0,replays/3rdRun\011d7113195f4b5481fa74ccf066a19d.SC2Replay
4,MaSa,46,13918,2275,29,535,T,1,replays/3rdRun\012a8690e60d4a13bca315233aab03d0.SC2Replay
5,PtitDrogo,61,15585,775,4,574,P,0,replays/3rdRun\012a8690e60d4a13bca315233aab03d0.SC2Replay
6,Elazer,85,32405,5025,53,649,Z,1,replays/3rdRun\016fd313c2cc450e89bca66b01161023.SC2Replay
7,MMA,68,23099,3000,23,648,T,0,replays/3rdRun\016fd313c2cc450e89bca66b01161023.SC2Replay
8,Raze,63,43618,6025,60,948,T,0,replays/3rdRun\019caa61779643789ad804e8962f6749.SC2Replay
9,Probe,62,38663,3700,10,947,P,1,replays/3rdRun\019caa61779643789ad804e8962f6749.SC2Replay
10,ViBE,15,3993,1000,26,261,Z,1,replays/3rdRun\022be8154e7f4f7789eb9ffdff3ab0c1.SC2Replay
11,Allaryce,14,3047,750,16,195,Z,0,replays/3rdRun\022be8154e7f4f7789eb9ffdff3ab0c1.SC2Replay
12,Elazer,35,12749,2150,42,539,Z,0,replays/3rdRun\025a9fba264743aa9bc4c7e6d05929eb.SC2Replay
13,Scarlett,42,15672,2500,34,544,Z,1,replays/3rdRun\025a9fba264743aa9bc4c7e6d05929eb.SC2Replay
14,ByuN,56,53941,6425,86,1063,T,0,replays/3rdRun\025c28d1745341589405b6e7f1ffd6c9.SC2Replay
15,Soulkey,71,43049,10050,148,1049,Z,1,replays/3rdRun\025c28d1745341589405b6e7f1ffd6c9.SC2Replay
16,Ziggy,23,3729,500,5,260,T,1,replays/3rdRun\029abd1e7c374bc7ab081b588ddd9250.SC2Replay
17,Allaryce,22,3666,700,9,268,Z,0,replays/3rdRun\029abd1e7c374bc7ab081b588ddd9250.SC2Replay
18,HeroMarine,74,27691,5525,29,821,T,1,replays/3rdRun\039bee8fdf8a47f3b2a031a8c5383b68.SC2Replay
19,TRUE,65,29428,12050,97,826,Z,0,replays/3rdRun\039bee8fdf8a47f3b2a031a8c5383b68.SC2Replay
20,Lambo,65,12691,3075,56,517,Z,1,replays/3rdRun\042e5b0854cf4cbd859843a1e7b9a6f8.SC2Replay
21,Bones,49,15777,500,4,441,P,0,replays/3rdRun\042e5b0854cf4cbd859843a1e7b9a6f8.SC2Replay
22,Scarlett,36,18934,2150,14,516,Z,1,replays/3rdRun\044c3d9ec50743f18d3bdce2df95f14a.SC2Replay
23,FeaR,31,18756,975,4,524,P,0,replays/3rdRun\044c3d9ec50743f18d3bdce2df95f14a.SC2Replay
24,GOStephano,64,48293,7850,99,967,Z,1,replays/3rdRun\048bdf4b8de94c0fa9e341d652615feb.SC2Replay
25,Zest,60,60397,5650,18,947,P,0,replays/3rdRun\048bdf4b8de94c0fa9e341d652615feb.SC2Replay
26,Nerchio,77,44673,15575,129,950,Z,1,replays/3rdRun\053ca748afcf4c919c61ec1724ccbfbb.SC2Replay
27,Patience,68,34058,6290,43,761,P,0,replays/3rdRun\053ca748afcf4c919c61ec1724ccbfbb.SC2Replay
28,Namshar,32,7975,1825,35,387,Z,0,replays/3rdRun\053ce4df53804257b948f6649741c260.SC2Replay
29,Cham,37,7361,1575,20,395,Z,1,replays/3rdRun\053ce4df53804257b948f6649741c260.SC2Replay
30,TRUE,62,36848,7175,119,865,Z,1,replays/3rdRun\054ce351333e41c897025cf3c9ecaeed.SC2Replay
31,TIME,62,58807,5400,65,894,T,0,replays/3rdRun\054ce351333e41c897025cf3c9ecaeed.SC2Replay
32,Drager,25,8153,750,6,297,P,0,replays/3rdRun\057a9ff00f0743d794537602eec0aa32.SC2Replay
33,Has,24,5756,1050,6,298,P,1,replays/3rdRun\057a9ff00f0743d794537602eec0aa32.SC2Replay
34,TIME,37,14853,1250,13,574,T,0,replays/3rdRun\057cca6d6e5843c1a325c01b6a6bb53c.SC2Replay
35,ZooWhaleTail,51,17884,1925,30,511,Z,1,replays/3rdRun\057cca6d6e5843c1a325c01b6a6bb53c.SC2Replay
36,Ninja,36,9033,625,4,381,P,0,replays/3rdRun\060bd267f7dd4d83b6bdadfe3246c798.SC2Replay
37,Semper,41,13016,1475,12,479,T,1,replays/3rdRun\060bd267f7dd4d83b6bdadfe3246c798.SC2Replay
38,Sen,26,7395,1525,28,364,Z,1,replays/3rdRun\061d27c35c62430ebfcfc7c775d899b2.SC2Replay
39,Rose,18,5689,1500,32,332,Z,0,replays/3rdRun\061d27c35c62430ebfcfc7c775d899b2.SC2Replay
40,DnS,63,16879,1800,9,629,P,1,replays/3rdRun\062a6d90c02e4a2fbfde85cc379f0d4e.SC2Replay
41,PiLiPiLi,46,15628,650,4,518,P,0,replays/3rdRun\062a6d90c02e4a2fbfde85cc379f0d4e.SC2Replay
42,Namshar,71,54252,11625,210,853,Z,0,replays/3rdRun\063ad602dacf4437980c65e5672f3778.SC2Replay
43,Bunny,65,51400,7450,95,920,T,1,replays/3rdRun\063ad602dacf4437980c65e5672f3778.SC2Replay
44,HeroMarine,41,9450,1325,11,422,T,0,replays/3rdRun\064e16b98e654a03a68dfe2754a5a10f.SC2Replay
45,ShaDoWn,42,10347,575,4,418,P,1,replays/3rdRun\064e16b98e654a03a68dfe2754a5a10f.SC2Replay
46,HeroMarine,49,15774,1675,20,559,T,1,replays/3rdRun\066f43da7f084e0893b2e3fef483c0c0.SC2Replay
47,ShaDoWn,45,15042,600,2,552,P,0,replays/3rdRun\066f43da7f084e0893b2e3fef483c0c0.SC2Replay
48,Patience,56,25706,350,2,598,P,0,replays/3rdRun\068f25db83b54be7a7c7ca09dc93b109.SC2Replay
49,lIIllllIIlll,65,26340,4275,41,775,T,1,replays/3rdRun\068f25db83b54be7a7c7ca09dc93b109.SC2Replay
50,Creature,66,21990,1975,10,736,P,0,replays/3rdRun\070c0dfbeb144569b7dec69a53f39dfe.SC2Replay
51,Mokomi,53,29990,4675,16,734,P,1,replays/3rdRun\070c0dfbeb144569b7dec69a53f39dfe.SC2Replay
52,MaNa,62,18170,2450,9,592,P,1,replays/3rdRun\10a0b5e2947c489f80ac1f05c0f8dcf7.SC2Replay
53,Pono,57,30548,2050,41,609,Z,0,replays/3rdRun\10a0b5e2947c489f80ac1f05c0f8dcf7.SC2Replay
54,LiquidSnute,64,39367,8000,66,849,Z,1,replays/3rdRun\10b017e672e64245811d2365470e7713.SC2Replay
55,Reynor,61,25016,7750,67,854,Z,0,replays/3rdRun\10b017e672e64245811d2365470e7713.SC2Replay
56,FanTaSy,30,9929,1000,4,356,T,1,replays/3rdRun\10d8f657b3f0489791d8e524c79d782e.SC2Replay
57,Patience,23,8445,1275,7,363,P,0,replays/3rdRun\10d8f657b3f0489791d8e524c79d782e.SC2Replay
58,LiquidMaNa,47,9293,1525,7,427,P,0,replays/3rdRun\10e50bbab26c41b989848f1ef7444e6d.SC2Replay
59,FanTaSy,49,10481,350,6,504,T,1,replays/3rdRun\10e50bbab26c41b989848f1ef7444e6d.SC2Replay
60,RiSky,42,9705,2650,21,424,Z,0,replays/3rdRun\11a305e86967440dbee8bee484116d29.SC2Replay
61,Elazer,53,8353,1950,18,420,Z,1,replays/3rdRun\11a305e86967440dbee8bee484116d29.SC2Replay
62,McMonroe,61,17879,4950,47,608,Z,1,replays/3rdRun\11b211b243ab41b0b3440101b16eb004.SC2Replay
63,ZergGirl,50,24011,4050,38,610,Z,0,replays/3rdRun\11b211b243ab41b0b3440101b16eb004.SC2Replay
64,SpeCial,23,3585,400,4,272,T,1,replays/3rdRun\11c6d6f9155f497585f9396d9854361a.SC2Replay
65,Pokebunny,21,2113,100,1,180,T,0,replays/3rdRun\11c6d6f9155f497585f9396d9854361a.SC2Replay
66,DnS,70,24861,1800,8,657,P,1,replays/3rdRun\11e6903b58f647c99e7aecb37aaecfb6.SC2Replay
67,Xaoras,60,28569,7850,75,714,Z,0,replays/3rdRun\11e6903b58f647c99e7aecb37aaecfb6.SC2Replay
68,Mage,23,2137,0,0,188,P,0,replays/3rdRun\11f75b33f800452cbf38c0842f5eb483.SC2Replay
69,Zanster,20,2812,300,3,183,Z,1,replays/3rdRun\11f75b33f800452cbf38c0842f5eb483.SC2Replay
70,ShoWTimE,62,19647,2975,13,709,P,1,replays/3rdRun\12a406c9106e4461a3a6544772c307d5.SC2Replay
71,Socke,50,33542,1875,8,702,P,0,replays/3rdRun\12a406c9106e4461a3a6544772c307d5.SC2Replay
72,FireCake,79,47312,7250,56,1002,Z,1,replays/3rdRun\12b13438e552409681ec65ad9d1c1999.SC2Replay
73,Has,57,50090,2200,9,1024,P,0,replays/3rdRun\12b13438e552409681ec65ad9d1c1999.SC2Replay
74,Harstem,38,7175,1125,7,382,P,1,replays/3rdRun\12d9d442e727430f88c2b635eeeab08f.SC2Replay
75,Kashim,39,9588,1275,18,397,Z,0,replays/3rdRun\12d9d442e727430f88c2b635eeeab08f.SC2Replay
76,Bunny,33,9783,3175,31,523,T,1,replays/3rdRun\12dbb165d3e04ea08dc7cee9c93c9c3e.SC2Replay
77,Krr,25,13187,1875,10,551,P,0,replays/3rdRun\12dbb165d3e04ea08dc7cee9c93c9c3e.SC2Replay
78,Lobo,31,4352,425,3,287,P,1,replays/3rdRun\12dc7831c9c14e5a8383d4b14c5db055.SC2Replay
79,SouLeer,21,6803,1525,37,308,Z,0,replays/3rdRun\12dc7831c9c14e5a8383d4b14c5db055.SC2Replay
80,LiquidSnute,38,11171,3250,38,455,Z,1,replays/3rdRun\12e4f9cc3ade4eb29928b318051ce2db.SC2Replay
81,Geralt,33,9528,725,3,415,P,0,replays/3rdRun\12e4f9cc3ade4eb29928b318051ce2db.SC2Replay
82,MarineLorD,43,16517,3200,33,665,T,0,replays/3rdRun\13a8adf52f4f4f7fad7ed427e4c78f5d.SC2Replay
83,Happy,49,18326,3075,27,651,T,1,replays/3rdRun\13a8adf52f4f4f7fad7ed427e4c78f5d.SC2Replay
84,lIIllllIIlll,73,20321,4650,45,722,T,1,replays/3rdRun\13ba30093c9746b1acd91663dc8f1c08.SC2Replay
85,soO,68,40676,6675,92,730,Z,0,replays/3rdRun\13ba30093c9746b1acd91663dc8f1c08.SC2Replay
86,Harstem,44,8117,975,5,394,P,1,replays/3rdRun\13bdd7709371437f8474b23a7de50e91.SC2Replay
87,Guru,32,7156,1625,37,405,Z,0,replays/3rdRun\13bdd7709371437f8474b23a7de50e91.SC2Replay
88,SortOf,34,8757,2100,46,421,Z,1,replays/3rdRun\13d4858ed60e4db1a62d4c303a634d82.SC2Replay
89,SouLeer,29,6007,2100,43,384,Z,0,replays/3rdRun\13d4858ed60e4db1a62d4c303a634d82.SC2Replay
90,MaNa,55,10865,2175,9,511,P,1,replays/3rdRun\13edfed109924cac8cafbe5db459e3c9.SC2Replay
91,Pono,42,17255,1875,34,519,Z,0,replays/3rdRun\13edfed109924cac8cafbe5db459e3c9.SC2Replay
92,InZaNe,52,15121,1400,14,470,T,0,replays/3rdRun\14a513cd94774b4f93320db33cea2bff.SC2Replay
93,Lambo,63,14719,2300,29,473,Z,1,replays/3rdRun\14a513cd94774b4f93320db33cea2bff.SC2Replay
94,FeaR,33,12105,1275,5,484,P,0,replays/3rdRun\14c95125320e4153bc35a23de7f721cc.SC2Replay
95,aLive,42,14747,1375,15,485,T,1,replays/3rdRun\14c95125320e4153bc35a23de7f721cc.SC2Replay
96,Krr,34,12387,475,3,437,P,1,replays/3rdRun\14cd7f36dd764ec39e413870ce4cbef2.SC2Replay
97,prabuty,36,12835,550,2,443,P,0,replays/3rdRun\14cd7f36dd764ec39e413870ce4cbef2.SC2Replay
98,Serral,40,9203,1800,26,428,Z,1,replays/3rdRun\14cfeddd7d48421f965ce8b95f28993f.SC2Replay
99,Lambo,23,13990,2950,32,431,Z,0,replays/3rdRun\14cfeddd7d48421f965ce8b95f28993f.SC2Replay
100,Nice,43,6993,875,4,385,P,0,replays/3rdRun\15a54bba1d8249ed9ac948466b7ebe30.SC2Replay
101,Lambo,45,6951,1100,14,388,Z,1,replays/3rdRun\15a54bba1d8249ed9ac948466b7ebe30.SC2Replay
102,PtitDrogo,51,38696,5175,21,835,P,0,replays/3rdRun\15c10a3613f14620a754fb20b6d9b8d1.SC2Replay
103,HellraiseR,59,24228,3350,14,834,P,1,replays/3rdRun\15c10a3613f14620a754fb20b6d9b8d1.SC2Replay
104,RiSky,46,17095,5200,45,569,Z,0,replays/3rdRun\15dcab8bb09a4b7aa1d93ba09ad6b71c.SC2Replay
105,losira,54,13723,5650,48,569,Z,1,replays/3rdRun\15dcab8bb09a4b7aa1d93ba09ad6b71c.SC2Replay
106,GuMiho,61,12561,2625,22,571,T,0,replays/3rdRun\15dd7132d5e645c89b8f284f8d2bcec5.SC2Replay
107,INnoVation,64,16492,2725,21,584,T,1,replays/3rdRun\15dd7132d5e645c89b8f284f8d2bcec5.SC2Replay
108,puCK,69,26926,1800,6,677,P,1,replays/3rdRun\16b59f2391934d05b3385bec67f20cae.SC2Replay
109,CMStormPolt,57,27774,4800,51,762,T,0,replays/3rdRun\16b59f2391934d05b3385bec67f20cae.SC2Replay
110,aLive,40,14357,1500,27,513,T,1,replays/3rdRun\16e502e4e6db454da531203f6becf846.SC2Replay
111,Stats,42,11987,300,2,527,P,0,replays/3rdRun\16e502e4e6db454da531203f6becf846.SC2Replay
112,LiquidTLO,54,11836,3425,71,554,Z,0,replays/3rdRun\16f7cf0146f04fa6893a4d824fde2de0.SC2Replay
113,liquidthermy,49,11297,3025,38,550,T,1,replays/3rdRun\16f7cf0146f04fa6893a4d824fde2de0.SC2Replay
114,sOs,47,18445,1950,7,564,P,1,replays/3rdRun\17ba1102a8394a7a8d74a1e796442b96.SC2Replay
115,SpeCial,52,17933,2000,19,584,T,0,replays/3rdRun\17ba1102a8394a7a8d74a1e796442b96.SC2Replay
116,Has,77,21310,4825,17,691,P,1,replays/3rdRun\17cd5c0c071a45e89170b7d0f93ce9a0.SC2Replay
117,TLO,64,17004,6975,64,723,Z,0,replays/3rdRun\17cd5c0c071a45e89170b7d0f93ce9a0.SC2Replay
118,Solar,82,28517,8600,146,824,Z,1,replays/3rdRun\17e845dc20fb47c8b790fea027f3ef9f.SC2Replay
119,lIIllllIIlll,77,29519,5475,60,828,T,0,replays/3rdRun\17e845dc20fb47c8b790fea027f3ef9f.SC2Replay
120,TIME,47,17060,2500,22,652,T,0,replays/3rdRun\17ea68e2d0a84655927224262af24b47.SC2Replay
121,Scarlett,72,18913,4700,36,659,Z,1,replays/3rdRun\17ea68e2d0a84655927224262af24b47.SC2Replay
122,Optimus,20,2757,0,0,142,T,0,replays/3rdRun\18b778ba4e114bfd9de1b3763617f9a5.SC2Replay
123,A.I. 1 (Very Easy),20,10083,800,12,294,R,1,replays/3rdRun\18b778ba4e114bfd9de1b3763617f9a5.SC2Replay
124,Reynor,83,40163,10325,176,833,Z,0,replays/3rdRun\18c41c43746a4704ad6766e90de0fc90.SC2Replay
125,HeroMarine,79,57843,6275,69,1193,T,1,replays/3rdRun\18c41c43746a4704ad6766e90de0fc90.SC2Replay
126,Optimus,55,30824,3700,41,904,T,1,replays/3rdRun\18d5bdcfd8024280a3ac133bc37c0390.SC2Replay
127,Socke,46,18453,1275,6,539,P,0,replays/3rdRun\18d5bdcfd8024280a3ac133bc37c0390.SC2Replay
128,Erik,24,5370,1925,45,349,Z,0,replays/3rdRun\18d9d57bec6043599401438c0de004d0.SC2Replay
129,Light,32,6178,875,10,374,T,1,replays/3rdRun\18d9d57bec6043599401438c0de004d0.SC2Replay
130,Elazer,54,11670,4300,50,516,Z,0,replays/3rdRun\18da55354f7e44cbbefcec87dd8c972c.SC2Replay
131,TSGSolar,63,17285,4625,42,564,Z,1,replays/3rdRun\18da55354f7e44cbbefcec87dd8c972c.SC2Replay
132,LiquidMaNa,43,12281,425,3,428,P,0,replays/3rdRun\18e74273a10e4b45b3ebbe0bf9ecaf90.SC2Replay
133,Solar,51,6909,3050,58,447,Z,1,replays/3rdRun\18e74273a10e4b45b3ebbe0bf9ecaf90.SC2Replay
134,Crow,69,15327,4300,40,594,Z,0,replays/3rdRun\19a44021f50a4dc3aea835329fdb31a0.SC2Replay
135,Zanster,76,17962,4225,41,594,Z,1,replays/3rdRun\19a44021f50a4dc3aea835329fdb31a0.SC2Replay
136,PandaBearMe,31,16541,3775,80,508,Z,0,replays/3rdRun\19bfc813f22c49b78bc5b4758749ed95.SC2Replay
137,PiLiPiLi,52,15972,1200,5,513,P,1,replays/3rdRun\19bfc813f22c49b78bc5b4758749ed95.SC2Replay
138,Namshar,28,5638,1600,28,321,Z,1,replays/3rdRun\19dbd4c4d23b4bf8b5e55a7ab721cfdd.SC2Replay
139,aLo,28,6816,900,12,315,Z,0,replays/3rdRun\19dbd4c4d23b4bf8b5e55a7ab721cfdd.SC2Replay
140,Bails,48,16906,1850,8,645,P,1,replays/3rdRun\19ddb65383ac40c9b204c15d2891452e.SC2Replay
141,jheffe,47,19618,3350,39,629,T,0,replays/3rdRun\19ddb65383ac40c9b204c15d2891452e.SC2Replay
142,Zest,44,12616,1325,7,424,P,1,replays/3rdRun\19f0cd83c12e4a7eb924c71c000a5e4d.SC2Replay
143,Stats,45,9725,1500,8,428,P,0,replays/3rdRun\19f0cd83c12e4a7eb924c71c000a5e4d.SC2Replay
144,liquidthermy,67,17322,4800,60,714,T,0,replays/3rdRun\19f6a208a8744fe1983c7f791fa3514e.SC2Replay
145,Zest,72,26648,1300,8,693,P,1,replays/3rdRun\19f6a208a8744fe1983c7f791fa3514e.SC2Replay
146,HeroMarine,78,31483,3925,29,796,T,0,replays/3rdRun\20a7d8b77acf48d9985af7444874ec38.SC2Replay
147,Silky,77,29097,10800,71,776,Z,1,replays/3rdRun\20a7d8b77acf48d9985af7444874ec38.SC2Replay
148,Frontstab,24,9102,400,1,336,P,0,replays/3rdRun\20b5f64ad1c344698adbcbea526426dc.SC2Replay
149,Future,23,6628,1350,14,386,T,1,replays/3rdRun\20b5f64ad1c344698adbcbea526426dc.SC2Replay
150,iAsonu,39,6738,1750,20,390,Z,1,replays/3rdRun\20cce6632f0c4d1fba68bc56ec05f1a4.SC2Replay
151,PSiArc,37,9110,1350,12,392,T,0,replays/3rdRun\20cce6632f0c4d1fba68bc56ec05f1a4.SC2Replay
152,Guru,63,76168,12250,88,1113,Z,0,replays/3rdRun\20cf69305115480cabe626005b6ff695.SC2Replay
153,Scarlett,58,76171,9600,87,976,Z,1,replays/3rdRun\20cf69305115480cabe626005b6ff695.SC2Replay
154,eonblu,30,5320,1225,16,404,Z,0,replays/3rdRun\20d3afc1c65147849fa5fdb5ebec3abb.SC2Replay
155,HellraiseR,42,7655,1075,4,387,P,1,replays/3rdRun\20d3afc1c65147849fa5fdb5ebec3abb.SC2Replay
156,Bly,62,44392,9475,80,902,Z,0,replays/3rdRun\21a8893cecb04f728b3f21f33cfbec74.SC2Replay
157,SpeCial,69,36315,6700,69,930,T,1,replays/3rdRun\21a8893cecb04f728b3f21f33cfbec74.SC2Replay
158,FanTaSy,69,29971,4425,45,772,T,0,replays/3rdRun\21ac78a995274423bbec0ca789ab4b47.SC2Replay
159,Patience,67,33236,1625,6,796,P,1,replays/3rdRun\21ac78a995274423bbec0ca789ab4b47.SC2Replay
160,Polt,37,17104,2950,41,602,T,1,replays/3rdRun\21b0a5dc09ef4740842bde993a41e747.SC2Replay
161,Snute,54,21058,4100,39,631,Z,0,replays/3rdRun\21b0a5dc09ef4740842bde993a41e747.SC2Replay
162,soO,37,5383,1200,9,372,Z,1,replays/3rdRun\21b94ede3c174aa4a0091357727fde4f.SC2Replay
163,Solar,44,5854,1225,13,397,Z,0,replays/3rdRun\21b94ede3c174aa4a0091357727fde4f.SC2Replay
164,AcerBly,78,23666,2475,21,633,Z,0,replays/3rdRun\21c3b11a13f1447c95b56f5cfbf7604c.SC2Replay
165,ShoWTimE,68,23254,2650,11,631,P,1,replays/3rdRun\21c3b11a13f1447c95b56f5cfbf7604c.SC2Replay
166,Neeb,46,8137,450,3,414,P,0,replays/3rdRun\21d57fd971af46dba72f4a3e4bd7d7c6.SC2Replay
167,Maru,41,8829,925,13,418,T,1,replays/3rdRun\21d57fd971af46dba72f4a3e4bd7d7c6.SC2Replay
168,Lambo,52,10490,3075,28,509,Z,0,replays/3rdRun\21e4454013be45a8acc670139ce1c4c2.SC2Replay
169,soO,46,8792,1650,19,451,Z,1,replays/3rdRun\21e4454013be45a8acc670139ce1c4c2.SC2Replay
170,Scarlett,75,43487,9625,104,963,Z,1,replays/3rdRun\22aeb3a111304bcea346430db0d2ac1a.SC2Replay
171,puCK,72,42509,3925,15,815,P,0,replays/3rdRun\22aeb3a111304bcea346430db0d2ac1a.SC2Replay
172,Elazer,39,9731,2125,45,417,Z,1,replays/3rdRun\22b5703f10c543a48be3f3f9dd50fb79.SC2Replay
173,Zanster,28,11150,3250,63,541,Z,0,replays/3rdRun\22b5703f10c543a48be3f3f9dd50fb79.SC2Replay
174,RAIL,57,17255,2975,12,676,P,0,replays/3rdRun\22cf2dbceda64a37a1a01bfb3a45e312.SC2Replay
175,Kelazhur,45,26462,4150,47,724,T,1,replays/3rdRun\22cf2dbceda64a37a1a01bfb3a45e312.SC2Replay
176,soul,43,11892,1275,13,459,T,1,replays/3rdRun\22df07c69dc0469d8c4d4b28385fc942.SC2Replay
177,ElegancE,38,13793,525,3,456,P,0,replays/3rdRun\22df07c69dc0469d8c4d4b28385fc942.SC2Replay
178,Crow,57,10873,2925,39,541,Z,1,replays/3rdRun\22e568b033c347a2b1d964c1d5cc3924.SC2Replay
179,JonSnow,42,10911,2825,54,490,Z,0,replays/3rdRun\22e568b033c347a2b1d964c1d5cc3924.SC2Replay
180,LiquidSnute,66,10047,1325,14,434,Z,0,replays/3rdRun\23a5ee94f04e46029ed4658560bdcdf2.SC2Replay
181,Lambo,52,9652,1675,21,431,Z,1,replays/3rdRun\23a5ee94f04e46029ed4658560bdcdf2.SC2Replay
182,Expect,39,11274,2225,24,493,T,1,replays/3rdRun\23b7443b6b624e519465dd233373b899.SC2Replay
183,Fist,46,16422,2300,43,490,Z,0,replays/3rdRun\23b7443b6b624e519465dd233373b899.SC2Replay
184,HeRoMaRinE,47,10352,1750,17,468,T,1,replays/3rdRun\23bb91de374c47b782303480e96e4503.SC2Replay
185,FeaR,52,15462,1675,8,526,P,0,replays/3rdRun\23bb91de374c47b782303480e96e4503.SC2Replay
186,Scarlett,21,13832,4150,48,522,Z,1,replays/3rdRun\23d98fd7faa84754ae8675509fa93b36.SC2Replay
187,DnS,23,16316,1250,4,521,P,0,replays/3rdRun\23d98fd7faa84754ae8675509fa93b36.SC2Replay
188,SpeCial,78,38163,5725,59,875,T,0,replays/3rdRun\24b92917d0294f8da1769e602b7e6e0c.SC2Replay
189,ShoWTimE,68,35230,3650,10,932,P,1,replays/3rdRun\24b92917d0294f8da1769e602b7e6e0c.SC2Replay
190,msrm,36,8114,1475,21,381,Z,0,replays/3rdRun\24ba9fe397d1453585a3a6958cd07dca.SC2Replay
191,Harstem,39,5874,625,5,395,P,1,replays/3rdRun\24ba9fe397d1453585a3a6958cd07dca.SC2Replay
192,Jig,66,35703,9200,77,910,Z,1,replays/3rdRun\24d72eb19b5648e9b14972f67f1be01a.SC2Replay
193,PengWin,39,41577,6475,81,914,Z,0,replays/3rdRun\24d72eb19b5648e9b14972f67f1be01a.SC2Replay
194,Scarlett,18,2446,450,9,194,Z,1,replays/3rdRun\24e5ca20581b4b19a2a32d5839810865.SC2Replay
195,EnDerr,14,2870,550,16,183,Z,0,replays/3rdRun\24e5ca20581b4b19a2a32d5839810865.SC2Replay
196,Zest,29,8025,900,6,332,P,1,replays/3rdRun\24f2fa89703d4811bb5446925205a10d.SC2Replay
197,PartinG,24,7761,1275,7,314,P,0,replays/3rdRun\24f2fa89703d4811bb5446925205a10d.SC2Replay
198,ShoWTimE,31,5490,500,3,299,P,0,replays/3rdRun\24fff8e8df42438c9cb2f6b5f9380cf3.SC2Replay
199,Elazer,34,5571,1050,12,326,Z,1,replays/3rdRun\24fff8e8df42438c9cb2f6b5f9380cf3.SC2Replay
200,Probe,69,22459,2400,8,662,P,0,replays/3rdRun\25d6f6e4510c4d2cb2da152ad06c72fb.SC2Replay
201,Bly,82,36370,3350,35,677,Z,1,replays/3rdRun\25d6f6e4510c4d2cb2da152ad06c72fb.SC2Replay
202,Jig,64,15566,3050,44,548,Z,0,replays/3rdRun\25d82e5961e84499a9059c866fb1f25c.SC2Replay
203,Probe,54,20432,900,5,560,P,1,replays/3rdRun\25d82e5961e84499a9059c866fb1f25c.SC2Replay
204,LiquidMaNa,38,8597,725,4,374,P,0,replays/3rdRun\25d9b854c4714de086686355743f8316.SC2Replay
205,aLive,44,12560,1375,15,486,T,1,replays/3rdRun\25d9b854c4714de086686355743f8316.SC2Replay
206,Stats,71,46843,5200,19,967,P,1,replays/3rdRun\26a1776302094bcda187f9b8008f2234.SC2Replay
207,DeMusliM,66,44051,7450,56,955,T,0,replays/3rdRun\26a1776302094bcda187f9b8008f2234.SC2Replay
208,Nice,67,23209,3775,13,656,P,1,replays/3rdRun\26aaa602b29449f1a807c814f17865e3.SC2Replay
209,Rose,68,31989,4650,51,649,Z,0,replays/3rdRun\26aaa602b29449f1a807c814f17865e3.SC2Replay
210,Ryung,78,49326,6125,31,874,T,1,replays/3rdRun\26d41f03c61c444fa06881a7748b9c8a.SC2Replay
211,Namshar,83,55789,8500,67,872,Z,0,replays/3rdRun\26d41f03c61c444fa06881a7748b9c8a.SC2Replay
212,Replicant,67,23083,4250,19,723,T,0,replays/3rdRun\26ea658bce8844c0a27b20f62f46890d.SC2Replay
213,StriKE,53,30521,3175,12,726,T,1,replays/3rdRun\26ea658bce8844c0a27b20f62f46890d.SC2Replay
214,AxImpact,66,12990,2775,44,561,Z,1,replays/3rdRun\27bc766ee9ef4a3dab84a30eb77218fb.SC2Replay
215,ShoWTimE,52,20125,950,5,545,P,0,replays/3rdRun\27bc766ee9ef4a3dab84a30eb77218fb.SC2Replay
216,TRUE,28,6031,1400,29,325,Z,1,replays/3rdRun\27cf389b9e454198a6b6bec1888322bb.SC2Replay
217,Zanster,29,5842,1450,28,330,Z,0,replays/3rdRun\27cf389b9e454198a6b6bec1888322bb.SC2Replay
218,iGXY,46,12164,1275,17,430,T,0,replays/3rdRun\27db10555314457fab8d566a9e549236.SC2Replay
219,三族统领随机娜,44,13695,975,7,430,P,0,replays/3rdRun\27db10555314457fab8d566a9e549236.SC2Replay
220,iGiA,0,0,0,0,0,U,1,replays/3rdRun\27db10555314457fab8d566a9e549236.SC2Replay
221,Cloudy,0,0,0,0,0,U,1,replays/3rdRun\27db10555314457fab8d566a9e549236.SC2Replay
222,LiquidSnute,25,9321,1100,10,314,Z,0,replays/3rdRun\27eed19ebfc847428190bf9af31279de.SC2Replay
223,PartinG,23,3627,800,5,334,P,1,replays/3rdRun\27eed19ebfc847428190bf9af31279de.SC2Replay
224,iGMacSed,54,10115,450,3,497,P,0,replays/3rdRun\27fb613ad625457981c3683421d74954.SC2Replay
225,iGRushcrazy,58,7769,1900,17,476,Z,0,replays/3rdRun\27fb613ad625457981c3683421d74954.SC2Replay
226,iGXiGua,0,0,0,0,0,U,0,replays/3rdRun\27fb613ad625457981c3683421d74954.SC2Replay
