,player,total_workers,resource_mining,total_army_value,total_army,time,fraction,winner,replay_filename
559,Neeb,42,20591,2050,9,697,P,1,replays/3rdRun\57b5157140d3439d9bbfc3aefd7015bd.SC2Replay
560,INnoVation,78,53079,8275,88,1036,T,1,replays/3rdRun\57c6d17b46b74f20a2633bfc83d1b92f.SC2Replay
561,Stephano,65,57232,11075,189,1104,Z,0,replays/3rdRun\57c6d17b46b74f20a2633bfc83d1b92f.SC2Replay
562,LiquidTLO,24,4654,1125,23,326,Z,1,replays/3rdRun\57d374d15e9843be9f586df3ca61722b.SC2Replay
563,Dana,26,6963,1075,23,322,Z,0,replays/3rdRun\57d374d15e9843be9f586df3ca61722b.SC2Replay
564,ReiGN,41,9531,675,4,375,P,1,replays/3rdRun\57db168d8eff47d2a6d21d9891052797.SC2Replay
565,aLo,39,11117,1000,15,373,Z,0,replays/3rdRun\57db168d8eff47d2a6d21d9891052797.SC2Replay
566,iGRushcrazy,56,23264,1425,7,580,P,0,replays/3rdRun\57dbc84d08124416a5d54617a1634643.SC2Replay
567,iGXiGua,64,15723,4325,44,580,Z,1,replays/3rdRun\57dbc84d08124416a5d54617a1634643.SC2Replay
568,HeRoMaRinE,44,12372,1825,15,457,T,0,replays/3rdRun\57dc6a030f0c4101986732b5699b14dc.SC2Replay
569,soO,55,13304,3150,40,463,Z,1,replays/3rdRun\57dc6a030f0c4101986732b5699b14dc.SC2Replay
570,GAMETIME,73,23426,7750,59,754,Z,0,replays/3rdRun\57e4ccddea8844f6bc8392e46b6bc966.SC2Replay
571,Caliber,72,24652,4200,16,710,P,1,replays/3rdRun\57e4ccddea8844f6bc8392e46b6bc966.SC2Replay
572,Serral,60,26467,10750,93,886,Z,1,replays/3rdRun\57ea6578baaa49849cfda735f26976c0.SC2Replay
573,Scarlett,54,39505,10150,88,906,Z,0,replays/3rdRun\57ea6578baaa49849cfda735f26976c0.SC2Replay
574,eonblu,54,25446,1150,13,759,Z,0,replays/3rdRun\57f8fe93d1744992bcf8b9d6814a07e6.SC2Replay
575,HellraiseR,62,30747,2350,9,760,P,1,replays/3rdRun\57f8fe93d1744992bcf8b9d6814a07e6.SC2Replay
576,LiquidTLO,54,6903,1850,21,437,Z,0,replays/3rdRun\57f9ba8a24c548b8a0dbd746f3e300da.SC2Replay
577,DnS,45,9698,1050,5,424,P,1,replays/3rdRun\57f9ba8a24c548b8a0dbd746f3e300da.SC2Replay
578,Dark,45,23426,4350,33,736,Z,1,replays/3rdRun\57fd86a06dec487cb8c53e1ff655fe13.SC2Replay
579,Solar,49,10232,2600,20,762,Z,0,replays/3rdRun\57fd86a06dec487cb8c53e1ff655fe13.SC2Replay
580,Neeb,31,5220,1025,5,337,P,1,replays/3rdRun\58c35303ef2e4e7db4996dda8c64813a.SC2Replay
581,ShoWTimE,23,5962,1400,7,337,P,0,replays/3rdRun\58c35303ef2e4e7db4996dda8c64813a.SC2Replay
582,Elazer,60,16287,3800,42,533,Z,1,replays/3rdRun\58ce1d87688044f69ea81c0988d5a382.SC2Replay
583,HateMe,58,15893,2650,40,537,Z,0,replays/3rdRun\58ce1d87688044f69ea81c0988d5a382.SC2Replay
584,Jieshi,60,18864,1675,7,588,P,0,replays/3rdRun\58d486acd720404a886103d525cb48ab.SC2Replay
585,ZooWhaleTail,42,24219,4325,96,604,Z,1,replays/3rdRun\58d486acd720404a886103d525cb48ab.SC2Replay
586,DnS,42,10243,550,3,450,P,0,replays/3rdRun\58d63a11985e4eb7bd13ca810e63cf3b.SC2Replay
587,Reynor,68,16140,3975,34,598,Z,1,replays/3rdRun\58d63a11985e4eb7bd13ca810e63cf3b.SC2Replay
588,iGiA,38,15397,5850,78,603,Z,0,replays/3rdRun\58f162ab076043929af24e2c453165e2.SC2Replay
589,iGXiGua,53,12479,5325,61,604,Z,1,replays/3rdRun\58f162ab076043929af24e2c453165e2.SC2Replay
590,ShoWTimE,31,5567,825,4,326,P,1,replays/3rdRun\58f1924192384a4dba8b204c5184a923.SC2Replay
591,msrm,19,7103,1525,39,333,Z,0,replays/3rdRun\58f1924192384a4dba8b204c5184a923.SC2Replay
592,TLO,65,17045,7450,59,623,Z,1,replays/3rdRun\58fdbd0677ee41fb8946923a9469a602.SC2Replay
593,Bistork,47,14677,775,4,477,P,0,replays/3rdRun\58fdbd0677ee41fb8946923a9469a602.SC2Replay
594,PengWin,44,28339,5050,63,717,Z,1,replays/3rdRun\59a11ac51aa24b028330bfe5170717fa.SC2Replay
595,FishTaco,51,27622,5825,69,669,Z,0,replays/3rdRun\59a11ac51aa24b028330bfe5170717fa.SC2Replay
596,Zanster,54,11029,2700,50,491,Z,0,replays/3rdRun\59a5e57a6e03491c9fd862555b362d98.SC2Replay
597,soO,58,15876,3725,38,525,Z,1,replays/3rdRun\59a5e57a6e03491c9fd862555b362d98.SC2Replay
598,iaguz,68,21627,4900,68,699,T,1,replays/3rdRun\59cf6d4a0c1241edb841b794017ce950.SC2Replay
599,NXZ,68,24878,5675,82,701,Z,0,replays/3rdRun\59cf6d4a0c1241edb841b794017ce950.SC2Replay
600,TheWagon,39,10250,1550,15,404,Z,0,replays/3rdRun\60c8ded66e67422dab6ebe3bf67fef23.SC2Replay
601,harstem,54,21941,1100,5,540,P,1,replays/3rdRun\60c8ded66e67422dab6ebe3bf67fef23.SC2Replay
602,KoMA,64,51970,9000,102,1052,T,0,replays/3rdRun\60e6cf6f86db4ef8a306e6560347fe62.SC2Replay
603,CMStormPolt,63,53551,8775,93,974,T,1,replays/3rdRun\60e6cf6f86db4ef8a306e6560347fe62.SC2Replay
604,Harstem,62,30363,3900,13,800,P,0,replays/3rdRun\60fb32d259834086a59d399f4970a7e8.SC2Replay
605,SortOf,44,32958,6850,71,838,Z,1,replays/3rdRun\60fb32d259834086a59d399f4970a7e8.SC2Replay
606,SpeCial,36,8039,875,8,356,T,1,replays/3rdRun\61af292fcbeb45f685c192ef92b0c877.SC2Replay
607,Demi,38,6785,1500,22,359,Z,0,replays/3rdRun\61af292fcbeb45f685c192ef92b0c877.SC2Replay
608,PtitDrogo,74,55272,2675,11,808,P,1,replays/3rdRun\61b1c478f1214620a4c03d2e7cd2efe3.SC2Replay
609,Zanster,87,52651,11925,154,908,Z,0,replays/3rdRun\61b1c478f1214620a4c03d2e7cd2efe3.SC2Replay
610,HeroMarine,63,17124,1750,25,597,T,1,replays/3rdRun\61bd8a20035546aeb49dd780b76ac62b.SC2Replay
611,Namshar,57,12097,2925,40,473,Z,0,replays/3rdRun\61bd8a20035546aeb49dd780b76ac62b.SC2Replay
612,uThermal,62,43110,7325,79,1100,T,0,replays/3rdRun\61d875a0b9af4fe2a9869509ae6e03c5.SC2Replay
613,Dark,75,52862,8350,78,1155,Z,1,replays/3rdRun\61d875a0b9af4fe2a9869509ae6e03c5.SC2Replay
614,PtitDrogo,46,14360,500,3,446,P,0,replays/3rdRun\62b608aac2a14099919918ec120245e0.SC2Replay
615,GOStephano,48,10710,2700,50,468,Z,1,replays/3rdRun\62b608aac2a14099919918ec120245e0.SC2Replay
616,NonY,23,9919,900,5,342,P,0,replays/3rdRun\62b81881b941482aaf93432409576d26.SC2Replay
617,PiLiPiLi,28,6097,625,4,287,P,1,replays/3rdRun\62b81881b941482aaf93432409576d26.SC2Replay
618,TYTY,24,5684,450,7,326,T,0,replays/3rdRun\62bbea4428f9442988d72f2cf06cd29a.SC2Replay
619,Stats,26,5524,925,4,326,P,1,replays/3rdRun\62bbea4428f9442988d72f2cf06cd29a.SC2Replay
620,LiquidSnute,86,36741,7200,87,743,Z,0,replays/3rdRun\62d49a0b5a854803892852edb031fd7a.SC2Replay
621,aLive,66,35910,6225,34,762,T,1,replays/3rdRun\62d49a0b5a854803892852edb031fd7a.SC2Replay
622,Torkk,19,1305,0,0,112,P,0,replays/3rdRun\62d8902b03c543e38d5ec1e86e98e34f.SC2Replay
623,Livibee,13,2986,650,15,167,Z,1,replays/3rdRun\62d8902b03c543e38d5ec1e86e98e34f.SC2Replay
624,Clem,67,17926,3325,41,652,T,0,replays/3rdRun\62f712afa66347f08c3773ed46b2a263.SC2Replay
625,TSGSolar,73,20697,4275,82,647,Z,1,replays/3rdRun\62f712afa66347f08c3773ed46b2a263.SC2Replay
626,ShoWTimE,43,7281,1100,6,370,P,0,replays/3rdRun\63ad39a157ab4f288aa38ac25776ba31.SC2Replay
627,Elazer,52,10475,2950,34,446,Z,1,replays/3rdRun\63ad39a157ab4f288aa38ac25776ba31.SC2Replay
628,NoRegreT,14,3092,850,20,220,Z,1,replays/3rdRun\63b145902341410b8c9e05d6780c08f0.SC2Replay
629,AdminA,19,1911,100,1,169,P,0,replays/3rdRun\63b145902341410b8c9e05d6780c08f0.SC2Replay
630,Cham,29,5055,650,7,265,Z,1,replays/3rdRun\63c28e62ee884b4daa5a86c6c421d4d4.SC2Replay
631,Namshar,32,4762,700,6,280,Z,0,replays/3rdRun\63c28e62ee884b4daa5a86c6c421d4d4.SC2Replay
632,PtitDrogo,38,7379,875,6,343,P,0,replays/3rdRun\63cc9c642b304e4ebd651b5afd5162e4.SC2Replay
633,MaSa,31,6656,800,10,359,T,1,replays/3rdRun\63cc9c642b304e4ebd651b5afd5162e4.SC2Replay
634,Ziggy,57,21626,1200,10,571,T,0,replays/3rdRun\63d0ea473df04f7d93fda31143f37b30.SC2Replay
635,Zanster,66,19931,3800,33,570,Z,1,replays/3rdRun\63d0ea473df04f7d93fda31143f37b30.SC2Replay
636,LiquidTLO,53,16510,3425,61,621,Z,0,replays/3rdRun\63d7b81fe57d4b9c8896651eed1a66df.SC2Replay
637,Stats,59,27281,1175,5,621,P,1,replays/3rdRun\63d7b81fe57d4b9c8896651eed1a66df.SC2Replay
638,Patience,60,29921,2125,9,817,P,0,replays/3rdRun\63e91c08cf384c12a4e0937b00000829.SC2Replay
639,lIIllllIIlll,74,48441,10725,73,1089,T,1,replays/3rdRun\63e91c08cf384c12a4e0937b00000829.SC2Replay
640,Snute,17,3222,1200,29,259,Z,0,replays/3rdRun\63ff03bdd09843e7ab9e7444d812c786.SC2Replay
641,NoRegreT,15,3409,1175,27,268,Z,1,replays/3rdRun\63ff03bdd09843e7ab9e7444d812c786.SC2Replay
642,TYTY,64,22982,5450,52,774,T,1,replays/3rdRun\64bf2ac8467543f49a7dde8284a7f0e9.SC2Replay
643,Zest,46,34529,2350,7,748,P,0,replays/3rdRun\64bf2ac8467543f49a7dde8284a7f0e9.SC2Replay
644,losira,45,9450,2225,28,434,Z,0,replays/3rdRun\64d117dc963741cb8168a4853ad8f37a.SC2Replay
645,jjakji,48,9758,1450,18,447,T,1,replays/3rdRun\64d117dc963741cb8168a4853ad8f37a.SC2Replay
646,Nerchio,44,5310,1325,16,374,Z,0,replays/3rdRun\64e7625431684e8290268732363d00d8.SC2Replay
647,TRUE,42,7084,1200,14,377,Z,1,replays/3rdRun\64e7625431684e8290268732363d00d8.SC2Replay
648,jjakji,38,22694,4350,41,816,T,0,replays/3rdRun\64ebcd5e7b284d26860bc53aad757e07.SC2Replay
649,aLive,49,24952,4025,45,848,T,1,replays/3rdRun\64ebcd5e7b284d26860bc53aad757e07.SC2Replay
650,MaNa,36,6943,600,3,353,P,1,replays/3rdRun\65bc30da6095479cbf07d38cfdbea499.SC2Replay
651,Serral,19,6021,1575,33,345,Z,0,replays/3rdRun\65bc30da6095479cbf07d38cfdbea499.SC2Replay
652,viOLet,31,5027,1400,22,323,Z,0,replays/3rdRun\65be49071890419bae430e98324df80f.SC2Replay
653,Snute,23,3576,1300,27,321,Z,1,replays/3rdRun\65be49071890419bae430e98324df80f.SC2Replay
654,PtitDrogo,76,50888,2850,9,821,P,0,replays/3rdRun\65d0ced3deb84937aa8448f1fdceb4e3.SC2Replay
655,MarineLorD,65,26629,5325,63,872,T,1,replays/3rdRun\65d0ced3deb84937aa8448f1fdceb4e3.SC2Replay
656,Clem,61,22523,4175,35,820,T,0,replays/3rdRun\65d5a6a1b11146f28e276b3ab2109a2d.SC2Replay
657,Harstem,72,36070,2600,8,797,P,1,replays/3rdRun\65d5a6a1b11146f28e276b3ab2109a2d.SC2Replay
658,Seither,54,16501,2375,27,583,T,0,replays/3rdRun\65e1800bce79447e821c8fc27e3dc01d.SC2Replay
659,PiLiPiLi,61,21211,1600,8,590,P,1,replays/3rdRun\65e1800bce79447e821c8fc27e3dc01d.SC2Replay
660,SpeCial,31,5434,450,5,317,T,1,replays/3rdRun\65e1f982a73d4868aff14da4fe6a0091.SC2Replay
661,Lalugi,27,4224,875,13,299,Z,0,replays/3rdRun\65e1f982a73d4868aff14da4fe6a0091.SC2Replay
662,NoRegreT,13,1422,400,10,135,Z,1,replays/3rdRun\65e886bdc5b64174ab915817e12d5bfd.SC2Replay
663,AdminA,20,1327,0,0,125,P,0,replays/3rdRun\65e886bdc5b64174ab915817e12d5bfd.SC2Replay
664,Harstem,46,9136,1175,6,430,P,1,replays/3rdRun\65f86adcbc214b8486f1c6b16bc105a1.SC2Replay
665,Kashim,40,9545,1625,16,424,Z,0,replays/3rdRun\65f86adcbc214b8486f1c6b16bc105a1.SC2Replay
666,Optimus,59,18386,2750,38,638,T,1,replays/3rdRun\66d84f553bee49e1a365b09d2ab55676.SC2Replay
667,Zanster,70,19553,5125,51,638,Z,0,replays/3rdRun\66d84f553bee49e1a365b09d2ab55676.SC2Replay
668,Bly,44,8118,1350,15,376,Z,1,replays/3rdRun\66f48f4a7c914b309dd4d207a4b7e780.SC2Replay
669,iGMacSed,38,7461,600,4,386,P,0,replays/3rdRun\66f48f4a7c914b309dd4d207a4b7e780.SC2Replay
670,MCanning,48,21258,2525,10,691,P,1,replays/3rdRun\66fd02f3c12a4dd7aa37d3d57aa69c71.SC2Replay
671,miwa,49,23521,5375,43,703,Z,0,replays/3rdRun\66fd02f3c12a4dd7aa37d3d57aa69c71.SC2Replay
672,TYTY,24,5189,500,6,290,T,0,replays/3rdRun\66ff9e08a0864278a4f448c85df5c08a.SC2Replay
673,Serral,33,4347,975,12,293,Z,1,replays/3rdRun\66ff9e08a0864278a4f448c85df5c08a.SC2Replay
674,Harstem,48,21847,2225,10,592,P,0,replays/3rdRun\67a9ca3cd4b545fb9216a56dbb621885.SC2Replay
675,ShoWTimE,45,16032,1775,9,521,P,1,replays/3rdRun\67a9ca3cd4b545fb9216a56dbb621885.SC2Replay
676,eGGz,40,18977,4300,39,693,Z,0,replays/3rdRun\67b4a9a7c11c46bcbca9226a57cb0380.SC2Replay
677,GogojOey,50,15336,3500,33,704,Z,1,replays/3rdRun\67b4a9a7c11c46bcbca9226a57cb0380.SC2Replay
678,Nice,61,20100,2850,11,650,P,0,replays/3rdRun\67b642592c38430caca4420cf2a5aef9.SC2Replay
679,Jig,66,27545,7700,68,743,Z,1,replays/3rdRun\67b642592c38430caca4420cf2a5aef9.SC2Replay
680,Mage,36,5607,800,4,339,P,1,replays/3rdRun\67b72333cdc5460c9d83e31a9a0f1799.SC2Replay
681,Wilo,20,5065,1750,36,335,Z,0,replays/3rdRun\67b72333cdc5460c9d83e31a9a0f1799.SC2Replay
682,MaNa,17,1340,0,0,134,P,0,replays/3rdRun\67f4533b7bdd4a3f8c139d7c9fd0d5fa.SC2Replay
683,Serral,20,1205,200,2,138,Z,1,replays/3rdRun\67f4533b7bdd4a3f8c139d7c9fd0d5fa.SC2Replay
684,SpeCial,50,12873,1550,15,496,T,1,replays/3rdRun\67f5c1274394476397b48424dd89934c.SC2Replay
685,iAsonu,53,16824,1800,26,502,Z,0,replays/3rdRun\67f5c1274394476397b48424dd89934c.SC2Replay
686,Optimus,67,27285,3625,45,663,T,0,replays/3rdRun\68a1f17f7eed4280b966854d386daa2c.SC2Replay
687,ShoWTimE,63,13245,2025,9,589,P,1,replays/3rdRun\68a1f17f7eed4280b966854d386daa2c.SC2Replay
688,Solar,77,25051,8725,140,808,Z,1,replays/3rdRun\68b87a32a6d64e55b73fcfee9c9a43f8.SC2Replay
689,JJAKJI,72,28244,4100,60,836,T,0,replays/3rdRun\68b87a32a6d64e55b73fcfee9c9a43f8.SC2Replay
690,uThermal,60,36524,6950,77,1136,T,1,replays/3rdRun\68c4834149c34c0f979c00e8f89f5620.SC2Replay
691,ShoWTimE,51,29937,2450,11,764,P,0,replays/3rdRun\68c4834149c34c0f979c00e8f89f5620.SC2Replay
692,HeroMarine,27,5918,550,4,308,T,0,replays/3rdRun\68db2c613da14fcca3cd525d306a6722.SC2Replay
693,TIME,27,7520,950,5,324,T,1,replays/3rdRun\68db2c613da14fcca3cd525d306a6722.SC2Replay
694,Clem,50,16773,2775,30,722,T,0,replays/3rdRun\68dbcba84ba745318093986a29b92b7e.SC2Replay
695,Has,50,19563,1250,5,705,P,1,replays/3rdRun\68dbcba84ba745318093986a29b92b7e.SC2Replay
696,LiquidSnute,68,35999,5750,79,772,Z,0,replays/3rdRun\68dfe99005204155acfc064a8fed56cc.SC2Replay
697,Patience,66,46447,3400,12,969,P,1,replays/3rdRun\68dfe99005204155acfc064a8fed56cc.SC2Replay
698,Kozan,68,34703,6850,39,779,T,0,replays/3rdRun\68ec1ad2930549669a5034467591320a.SC2Replay
699,JonSnow,79,43353,8375,90,1047,Z,1,replays/3rdRun\68ec1ad2930549669a5034467591320a.SC2Replay
700,Caliber,69,84403,6460,33,1139,P,1,replays/3rdRun\68ec272e86d24f2d95f4451ca930e94a.SC2Replay
701,SirRobin,90,120812,10500,104,1085,Z,0,replays/3rdRun\68ec272e86d24f2d95f4451ca930e94a.SC2Replay
702,puCK,45,13385,1125,5,471,P,0,replays/3rdRun\68f5122fd6f4480faed3639d8420867d.SC2Replay
703,MeomaikA,55,12322,1375,14,474,Z,1,replays/3rdRun\68f5122fd6f4480faed3639d8420867d.SC2Replay
704,Ziggy,47,12998,1775,25,523,T,1,replays/3rdRun\69bf4e7b73724550b658e75d3318ea44.SC2Replay
705,HuShang,48,12311,1150,6,473,P,0,replays/3rdRun\69bf4e7b73724550b658e75d3318ea44.SC2Replay
706,Cham,31,5916,1100,14,302,Z,0,replays/3rdRun\70a8d5a81bfc4ef99c9d3a19dae9b978.SC2Replay
707,Probe,36,5422,675,4,314,P,1,replays/3rdRun\70a8d5a81bfc4ef99c9d3a19dae9b978.SC2Replay
708,eonblu,28,4494,800,13,288,Z,0,replays/3rdRun\70e073a49d974207adb98345cb59d77d.SC2Replay
709,ShoWTimE,35,5888,550,3,330,P,1,replays/3rdRun\70e073a49d974207adb98345cb59d77d.SC2Replay
710,Lambo,20,3268,200,2,185,Z,0,replays/3rdRun\70e82419e549407191c2cb26c351e4d2.SC2Replay
711,Clem,15,1280,200,4,194,T,1,replays/3rdRun\70e82419e549407191c2cb26c351e4d2.SC2Replay
712,Elazer,80,16251,4750,46,676,Z,0,replays/3rdRun\70ee9e502ed04d2cbc0544fbbd719a06.SC2Replay
713,Stats,67,34570,1525,7,644,P,1,replays/3rdRun\70ee9e502ed04d2cbc0544fbbd719a06.SC2Replay
714,Nice,66,21221,2025,9,672,P,1,replays/3rdRun\9cf672830a1b4383ab23a88ac8f5ae01.SC2Replay
715,Rose,56,38319,7150,62,716,Z,0,replays/3rdRun\9cf672830a1b4383ab23a88ac8f5ae01.SC2Replay
716,Raze,23,3666,175,1,216,P,1,replays/3rdRun\9d143f1378994b8e960eb5a02ac740f2.SC2Replay
717,Dolan,22,6569,100,2,243,T,0,replays/3rdRun\9d143f1378994b8e960eb5a02ac740f2.SC2Replay
718,LiquidMaNa,62,36129,2950,9,931,P,1,replays/3rdRun\9d1b80979fe0400b9a15d1de5777f75f.SC2Replay
719,Bly,73,92319,10525,112,1038,Z,0,replays/3rdRun\9d1b80979fe0400b9a15d1de5777f75f.SC2Replay
720,viOLet,39,11027,2650,21,472,Z,0,replays/3rdRun\9d1e90c34a8f4e879466247e9122e6d9.SC2Replay
721,Snute,29,5904,2025,41,366,Z,1,replays/3rdRun\9d1e90c34a8f4e879466247e9122e6d9.SC2Replay
722,Harstem,76,30937,3825,11,846,P,0,replays/3rdRun\9d2a960dd0b346f899de3f0f09110c8a.SC2Replay
723,Namshar,76,31452,8625,60,828,Z,1,replays/3rdRun\9d2a960dd0b346f899de3f0f09110c8a.SC2Replay
724,Rose,19,5184,1150,21,323,Z,1,replays/3rdRun\9d4b2c13c42840e4b3953e091a2bdc38.SC2Replay
725,Rex,14,4071,1100,22,256,Z,0,replays/3rdRun\9d4b2c13c42840e4b3953e091a2bdc38.SC2Replay
726,Pokebunny,48,13187,2300,21,510,T,1,replays/3rdRun\9d5ddaa362f44b5b90a420d69224141d.SC2Replay
727,UpATree,39,13760,2075,18,510,T,0,replays/3rdRun\9d5ddaa362f44b5b90a420d69224141d.SC2Replay
728,JonSnow,63,23085,6125,83,653,Z,0,replays/3rdRun\9d6614f3b09041e4b3e15f8d1aebf4e3.SC2Replay
729,MaSa,65,16972,3100,46,647,T,1,replays/3rdRun\9d6614f3b09041e4b3e15f8d1aebf4e3.SC2Replay
730,Reynor,18,2592,625,11,230,Z,1,replays/3rdRun\9d6703db5c8b4938ac13624922dced8f.SC2Replay
731,PSiArc,18,2520,450,9,236,T,0,replays/3rdRun\9d6703db5c8b4938ac13624922dced8f.SC2Replay
732,Harstem,73,59527,2975,12,1001,P,1,replays/3rdRun\9d74c1db84e54eedb31e33b3ff1ab706.SC2Replay
733,jjakji,63,33901,6000,65,927,T,0,replays/3rdRun\9d74c1db84e54eedb31e33b3ff1ab706.SC2Replay
734,Reynor,62,12455,2925,41,561,Z,1,replays/3rdRun\9d8ffff5897e436f8cd742f07289d8c7.SC2Replay
735,Neeb,53,19805,425,3,555,P,0,replays/3rdRun\9d8ffff5897e436f8cd742f07289d8c7.SC2Replay
736,SpeCial,50,14312,1775,16,494,T,0,replays/3rdRun\9d9692c65e3749fa86aa318dfe8a8434.SC2Replay
737,Reynor,67,10279,2650,39,504,Z,1,replays/3rdRun\9d9692c65e3749fa86aa318dfe8a8434.SC2Replay
738,EnDerr,63,17943,4325,47,564,Z,0,replays/3rdRun\9d9e1f9cd327495d95581f7dea924ab8.SC2Replay
739,iGMacSed,52,17224,2200,10,565,P,1,replays/3rdRun\9d9e1f9cd327495d95581f7dea924ab8.SC2Replay
740,PtitDrogo,49,21045,2650,12,644,P,0,replays/3rdRun\9db05a0d38774bdd8f4301e6ef8c9a4a.SC2Replay
741,Probe,56,25160,1550,9,725,P,1,replays/3rdRun\9db05a0d38774bdd8f4301e6ef8c9a4a.SC2Replay
742,Reynor,21,2634,300,6,197,Z,0,replays/3rdRun\9db2da2f19ef4876967960caea1cae9b.SC2Replay
743,uThermaL,14,1620,300,6,192,T,1,replays/3rdRun\9db2da2f19ef4876967960caea1cae9b.SC2Replay
744,MaNa,14,210,0,0,30,P,0,replays/3rdRun\9db8d229549746a4abb40de1f605065d.SC2Replay
745,Expect,13,80,0,0,18,T,1,replays/3rdRun\9db8d229549746a4abb40de1f605065d.SC2Replay
746,uThermaL,57,46528,9375,110,988,T,0,replays/3rdRun\9dc9f70bd40c4c11b83884fd6c42822f.SC2Replay
747,Reynor,90,85063,10350,168,1094,Z,1,replays/3rdRun\9dc9f70bd40c4c11b83884fd6c42822f.SC2Replay
748,Harstem,80,38774,2975,9,860,P,1,replays/3rdRun\9dea56eac3b747dd8f4cdbf13d054f6e.SC2Replay
749,JonSnow,80,43555,12275,140,868,Z,0,replays/3rdRun\9dea56eac3b747dd8f4cdbf13d054f6e.SC2Replay
750,PiLiPiLi,59,14923,2625,12,593,P,1,replays/3rdRun\9e0d480140414fef84d592ca648d2aa0.SC2Replay
751,Dayshi,42,11852,2950,33,590,T,0,replays/3rdRun\9e0d480140414fef84d592ca648d2aa0.SC2Replay
752,Solar,44,9018,2825,35,528,Z,0,replays/3rdRun\9e20d17fff124bc8a992877d06bdc60b.SC2Replay
753,Snute,42,12431,3025,32,531,Z,1,replays/3rdRun\9e20d17fff124bc8a992877d06bdc60b.SC2Replay
754,MaSa,24,4993,800,8,400,T,1,replays/3rdRun\9e3af20db3c5421590500debfa5befa6.SC2Replay
755,ViBE,21,9053,1550,12,405,Z,0,replays/3rdRun\9e3af20db3c5421590500debfa5befa6.SC2Replay
756,iAsonu,52,13530,2625,23,495,Z,1,replays/3rdRun\9e43020225954a84ae4a4a54a803edac.SC2Replay
757,Ryu,45,10187,2675,27,490,Z,0,replays/3rdRun\9e43020225954a84ae4a4a54a803edac.SC2Replay
758,EnDerr,69,19277,1850,25,502,Z,0,replays/3rdRun\9e97363379054171b18042edfff71727.SC2Replay
759,Hydra,61,19513,2375,38,500,Z,1,replays/3rdRun\9e97363379054171b18042edfff71727.SC2Replay
760,TLO,51,13147,3150,61,601,Z,1,replays/3rdRun\9e99fec95ccc411c97bf73b8cd6e54d6.SC2Replay
761,Bistork,42,17034,1575,8,582,P,0,replays/3rdRun\9e99fec95ccc411c97bf73b8cd6e54d6.SC2Replay
762,Raze,64,29296,4925,54,833,T,0,replays/3rdRun\9e9b22fdeb744d0a823c76d4f4836833.SC2Replay
763,Probe,63,32519,2550,9,840,P,1,replays/3rdRun\9e9b22fdeb744d0a823c76d4f4836833.SC2Replay
764,FanTaSy,69,45957,7325,67,935,T,0,replays/3rdRun\9eb9b52eca84473092e25187d7fcf56e.SC2Replay
765,LiquidMaNa,73,58641,2850,7,1029,P,1,replays/3rdRun\9eb9b52eca84473092e25187d7fcf56e.SC2Replay
766,Elazer,44,15631,5250,61,681,Z,1,replays/3rdRun\9ebf9c15d4d04a0dbea77744d32bf0e8.SC2Replay
767,Zanster,42,12590,3250,44,565,Z,0,replays/3rdRun\9ebf9c15d4d04a0dbea77744d32bf0e8.SC2Replay
768,iGMacSed,45,11245,2125,10,500,P,1,replays/3rdRun\9ec1053e8f184c219a775e7792c052a4.SC2Replay
769,Seventy,39,19025,725,5,517,P,0,replays/3rdRun\9ec1053e8f184c219a775e7792c052a4.SC2Replay
770,Serral,77,26022,4925,63,729,Z,1,replays/3rdRun\9ec2ab834a9d475385980b9513c96b8a.SC2Replay
771,TYTY,67,17853,3725,43,729,T,0,replays/3rdRun\9ec2ab834a9d475385980b9513c96b8a.SC2Replay
772,PiG,65,36453,6625,59,863,Z,1,replays/3rdRun\9ec78d5374334225a2851cc45dcab5b1.SC2Replay
773,NoPinSea,54,31287,2350,9,858,P,0,replays/3rdRun\9ec78d5374334225a2851cc45dcab5b1.SC2Replay
774,Geralt,25,2682,125,1,218,P,0,replays/3rdRun\9ec83471e9e64cdb8ea6dbb08118bbd2.SC2Replay
775,Zanster,20,2970,900,17,228,Z,1,replays/3rdRun\9ec83471e9e64cdb8ea6dbb08118bbd2.SC2Replay
776,Reynor,31,5322,1200,21,323,Z,0,replays/3rdRun\9ecdd3f3bf4142e184df37658094afaf.SC2Replay
777,Bly,29,8148,1525,28,328,Z,1,replays/3rdRun\9ecdd3f3bf4142e184df37658094afaf.SC2Replay
778,Elazer,30,8821,3700,34,447,Z,0,replays/3rdRun\9efdfd1b996942e887e465ca3eb826ae.SC2Replay
779,TSGSolar,38,11374,3450,61,447,Z,1,replays/3rdRun\9efdfd1b996942e887e465ca3eb826ae.SC2Replay
780,Solar,53,18318,8150,73,705,Z,0,replays/3rdRun\9efef21a3368475b82c77c57593fe952.SC2Replay
781,Zest,50,30190,2550,10,677,P,1,replays/3rdRun\9efef21a3368475b82c77c57593fe952.SC2Replay
782,Jig,72,32591,8100,57,772,Z,1,replays/3rdRun\9f0b75695a5445ab902f0bcecde5b673.SC2Replay
783,PengWin,55,43802,8225,112,818,Z,0,replays/3rdRun\9f0b75695a5445ab902f0bcecde5b673.SC2Replay
784,Harstem,67,25738,1625,6,659,P,0,replays/3rdRun\9f12a1bfc0b6428f95378a6c9194b4e7.SC2Replay
