,player,total_workers,resource_mining,total_army_value,total_army,supply,time,fraction,winner,replay_filename
692,ViBE,67,35343,3600,36.0,138.0,746,Z,0,replays/4thRun\87a5b1a42a3041f88fc6a87d936d448f.SC2Replay
693,iAsonu,64,10581,2300,11.0,114.0,578,Z,0,replays/4thRun\87b9d27bc1cb41afb8bddd00b0a524aa.SC2Replay
694,Elazer,61,16087,3000,27.0,130.0,574,Z,1,replays/4thRun\87b9d27bc1cb41afb8bddd00b0a524aa.SC2Replay
695,Harstem,69,29900,1525,16.0,125.0,621,P,1,replays/4thRun\87c37e825ac844b491b4c19882f46db7.SC2Replay
696,RiSky,84,14138,4300,40.0,144.0,625,Z,0,replays/4thRun\87c37e825ac844b491b4c19882f46db7.SC2Replay
697,Mana,42,8501,675,8.0,62.0,388,P,1,replays/4thRun\87c47cbc60a941679896f2c6fae37c5f.SC2Replay
698,Jason,37,10487,1025,16.0,54.0,389,T,0,replays/4thRun\87c47cbc60a941679896f2c6fae37c5f.SC2Replay
699,FireCake,47,16272,2600,24.0,92.0,548,Z,0,replays/4thRun\87d5a7676cc44fbf86b6d329bd0f2969.SC2Replay
700,Polt,46,15484,1475,24.0,86.0,552,T,1,replays/4thRun\87d5a7676cc44fbf86b6d329bd0f2969.SC2Replay
701,Snute,29,4612,1275,14.5,44.0,294,Z,0,replays/4thRun\87e734c8b9924840a4907423ff029858.SC2Replay
702,ByuN,28,4894,350,6.0,46.0,285,T,1,replays/4thRun\87e734c8b9924840a4907423ff029858.SC2Replay
703,LiquidSnute,74,24635,4075,35.5,144.0,666,Z,1,replays/4thRun\87f056cad96541b28330b51dfba81ab0.SC2Replay
704,Geralt,58,32605,1550,16.0,101.0,698,P,0,replays/4thRun\87f056cad96541b28330b51dfba81ab0.SC2Replay
705,Optimus,57,20050,2550,38.0,141.0,710,T,1,replays/4thRun\87f40ddc1a3d43619c787726788cece7.SC2Replay
706,YoGo,53,9732,2575,29.5,98.0,556,Z,0,replays/4thRun\87f40ddc1a3d43619c787726788cece7.SC2Replay
707,Rose,24,4950,1600,18.0,52.0,314,Z,0,replays/4thRun\88a219db47d343e2831296a09a180446.SC2Replay
708,Rex,25,6395,1275,12.5,52.0,377,Z,1,replays/4thRun\88a219db47d343e2831296a09a180446.SC2Replay
709,doudou,54,69071,6575,90.0,149.0,1136,T,0,replays/4thRun\88bf858eb98b4d4eb36d887fe5cc0183.SC2Replay
710,开局要打鸡儿盒饭,65,28963,2950,26.0,125.0,736,P,0,replays/4thRun\88bf858eb98b4d4eb36d887fe5cc0183.SC2Replay
711,Psmoonsun,0,0,0,0.0,0.0,0,U,1,replays/4thRun\88bf858eb98b4d4eb36d887fe5cc0183.SC2Replay
712,PsRush,0,0,0,0.0,0.0,0,U,1,replays/4thRun\88bf858eb98b4d4eb36d887fe5cc0183.SC2Replay
713,Elazer,66,11064,2800,30.0,106.0,480,Z,1,replays/4thRun\88e06204bb0b4c37adc5300086d07298.SC2Replay
714,FeaR,37,9313,575,6.0,54.0,398,P,0,replays/4thRun\88e06204bb0b4c37adc5300086d07298.SC2Replay
715,Neeb,67,27698,3225,33.0,157.0,714,P,1,replays/4thRun\88fa2de6746548c2b91a9b1c659ad93d.SC2Replay
716,Nerchio,72,40924,8650,81.0,184.0,791,Z,0,replays/4thRun\88fa2de6746548c2b91a9b1c659ad93d.SC2Replay
717,aLive,48,16158,2975,46.0,110.0,585,T,1,replays/4thRun\88fda16ffa904e4cab1844d5b6c3b239.SC2Replay
718,Neeb,52,13470,1025,12.0,86.0,570,P,0,replays/4thRun\88fda16ffa904e4cab1844d5b6c3b239.SC2Replay
719,hinO,13,3366,1300,15.0,30.0,255,Z,0,replays/4thRun\89c0f4db98954bee937895f824ccdeee.SC2Replay
720,losira,19,4518,1000,9.0,36.0,268,Z,1,replays/4thRun\89c0f4db98954bee937895f824ccdeee.SC2Replay
721,SpeCial,49,11562,1550,24.0,86.0,472,T,1,replays/4thRun\89c1141f74a94a78af8f0173ec244951.SC2Replay
722,MeomaikA,49,11885,3200,28.0,92.0,482,Z,0,replays/4thRun\89c1141f74a94a78af8f0173ec244951.SC2Replay
723,MaSa,61,21983,5150,68.0,165.0,843,T,0,replays/4thRun\89d8192f6c274e7fbf1e611be5c572ea.SC2Replay
724,uThermal,46,19487,5475,85.0,142.0,837,T,1,replays/4thRun\89d8192f6c274e7fbf1e611be5c572ea.SC2Replay
725,Rose,73,27623,6400,70.0,176.0,790,Z,0,replays/4thRun\89de5f729bbb4968bdad366533f16cfc.SC2Replay
726,FWHas,67,42021,1900,19.0,141.0,751,P,1,replays/4thRun\89de5f729bbb4968bdad366533f16cfc.SC2Replay
727,PiLiPiLi,44,18395,1375,16.0,118.0,539,P,0,replays/4thRun\89e7c322eeeb4ccfa94ee280b9418e45.SC2Replay
728,Serral,51,13619,5675,70.5,146.0,563,Z,1,replays/4thRun\89e7c322eeeb4ccfa94ee280b9418e45.SC2Replay
729,Harstem,42,7052,675,9.0,54.0,359,P,1,replays/4thRun\90ae11d84b17487995612123dcd8cb64.SC2Replay
730,Allaryce,19,8476,1125,11.5,50.0,376,Z,0,replays/4thRun\90ae11d84b17487995612123dcd8cb64.SC2Replay
731,Arctur,55,14584,1450,25.0,93.0,598,T,0,replays/4thRun\90b30915ef8d41aabb8ab310185c13ed.SC2Replay
732,losira,70,14730,3750,32.0,114.0,613,Z,1,replays/4thRun\90b30915ef8d41aabb8ab310185c13ed.SC2Replay
733,BackupC,25,8007,1225,20.0,47.0,353,T,0,replays/4thRun\90e3075623d24480a3820487db8d7a44.SC2Replay
734,Harstem,34,6028,875,10.0,62.0,344,P,1,replays/4thRun\90e3075623d24480a3820487db8d7a44.SC2Replay
735,Nice,66,23454,3000,34.0,173.0,706,P,1,replays/4thRun\90fc6b43018c4abbaf53e34d465ec9cc.SC2Replay
736,GoGojOey,78,35926,5500,53.0,168.0,705,Z,0,replays/4thRun\90fc6b43018c4abbaf53e34d465ec9cc.SC2Replay
737,StriKE,36,14272,1650,29.0,78.0,485,T,0,replays/4thRun\90fdcfdd155b410c89d16d9cc2be7152.SC2Replay
738,MaNa,47,11967,1325,16.0,78.0,489,P,1,replays/4thRun\90fdcfdd155b410c89d16d9cc2be7152.SC2Replay
739,Elazer,40,7188,1450,10.0,68.0,430,Z,1,replays/4thRun\91ba46833a8e42a89a96e5e94b27b7f9.SC2Replay
740,Stephano,40,9830,1300,9.0,74.0,428,Z,0,replays/4thRun\91ba46833a8e42a89a96e5e94b27b7f9.SC2Replay
741,LiquidSnute,66,17785,5900,66.0,146.0,615,Z,0,replays/4thRun\91bdaa127ca84c848fc5daed06ed0aae.SC2Replay
742,Solar,65,15806,5575,67.5,146.0,625,Z,1,replays/4thRun\91bdaa127ca84c848fc5daed06ed0aae.SC2Replay
743,LiquidMaNa,67,19273,1425,17.0,109.0,600,P,1,replays/4thRun\91bfc18ebfd54ef3b701ab60ea467c1f.SC2Replay
744,Lambo,59,24899,4300,44.0,146.0,607,Z,0,replays/4thRun\91bfc18ebfd54ef3b701ab60ea467c1f.SC2Replay
745,losira,77,32913,8700,78.0,166.0,893,Z,1,replays/4thRun\91c62d3a900d459f9ebd66d5e5497f27.SC2Replay
746,jjakji,61,45808,5125,82.0,181.0,892,T,0,replays/4thRun\91c62d3a900d459f9ebd66d5e5497f27.SC2Replay
747,Lambo,55,7548,1800,15.0,74.0,438,Z,1,replays/4thRun\91d1470afdbc49cba7bc93aef04d14f7.SC2Replay
748,Zest,45,9539,1000,11.0,62.0,421,P,0,replays/4thRun\91d1470afdbc49cba7bc93aef04d14f7.SC2Replay
749,Bails,74,23564,2800,29.0,172.0,735,P,0,replays/4thRun\91d480178cb84f91ba309d809a2ed371.SC2Replay
750,BLY,77,23986,5600,54.0,174.0,666,Z,1,replays/4thRun\91d480178cb84f91ba309d809a2ed371.SC2Replay
751,Serral,62,27592,8800,111.0,210.0,799,Z,1,replays/4thRun\91d591a3d6bc4e58889b387875d4805d.SC2Replay
752,Dark,69,27441,6550,74.0,186.0,772,Z,0,replays/4thRun\91d591a3d6bc4e58889b387875d4805d.SC2Replay
753,SpeCial,63,34328,7700,111.0,189.0,908,T,1,replays/4thRun\91ed066927ec4b198a4d00406c933571.SC2Replay
754,iAsonu,69,40061,9375,124.5,166.0,897,Z,0,replays/4thRun\91ed066927ec4b198a4d00406c933571.SC2Replay
755,NonY,30,6168,1000,11.0,54.0,343,P,1,replays/4thRun\92af88a43d074341b79abac96812e1c8.SC2Replay
756,xKawaiian,27,8104,1125,18.0,55.0,359,T,0,replays/4thRun\92af88a43d074341b79abac96812e1c8.SC2Replay
757,PtitDrogo,69,23689,1150,13.0,125.0,631,P,1,replays/4thRun\92c2d2ee67884448aa9d3bb495da058a.SC2Replay
