,player,total_workers,resource_mining,total_army_value,total_army,supply,time,fraction,winner,replay_filename
49,KoMA,52,16769,1950,25,101.0,546,T,0,replays/tsRun\2412d365ac084b5a9bb81afc11033b55.SC2Replay
50,Clem,46,14045,2800,48,110.0,582,T,0,replays/tsRun\24496b8cc0e24f8992fa1e6c639db87c.SC2Replay
51,SpeCial,70,50565,7650,102,227.0,1029,T,0,replays/tsRun\25338d6259f24691ad56a2af001be30c.SC2Replay
52,INnoVation,49,11592,3075,48,102.0,559,T,1,replays/tsRun\2671ac34dac7459593708968e2b32bf0.SC2Replay
53,Semper,45,18323,1800,32,117.0,569,T,1,replays/tsRun\27428dc826644e6b91546d77c5199642.SC2Replay
54,Ziggy,47,11070,2325,37,102.0,564,T,0,replays/tsRun\28320e169c9b44cc9bb20cbae395d1e2.SC2Replay
55,InZaNe,21,2736,400,7,31.0,225,T,0,replays/tsRun\28353a05ce914f46a68224a4a4804610.SC2Replay
56,INnoVation,32,6303,725,12,46.0,333,T,1,replays/tsRun\287311b8842b4a56ae1af31fc2869b90.SC2Replay
57,Expect,39,16327,1675,27,70.0,608,T,0,replays/tsRun\2881e1dd1c1b43fa81748d29e19533fc.SC2Replay
58,Polt,45,28844,6625,105,182.0,849,T,1,replays/tsRun\290536e81c124c24a67c83d2f88237c9.SC2Replay
59,MMA,40,13100,1325,19,70.0,475,T,0,replays/tsRun\2926ff0df021436288653fd44e674d70.SC2Replay
60,Kas,87,48727,4200,66,195.0,935,T,0,replays/tsRun\2946f6820eb9484ab815661cb1f4e492.SC2Replay
61,TIME,48,13425,1700,29,93.0,511,T,1,replays/tsRun\2969ab3333134f998b7f739c0cfed1bc.SC2Replay
62,TYTY,31,10612,1075,15,62.0,438,T,1,replays/tsRun\2970b581900f42b3a0c0a9c1862b3f55.SC2Replay
63,GuMiho,57,20747,3150,41,133.0,672,T,0,replays/tsRun\3055c8957ab444e0b20e034980920650.SC2Replay
64,TYTY,48,16445,3275,47,110.0,658,T,1,replays/tsRun\3055c8957ab444e0b20e034980920650.SC2Replay
65,HuT,62,33677,5050,75,165.0,803,T,1,replays/tsRun\3156aa7ff3cb4799bd6f9dd4dfecf65d.SC2Replay
66,Clem,58,29941,5325,73,149.0,802,T,0,replays/tsRun\3156aa7ff3cb4799bd6f9dd4dfecf65d.SC2Replay
67,MaDSci,43,14651,2500,39,86.0,549,T,0,replays/tsRun\31594fe399964347b4b7087ef29dddb7.SC2Replay
68,UpATree,68,24084,3225,48,157.0,715,T,1,replays/tsRun\3165e25f4c374265b5ebbb26cd815330.SC2Replay
69,uThermal,14,4582,900,9,31.0,377,T,1,replays/tsRun\31841f9fdcd644498054d424523211e0.SC2Replay
70,PSiArc,62,45190,5850,90,165.0,1038,T,0,replays/tsRun\3258cf61c4b546348287c92b56601a32.SC2Replay
71,Maru,70,51289,7575,122,196.0,929,T,0,replays/tsRun\32610edecf9b4c3c94a0c3967e19e98d.SC2Replay
72,aLive,65,44798,5700,98,189.0,894,T,1,replays/tsRun\33268bc6ded54ed98f48954c9c850eb1.SC2Replay
73,aLive,60,23176,3650,61,149.0,694,T,1,replays/tsRun\3364e0ee5eec4fdfa2eb0c966475c0a1.SC2Replay
74,liquidthermy,23,9117,800,13,39.0,375,T,0,replays/tsRun\34298a42771544c88fda7c0490cba735.SC2Replay
75,JJAKJI,27,8629,925,10,47.0,411,T,1,replays/tsRun\34298a42771544c88fda7c0490cba735.SC2Replay
76,HeRoMaRinE,61,20540,1325,20,109.0,613,T,0,replays/tsRun\343529d74c1f43379e2c9a756b3257e9.SC2Replay
77,ShahriarDeMi,29,7427,775,10,54.0,340,T,0,replays/tsRun\3443c5ed7b624362bed4831b3af0ec82.SC2Replay
78,HeroMarine,49,12953,2600,43,110.0,537,T,0,replays/tsRun\3451c708939f48608ce61a3fdffe92c9.SC2Replay
79,lIIllllIIlll,50,15630,2575,37,110.0,680,T,1,replays/tsRun\3488baef192444029e1173afa432b33d.SC2Replay
80,FanTaSy,56,19414,1925,24,86.0,678,T,0,replays/tsRun\3488baef192444029e1173afa432b33d.SC2Replay
81,Clem,29,5281,500,9,46.0,324,T,1,replays/tsRun\34965a7700bf4f4fa654dfdde5299532.SC2Replay
82,Bunny,94,207494,5600,68,294.0,1848,T,1,replays/tsRun\35938f1f265c4bc88520266bb21338e0.SC2Replay
83,Jarppi,42,12839,2175,32,78.0,599,T,0,replays/tsRun\3597b535303b43aea984390a624eabdf.SC2Replay
84,intense,50,20564,1675,30,77.0,582,T,0,replays/tsRun\3602f16f4df44d39aafd6b047c95ad0b.SC2Replay
85,jheffe,15,1220,250,5,23.0,180,T,0,replays/tsRun\36181d87fb434742bbef0cccb143fdca.SC2Replay
86,uThermaL,26,7025,650,11,62.0,387,T,0,replays/tsRun\366335cd382f4641b65bf9a2a271ba83.SC2Replay
87,HeroMarine,76,35309,8025,106,212.0,854,T,1,replays/tsRun\384267b491164a018c91967d76606d47.SC2Replay
88,Dolan,24,4545,300,4,31.0,243,T,1,replays/tsRun\3851f80f90c64f02b83b9d096b772eb0.SC2Replay
89,mLty,23,4450,200,2,31.0,239,T,0,replays/tsRun\3851f80f90c64f02b83b9d096b772eb0.SC2Replay
90,HeroMarine,68,25819,4375,74,173.0,712,T,1,replays/tsRun\3931def68a564f48a8c3609b768c13e3.SC2Replay
91,MMA,68,22187,6025,93,197.0,743,T,1,replays/tsRun\40353a81e09e4b5086198b8ad1edb371.SC2Replay
92,lIIllllIIlll,70,37586,7000,102,204.0,980,T,1,replays/tsRun\40546c8874744c688966eaaaa89baf77.SC2Replay
93,HeroMarine,65,16284,2100,28,101.0,615,T,1,replays/tsRun\408243df2d5346939211194821c22402.SC2Replay
94,Future,57,19238,2350,35,109.0,614,T,0,replays/tsRun\408243df2d5346939211194821c22402.SC2Replay
95,AdminB,24,3789,100,1,31.0,247,T,0,replays/tsRun\41009b12b20b4fee8de3ee36da7dd4b6.SC2Replay
96,ExpecT,42,15337,1850,28,70.0,617,T,0,replays/tsRun\410621c3a551424bb94b4215d494adf8.SC2Replay
97,MMA,75,49410,3700,47,188.0,863,T,1,replays/tsRun\41760c8b4f5a4d608b6c372472f45911.SC2Replay
98,Bunny,42,8906,900,16,62.0,396,T,0,replays/tsRun\422286e894fe4d3888f87e97f4cbb304.SC2Replay
99,MMA,46,26182,3575,55,142.0,814,T,0,replays/tsRun\42845be264624fc0849fb43a90e6d963.SC2Replay
100,Expect,41,12560,1425,19,62.0,508,T,1,replays/tsRun\4307e60ef1d941ba9d1ff188fd97c110.SC2Replay
101,TIME,24,4513,150,2,31.0,242,T,1,replays/tsRun\4356fd4a324243f89ebc91ad6c205597.SC2Replay
102,INnoVation,44,10370,2625,40,102.0,500,T,1,replays/tsRun\4529a41ad89046318169c01bb3a4044c.SC2Replay
103,soul,57,13999,1325,17,101.0,540,T,0,replays/tsRun\4538da76752140bc85b94b99998b9c7d.SC2Replay
104,liquidthermy,70,25536,4000,40,148.0,805,T,1,replays/tsRun\4586f5fcd3f948eb9fdecb00a31a2720.SC2Replay
105,Raze,22,3238,100,2,23.0,208,T,0,replays/tsRun\46299f967ffd4fdd8eb368734491fb2e.SC2Replay
106,Cuddlebear,65,23209,2975,47,109.0,687,T,1,replays/tsRun\4675fd20a53c4c03b90b4f8d1bab9d97.SC2Replay
107,lIIllllIIlll,47,15815,2925,40,94.0,563,T,0,replays/tsRun\472595b53c0c4776ab20610a0f53b85e.SC2Replay
108,Arctur,58,29329,1500,26,93.0,605,T,0,replays/tsRun\4748f299c44c4000b3aab4644babff01.SC2Replay
109,Bunny,34,9026,1200,14,62.0,448,T,1,replays/tsRun\487519d2e6ea4c7da62061bca51656f1.SC2Replay
110,SpeCial,35,16948,2425,33,86.0,687,T,1,replays/tsRun\492496d0a39c456a824af5790eee8290.SC2Replay
111,BackupB,16,1835,100,2,23.0,163,T,0,replays/tsRun\50109faae5994c71b2ec44e5b30eade3.SC2Replay
112,uThermal,57,45433,7625,102,181.0,967,T,0,replays/tsRun\5010e4b811454ca88e597775f4a8f75c.SC2Replay
113,TYTY,94,52520,5700,79,218.0,986,T,0,replays/tsRun\50804b4e41e94d1aa08b5e79ec902e89.SC2Replay
114,HeroMarine,42,13918,1350,18,78.0,531,T,1,replays/tsRun\5132d342c60342d69484838093f261f7.SC2Replay
115,Dolan,33,18053,2325,29,62.0,535,T,0,replays/tsRun\5132d342c60342d69484838093f261f7.SC2Replay
116,Future,44,22835,3875,60,134.0,746,T,0,replays/tsRun\52421dde8e1042b09dd057ecf61020fb.SC2Replay
117,CMStormPolt,37,10071,975,14,62.0,445,T,1,replays/tsRun\5371b5da5c624a11b2d4095ab1c1a6e2.SC2Replay
118,Bunny,29,6499,450,9,46.0,327,T,0,replays/tsRun\5473fa389e43457fbaf16f36c1137c5b.SC2Replay
119,MaSa,24,2693,500,9,39.0,248,T,0,replays/tsRun\5480c5ce48ef4c52a3f31a21300eea28.SC2Replay
120,uThermal,65,21055,3850,51,133.0,689,T,1,replays/tsRun\54898b78e4514c81960604ab31c84e0f.SC2Replay
121,BackupC,55,23987,3425,53,117.0,692,T,0,replays/tsRun\54898b78e4514c81960604ab31c84e0f.SC2Replay
122,InZaNe,69,20546,4325,67,157.0,652,T,0,replays/tsRun\5638dd6438ca4874ba6ba0cc7d619080.SC2Replay
123,Semper,58,20729,1950,29,117.0,603,T,1,replays/tsRun\58555c38373345009f7e8679246dfee4.SC2Replay
124,Kozan,58,44155,4125,69,165.0,905,T,1,replays/tsRun\5858a69d971a48d5838faf855fb14ff2.SC2Replay
125,uThermaL,71,14699,3300,50,125.0,610,T,0,replays/tsRun\58798defa4094766b103d244aa96903a.SC2Replay
126,HeRoMaRinE,69,26758,6575,108,197.0,842,T,0,replays/tsRun\5928cf5be4c64b1db0af81f3133eee8b.SC2Replay
127,ByuN,32,5992,1000,13,62.0,389,T,1,replays/tsRun\5977d6ab75144d81b8e88b264f970810.SC2Replay
128,Bunny,47,12197,800,16,69.0,493,T,1,replays/tsRun\598438b786724b2dbd79c04e251a0647.SC2Replay
129,Bunny,34,22475,4675,68,134.0,744,T,0,replays/tsRun\59861e524ed74acfbe687cd514ed6741.SC2Replay
130,lIIllllIIlll,60,23874,4025,51,141.0,744,T,1,replays/tsRun\59861e524ed74acfbe687cd514ed6741.SC2Replay
131,liquidthermy,25,4376,300,5,46.0,252,T,0,replays/tsRun\598903e960dd4ebab83c200ebeeeea90.SC2Replay
132,Kelazhur,63,29855,3875,59,133.0,725,T,1,replays/tsRun\599727eb226e475aafb27cd26d0d535f.SC2Replay
133,Expect,51,14766,1150,23,93.0,610,T,0,replays/tsRun\605199e93b694b3186c939f7ce4c2c43.SC2Replay
134,HeRoMaRinE,70,39141,7450,109,197.0,908,T,1,replays/tsRun\6060e08773604550a7ef31e2477cb699.SC2Replay
135,DeMusliM,66,38446,6600,103,205.0,900,T,0,replays/tsRun\6060e08773604550a7ef31e2477cb699.SC2Replay
136,Dolan,23,6214,0,0,31.0,246,T,1,replays/tsRun\61234aae64a845c1830f678af48e4d94.SC2Replay
137,Dayshi,70,72277,6900,111,194.0,1007,T,1,replays/tsRun\6147a8b3935b468d8ef17f9aad681d57.SC2Replay
138,Semper,60,23068,2125,33,93.0,711,T,0,replays/tsRun\6255d5c87797415a97c92b7a65816429.SC2Replay
139,HeroMarine,64,23862,2850,38,117.0,711,T,1,replays/tsRun\6255d5c87797415a97c92b7a65816429.SC2Replay
140,GuMiho,47,24129,2800,43,117.0,727,T,1,replays/tsRun\639773a992244a979c2d442613b01a52.SC2Replay
141,uThermal,36,25309,4225,62,118.0,728,T,0,replays/tsRun\639773a992244a979c2d442613b01a52.SC2Replay
142,uThermal,66,25184,2725,43,149.0,730,T,0,replays/tsRun\6400b05f65ba4cac8e2bc7450e1fa3fe.SC2Replay
143,Raze,66,59682,8350,112,204.0,1181,T,0,replays/tsRun\64037fbe8af5496596c37aa71adc4d53.SC2Replay
144,Dayshi,50,18212,1125,18,85.0,496,T,1,replays/tsRun\642020f9ebea454f8281c3fbfb02f624.SC2Replay
145,MaSa,32,5777,925,14,54.0,349,T,1,replays/tsRun\648940b204b74c789b2fb3e4dfea38d9.SC2Replay
146,uThermal,11,2871,1000,10,23.0,322,T,0,replays/tsRun\65262a2f553c4760a8d2ddd93f39c256.SC2Replay
147,aLive,73,42952,6375,108,196.0,890,T,1,replays/tsRun\665955b308c8402ea2cfec16c7f781a7.SC2Replay
148,SpeCial,53,17261,2325,31,94.0,563,T,0,replays/tsRun\6718e7c084734aac8e4c74f7802f4853.SC2Replay
149,CMStormPolt,41,23710,4250,69,134.0,692,T,0,replays/tsRun\6719ec5e1c59435983f52f9f69d9e62d.SC2Replay
150,TYTY,43,9969,925,14,70.0,449,T,1,replays/tsRun\67257a17c9ad4b9da78db29c9b13ce98.SC2Replay
151,Kelazhur,71,30156,4250,55,133.0,740,T,0,replays/tsRun\6796edbd658346ca907c083f95e117c5.SC2Replay
152,Buster,52,36162,5175,84,157.0,860,T,0,replays/tsRun\680557a2e2654db6949c639f38776aae.SC2Replay
153,KoMA,44,32546,4600,65,126.0,844,T,0,replays/tsRun\6856cf06d4934233828776941ebd72a1.SC2Replay
154,CMStormPolt,58,34015,4925,69,157.0,834,T,1,replays/tsRun\6856cf06d4934233828776941ebd72a1.SC2Replay
155,TYTY,78,41676,6125,84,250.0,874,T,0,replays/tsRun\68802e1b067545acb1749d42ff539024.SC2Replay
156,BuCee,46,25918,2400,44,110.0,645,T,0,replays/tsRun\6893be5ffd8e4cf0beae2220463cd414.SC2Replay
157,Kas,46,12677,1450,24,78.0,491,T,0,replays/tsRun\6905a21b80c246699c9ec1e2fe7700f2.SC2Replay
158,uThermal,51,11797,1850,29,94.0,511,T,1,replays/tsRun\691520e8e8f448a485b823166d09e75c.SC2Replay
159,lIIllllIIlll,49,12441,3425,53,118.0,557,T,1,replays/tsRun\692936dcda774e8d8134e53cefe2035a.SC2Replay
160,Cuddlebear,54,53333,3475,50,125.0,976,T,0,replays/tsRun\6959ab9f994f4d599636f14eca733331.SC2Replay
161,Clem,47,15589,4050,61,134.0,674,T,0,replays/tsRun\696504d909cd48568a6ca1d49d80850a.SC2Replay
162,Dolan,22,4761,450,9,31.0,277,T,1,replays/tsRun\6971c935ca394c39a13cafa141abe86e.SC2Replay
163,DeMusliM,16,800,0,0,23.0,114,T,0,replays/tsRun\70826dc1138441eda5412113444f0868.SC2Replay
164,INnoVation,33,6875,1000,18,62.0,358,T,1,replays/tsRun\7284a1b6082d46679f5ef230d39607b1.SC2Replay
165,GuMiho,65,16721,2925,37,109.0,586,T,1,replays/tsRun\73129cd05aab4810b1cb7adf16cb3f68.SC2Replay
166,TYTY,60,14317,3325,36,109.0,589,T,0,replays/tsRun\73129cd05aab4810b1cb7adf16cb3f68.SC2Replay
167,Bunny,52,15095,2100,33,93.0,545,T,1,replays/tsRun\7334e5eff7a1443c90701e930927b7a8.SC2Replay
168,ShahriarDeMi,26,7170,350,4,31.0,291,T,0,replays/tsRun\73405eda4fbd471bb8799697decacd12.SC2Replay
169,Kelazhur,44,10706,1950,30,86.0,522,T,1,replays/tsRun\7418a126dec24a38b837c15435039f4d.SC2Replay
170,soul,49,13915,1425,23,94.0,559,T,1,replays/tsRun\7535d8377a284cc58dfb63a6f5c7d4b2.SC2Replay
171,liquidthermy,17,1569,100,1,23.0,176,T,1,replays/tsRun\7754c62f47d744afacfdcddd4ee1cf74.SC2Replay
172,TYTY,49,13740,1175,21,102.0,544,T,1,replays/tsRun\7773d4a916f44d19831de4ee669853e3.SC2Replay
173,Light,46,12573,1325,17,70.0,485,T,1,replays/tsRun\79432ec7b45347609fa0496a872e9e18.SC2Replay
174,Expect,25,5391,600,10,39.0,292,T,1,replays/tsRun\79539f10fad049b89f45111c13a3f591.SC2Replay
175,Pokebunny,37,9255,1750,26,70.0,463,T,0,replays/tsRun\79563ef2045f4fb587679e771dbf14d2.SC2Replay
176,SpeCial,23,3523,150,3,31.0,240,T,0,replays/tsRun\7958fd89a7734cff84fb84d1cefa2524.SC2Replay
177,Time,60,19202,4800,51,117.0,670,T,1,replays/tsRun\79727f30c2644a2f96e3472ea84e886c.SC2Replay
178,Kelazhur,65,19720,4125,51,141.0,663,T,0,replays/tsRun\79727f30c2644a2f96e3472ea84e886c.SC2Replay
179,TIME,81,65650,6450,98,196.0,981,T,0,replays/tsRun\7991fae503c54acebaa5b5c74b413c30.SC2Replay
180,HeRoMaRinE,20,3942,850,17,39.0,341,T,0,replays/tsRun\79951b7cf48e47ec83b0958b4fadcb86.SC2Replay
181,Bunny,33,12403,1225,20,54.0,557,T,0,replays/tsRun\80386f09493b411ca1cd83815bf634e1.SC2Replay
182,jjakji,65,21142,4200,67,133.0,741,T,1,replays/tsRun\82176e57905e42618a49221e00b7d072.SC2Replay
183,jheffe,57,45448,5075,81,141.0,948,T,0,replays/tsRun\8230b6bbfb0f43718826a4f53808ebf5.SC2Replay
184,SpeCial,69,32733,3825,61,133.0,745,T,0,replays/tsRun\8272eb3d69c64308a440caa686248ef7.SC2Replay
185,TIME,40,10626,2600,36,78.0,511,T,1,replays/tsRun\8276dcb476bf45f79f5fb9c5f1d55843.SC2Replay
186,BackupC,40,18952,1700,26,86.0,592,T,1,replays/tsRun\83895e7d9ff44ee88be77986f43106a1.SC2Replay
187,jjakji,22,2726,100,1,31.0,205,T,0,replays/tsRun\8645cf0eb4534a848ab22a509ed8bcd0.SC2Replay
188,GuMiho,25,4457,750,8,39.0,308,T,1,replays/tsRun\8645cf0eb4534a848ab22a509ed8bcd0.SC2Replay
189,TYTY,68,32567,4125,65,180.0,887,T,0,replays/tsRun\8686bdd831024928aabcee17040c1d1a.SC2Replay
190,Arctur,46,15256,2925,48,102.0,743,T,1,replays/tsRun\87088e372d1440d0a9ae9ecbb8b078c6.SC2Replay
191,Semper,69,39878,5000,75,157.0,816,T,0,replays/tsRun\87160f5286cc40ffbcb7b51feea24189.SC2Replay
192,TIME,36,11798,1425,24,70.0,494,T,1,replays/tsRun\88048c2214b84f748bd2d2c02c7e85e3.SC2Replay
193,Time,48,13230,2525,28,93.0,510,T,1,replays/tsRun\8856ce877f884dc59f5c7ee10273cba0.SC2Replay
194,ShahriarDeMi,38,12037,2725,33,70.0,526,T,0,replays/tsRun\8856ce877f884dc59f5c7ee10273cba0.SC2Replay
195,soul,63,19606,2525,41,141.0,664,T,1,replays/tsRun\88946f1325944ebd8e413df4ad9c1d43.SC2Replay
196,uThermal,32,5233,750,13,46.0,335,T,0,replays/tsRun\8899eea9f0fa45e2b36805f6e206910e.SC2Replay
197,uThermaL,37,9041,1250,21,70.0,425,T,1,replays/tsRun\89533d1d5e56400bb6d6355df1d28678.SC2Replay
198,Clem,77,32392,7075,105,204.0,889,T,0,replays/tsRun\898e14b69e0047f4a6a9b81b37744298.SC2Replay
199,开局要打鸡儿盒饭,45,11802,1875,25,85.0,523,T,0,replays/tsRun\9021d59ac2114b109499346ae75fa687.SC2Replay
200,xKawaiian,27,5772,750,13,47.0,327,T,1,replays/tsRun\9027bede055b486384a853ad7e69027e.SC2Replay
201,Bunny,44,12071,1250,18,62.0,471,T,1,replays/tsRun\909e3afee36b4fb99b40668015823fe1.SC2Replay
202,uThermaL,43,31126,4450,67,134.0,818,T,0,replays/tsRun\911b4bfbc0b5459cafb713b4bf324c4f.SC2Replay
203,HeroMarine,73,21329,4225,49,117.0,713,T,0,replays/tsRun\914a70c0d7cd4f61a898aa11594ab683.SC2Replay
204,TYTY,72,20988,5225,64,149.0,735,T,1,replays/tsRun\914a70c0d7cd4f61a898aa11594ab683.SC2Replay
205,Expect,50,11764,1300,21,93.0,497,T,0,replays/tsRun\915f8f0d42524181b8821f4f089646a1.SC2Replay
206,Time,51,12017,2000,29,78.0,528,T,0,replays/tsRun\921c050291a04112a13914ec7fd5c914.SC2Replay
207,lIIllllIIlll,47,16133,4450,69,126.0,616,T,1,replays/tsRun\9292ea2c71184fe9a00a79b2f6cce6a8.SC2Replay
208,Raze,49,17237,2900,40,93.0,565,T,1,replays/tsRun\933bf3bb3b494462a36320bf0c82ca48.SC2Replay
209,TYTY,52,16519,2475,42,125.0,607,T,1,replays/tsRun\940e1da04b814c05926b2c3185e444fe.SC2Replay
210,Optimus,26,8737,550,6,39.0,383,T,0,replays/tsRun\94798c87b13f4b6da946ced117748336.SC2Replay
211,lIIllllIIlll,71,35923,8250,119,197.0,1027,T,0,replays/tsRun\947dbcffc67941f3a8349c625dbb7866.SC2Replay
212,aLive,60,23176,3650,61,149.0,694,T,1,replays/tsRun\949cdd56a414445e9cecd32864ef4bd8.SC2Replay
213,liquidthermy,70,19179,2625,40,133.0,628,T,1,replays/tsRun\949d17c0dd57430c9b26f6b58f56d55d.SC2Replay
214,HeroMarine,50,15044,2125,31,86.0,484,T,0,replays/tsRun\95312f7ead154ffda703f48c1f3c442f.SC2Replay
215,MarineLorD,66,22209,7950,122,205.0,782,T,0,replays/tsRun\957cf2e5cb5949eeb693bf19c5f9e1ec.SC2Replay
216,Happy,68,30672,7700,103,220.0,870,T,1,replays/tsRun\957cf2e5cb5949eeb693bf19c5f9e1ec.SC2Replay
217,Raze,34,6239,550,11,46.0,348,T,1,replays/tsRun\957f0bc8737a462b9775bcb79015ca12.SC2Replay
218,souL,59,18253,1800,26,133.0,600,T,1,replays/tsRun\9589ca93add74eb1bbdcb6754e14628f.SC2Replay
219,SpeCial,44,10726,1950,23,70.0,431,T,1,replays/tsRun\9679aab083ae4a6585f4f2e6556e9841.SC2Replay
