,player,total_workers,total_army_value,total_army,time,fraction,winner,replay_filename,resource_consumption,resource_mining
1379,ShoWTimE,47,1625,9,565,P,1,replays/2ndRun\7f31ab542a5740c2a648982d499ffd38.SC2Replay,2530.555555555556,10622.0
1380,ShoWTimE,67,1300,6,578,P,1,replays/2ndRun\7f338a6541694552bbde7a1d4ffa0f8c.SC2Replay,3566.6666666666665,15490.4
1381,Namshar,67,3350,31,688,Z,0,replays/2ndRun\7f338a6541694552bbde7a1d4ffa0f8c.SC2Replay,3458.064516129032,18438.4
1382,NoPinSea,65,4075,15,707,P,0,replays/2ndRun\7f398bb395934c16826bcacee17b8d14.SC2Replay,3521.6666666666665,18382.0
1383,Petraeus,82,5050,56,760,Z,1,replays/2ndRun\7f398bb395934c16826bcacee17b8d14.SC2Replay,4190.178571428572,24928.000000000004
1384,llllllllllll,35,350,2,297,P,1,replays/2ndRun\7f49b0896b9f414aa701a26aa9f22826.SC2Replay,1925.0,4158.0
1385,liquidthermy,27,400,8,302,T,0,replays/2ndRun\7f49b0896b9f414aa701a26aa9f22826.SC2Replay,1400.0,3261.6000000000004
1386,aLive,48,2850,33,582,T,1,replays/2ndRun\7f4cdcdf35024b0497316b27564f1b2a.SC2Replay,2486.3636363636365,11174.400000000001
1387,Neeb,52,1025,7,570,P,0,replays/2ndRun\7f4cdcdf35024b0497316b27564f1b2a.SC2Replay,2746.428571428572,11856.0
1388,Patience,36,375,3,360,P,1,replays/2ndRun\7f5166b55c794cc2b90363d3f8c0549a.SC2Replay,1925.0,5184.0
1389,aAaMiNiMaTh,33,1075,21,360,Z,0,replays/2ndRun\7f5166b55c794cc2b90363d3f8c0549a.SC2Replay,1701.190476190476,4752.0
1390,KoMA,48,1750,12,542,T,0,replays/2ndRun\7f5af5d135f14d7eb41e4efbcd06bcd9.SC2Replay,2545.833333333333,10406.400000000001
1391,CMStormPolt,46,2200,19,550,T,1,replays/2ndRun\7f5af5d135f14d7eb41e4efbcd06bcd9.SC2Replay,2415.7894736842104,10120.000000000002
1392,Serral,57,3200,32,493,Z,1,replays/2ndRun\7f60acde9e00498cbe9c3ac93ab6628f.SC2Replay,2950.0,11240.4
1393,Zest,46,1225,7,486,P,0,replays/2ndRun\7f60acde9e00498cbe9c3ac93ab6628f.SC2Replay,2475.0,8942.400000000001
1394,GogojOey,37,1200,13,340,Z,1,replays/2ndRun\7f676fca70a948eb9db4477c17d6fd17.SC2Replay,1942.3076923076924,5032.0
1395,yohilo,26,625,8,346,T,0,replays/2ndRun\7f676fca70a948eb9db4477c17d6fd17.SC2Replay,1378.125,3598.4
1396,InZaNe,31,1250,8,382,T,1,replays/2ndRun\7f6be81170c94083b01815d813990b2e.SC2Replay,1706.25,4736.8
1397,Clem,37,1100,13,379,T,0,replays/2ndRun\7f6be81170c94083b01815d813990b2e.SC2Replay,1934.6153846153843,5609.2
1398,Zanster,74,8950,76,841,Z,1,replays/2ndRun\7f90426d51594f2ab83c44e83d4c13f2.SC2Replay,3817.7631578947367,24893.600000000002
1399,cloudy,69,4350,16,770,P,0,replays/2ndRun\7f90426d51594f2ab83c44e83d4c13f2.SC2Replay,3721.875,21252.0
1400,iGXiGua,69,5525,88,671,Z,0,replays/2ndRun\7f96c5614fc54725bc38b750215b4984.SC2Replay,3512.784090909091,18519.600000000002
1401,iGRushcrazy,72,2325,11,567,P,1,replays/2ndRun\7f96c5614fc54725bc38b750215b4984.SC2Replay,3811.363636363637,16329.6
1402,Ziggy,60,3075,17,690,T,0,replays/2ndRun\7f96c7c9781849e4a1c796b548bc9a19.SC2Replay,3180.8823529411766,16560.0
1403,Elazer,64,5050,43,632,Z,1,replays/2ndRun\7f96c7c9781849e4a1c796b548bc9a19.SC2Replay,3317.4418604651164,16179.2
1404,Snute,20,1150,20,264,Z,0,replays/2ndRun\7f9ff54f836a45bd9b96ae97a6e396d5.SC2Replay,1057.5,2112.0
1405,Scarlett,59,4500,31,785,Z,0,replays/2ndRun\7fa6466115f341569e55da0f36a2c395.SC2Replay,3095.1612903225805,18526.0
1406,aLive,48,3600,39,776,T,1,replays/2ndRun\7fa6466115f341569e55da0f36a2c395.SC2Replay,2492.3076923076924,14899.200000000003
1407,liquidthermy,15,125,1,173,T,0,replays/2ndRun\7fd5cd7f5c4545a381e5b2a71205647d.SC2Replay,875.0,1038.0
1408,Neeblet,23,100,1,190,P,1,replays/2ndRun\7fd5cd7f5c4545a381e5b2a71205647d.SC2Replay,1250.0,1748.0000000000002
1409,Harstem,74,3025,11,850,P,0,replays/2ndRun\8a27976428d24eb9a1e02a10cb36dca6.SC2Replay,3975.0,25160.0
1410,Namshar,86,5500,45,818,Z,1,replays/2ndRun\8a27976428d24eb9a1e02a10cb36dca6.SC2Replay,4422.222222222223,28139.199999999997
1411,aLive,69,3525,37,620,T,1,replays/2ndRun\8a36b06598c24488bc3c5d0f499919a0.SC2Replay,3545.2702702702704,17112.0
1412,TYTY,66,2800,19,620,T,0,replays/2ndRun\8a36b06598c24488bc3c5d0f499919a0.SC2Replay,3447.368421052632,16368.000000000002
1413,puCK,55,1600,6,996,P,0,replays/2ndRun\8a43046e568346be83b11bcbeb80b1b5.SC2Replay,3016.6666666666665,21912.0
1414,uThermal,55,5525,49,989,T,1,replays/2ndRun\8a43046e568346be83b11bcbeb80b1b5.SC2Replay,2862.7551020408164,21758.0
1415,Petraeus,38,3250,35,497,Z,1,replays/2ndRun\8a4bdb1a9c3d49a5b7766f676d71d753.SC2Replay,1992.857142857143,7554.400000000001
1416,PiG,37,2900,43,495,Z,0,replays/2ndRun\8a4bdb1a9c3d49a5b7766f676d71d753.SC2Replay,1917.441860465116,7326.0
1417,Optimus,65,7700,79,1058,T,0,replays/2ndRun\8a4fdb9990b04194b52b741f53393804.SC2Replay,3347.46835443038,27508.0
1418,LiquidTLO,78,9850,162,1016,Z,1,replays/2ndRun\8a4fdb9990b04194b52b741f53393804.SC2Replay,3960.8024691358014,31699.200000000004
1419,Nice,33,425,3,652,P,0,replays/2ndRun\8a5141dd21ef47709120ac94c5e3d3df.SC2Replay,1791.6666666666667,8606.400000000001
1420,ShoWTimE,44,2125,10,494,P,1,replays/2ndRun\8a5141dd21ef47709120ac94c5e3d3df.SC2Replay,2412.5,8694.400000000001
1421,MightyKiwi,55,9450,77,883,Z,1,replays/2ndRun\8a61c136b3b04639b361b4ff70ed48ce.SC2Replay,2872.7272727272725,19426.0
1422,PandaBearMe,56,6400,63,730,Z,0,replays/2ndRun\8a61c136b3b04639b361b4ff70ed48ce.SC2Replay,2901.5873015873017,16352.000000000002
1423,Nerchio,73,5650,49,676,Z,0,replays/2ndRun\8a6588f9ca76474aa94d70fc7e2ed61e.SC2Replay,3765.30612244898,19739.2
1424,Scarlett,66,8550,96,676,Z,1,replays/2ndRun\8a6588f9ca76474aa94d70fc7e2ed61e.SC2Replay,3389.0625,17846.4
1425,Stats,65,1200,5,670,P,1,replays/2ndRun\8a67be074d774eeb8b80b1074ef395a8.SC2Replay,3490.0,17420.0
1426,Dana,67,4850,51,587,Z,0,replays/2ndRun\8a67be074d774eeb8b80b1074ef395a8.SC2Replay,3445.098039215686,15731.6
1427,Harstem,70,1250,5,643,P,1,replays/2ndRun\8a68dcb706fc4af5a1017550a19bae09.SC2Replay,3750.0,18004.0
1428,AxImpact,66,7875,88,653,Z,0,replays/2ndRun\8a68dcb706fc4af5a1017550a19bae09.SC2Replay,3389.4886363636365,17239.2
1429,liquidthermy,25,200,2,291,T,0,replays/2ndRun\8a6c476cb5b04162a7212d6396d0e41a.SC2Replay,1350.0,2910.0
1430,Guru,36,2150,17,440,Z,1,replays/2ndRun\8a6c476cb5b04162a7212d6396d0e41a.SC2Replay,1926.470588235294,6336.0
1431,OGZest,23,375,2,427,P,1,replays/2ndRun\8a6cd3f7e5b443ca9cab7b5fc01bed17.SC2Replay,1337.5,3928.4000000000005
1432,Kas,27,1425,12,437,T,0,replays/2ndRun\8a6cd3f7e5b443ca9cab7b5fc01bed17.SC2Replay,1468.75,4719.6
1433,Kas,32,775,7,345,T,0,replays/2ndRun\8a83a36c05fe4a9888ea550157ea915c.SC2Replay,1710.7142857142858,4416.0
1434,soO,35,1125,12,330,Z,1,replays/2ndRun\8a83a36c05fe4a9888ea550157ea915c.SC2Replay,1843.75,4620.0
1435,Zanster,21,850,10,258,Z,0,replays/2ndRun\8a83c111ee5343298dfd5ed0424128dc.SC2Replay,1135.0,2167.2000000000003
1436,Pokebunny,25,350,6,278,T,0,replays/2ndRun\8a9945f24dc84fefb3461d7f1f6a098a.SC2Replay,1308.3333333333333,2780.0
1437,TLO,27,1300,9,364,Z,1,replays/2ndRun\8a9945f24dc84fefb3461d7f1f6a098a.SC2Replay,1494.4444444444443,3931.2000000000003
1438,Mana,27,1400,7,392,P,1,replays/2ndRun\8ad0af70dba54f848bdabda1582e7000.SC2Replay,1550.0,4233.6
1439,Raze,24,250,2,258,P,0,replays/2ndRun\8ad0af70dba54f848bdabda1582e7000.SC2Replay,1325.0,2476.8
1440,HeRoMaRinE,61,3300,41,650,T,0,replays/2ndRun\8b0af0c5cc8240d5968f432b35cc335e.SC2Replay,3130.487804878049,15860.000000000002
1441,Zest,64,1400,5,644,P,1,replays/2ndRun\8b0af0c5cc8240d5968f432b35cc335e.SC2Replay,3480.0,16486.4
1442,Ghost,61,3725,38,738,T,1,replays/2ndRun\8b10a15ed94b468f870ad5dd3abb3d6c.SC2Replay,3148.0263157894738,18007.2
1443,Alexander,50,2575,28,741,T,0,replays/2ndRun\8b10a15ed94b468f870ad5dd3abb3d6c.SC2Replay,2591.964285714286,14820.0
1444,Maru,31,2000,17,553,T,0,replays/2ndRun\8b15d1aaf7bd4906a2af0c002ef618e5.SC2Replay,1667.6470588235295,6857.2
1445,INnoVation,36,1475,6,520,T,1,replays/2ndRun\8b15d1aaf7bd4906a2af0c002ef618e5.SC2Replay,2045.8333333333333,7488.0
1446,JonSnow,37,2025,32,423,Z,1,replays/2ndRun\8b5ff7a3e1ec421eb2653e6a9ec8a9de.SC2Replay,1913.28125,6260.400000000001
1447,Zanster,50,1800,24,426,Z,0,replays/2ndRun\8b5ff7a3e1ec421eb2653e6a9ec8a9de.SC2Replay,2575.0,8520.0
1448,Bonkarooni,60,1200,2,563,P,0,replays/2ndRun\8b811ec4d6104d74b378121a50c09786.SC2Replay,3600.0,13512.0
1449,ZenedoR,53,2825,27,573,Z,1,replays/2ndRun\8b811ec4d6104d74b378121a50c09786.SC2Replay,2754.6296296296296,12147.600000000002
1450,Soulkey,79,4700,56,629,Z,1,replays/2ndRun\8b88ec1ccc6b48deb46d23cd2f579210.SC2Replay,4033.928571428572,19876.4
1451,Polt,47,2475,39,626,T,0,replays/2ndRun\8b88ec1ccc6b48deb46d23cd2f579210.SC2Replay,2413.4615384615386,11768.800000000001
1452,MaNa,44,1450,8,703,P,1,replays/2ndRun\8bac755f57944520b5a8cac898609e85.SC2Replay,2381.25,12372.800000000001
1453,Has,48,1075,6,707,P,0,replays/2ndRun\8bac755f57944520b5a8cac898609e85.SC2Replay,2579.1666666666665,13574.400000000001
1454,GOStephano,59,6425,54,696,Z,0,replays/2ndRun\8bb2203cbbab42fabcde720bf34d00fa.SC2Replay,3068.9814814814813,16425.600000000002
1455,Zest,54,2100,8,653,P,1,replays/2ndRun\8bb2203cbbab42fabcde720bf34d00fa.SC2Replay,2962.5,14104.800000000001
1456,Pono,19,800,13,240,Z,1,replays/2ndRun\8bbd7fd233f041c09332f84a7477d966.SC2Replay,1011.5384615384615,1824.0000000000002
1457,benttwig,21,600,10,227,Z,0,replays/2ndRun\8bbd7fd233f041c09332f84a7477d966.SC2Replay,1110.0,1906.8000000000002
1458,Crow,27,1425,30,339,Z,0,replays/2ndRun\8bc981aa005d48459f20f9d62dfe535d.SC2Replay,1397.5,3661.2000000000003
1459,NoRegreT,23,1100,25,317,Z,1,replays/2ndRun\8bc981aa005d48459f20f9d62dfe535d.SC2Replay,1194.0,2916.4000000000005
1460,LiquidSnute,57,2175,39,555,Z,0,replays/2ndRun\8be463927b8840d7ba5e82dabc86d4cb.SC2Replay,2905.769230769231,12654.0
1461,lllIIIIllll,53,2550,11,577,P,1,replays/2ndRun\8be463927b8840d7ba5e82dabc86d4cb.SC2Replay,2881.818181818182,12232.400000000001
1462,ByuN,25,800,10,290,T,1,replays/2ndRun\8c03f998ef5d41dba07ede7703b106ab.SC2Replay,1330.0,2900.0
1463,Lilbow,35,525,3,296,P,0,replays/2ndRun\8c03f998ef5d41dba07ede7703b106ab.SC2Replay,1925.0,4144.0
1464,TLO,70,7025,83,729,Z,1,replays/2ndRun\8c319cdaa6e44d1c9269ec15cb4fe520.SC2Replay,3584.6385542168678,20412.0
1465,MaNa,71,1600,7,685,P,0,replays/2ndRun\8c319cdaa6e44d1c9269ec15cb4fe520.SC2Replay,3778.571428571429,19454.0
1466,ShoWTimE,30,1900,8,563,P,1,replays/2ndRun\8c31a4069cbf451f9b7f9dd49790a1ca.SC2Replay,1737.5,6756.0
1467,DnS,24,1250,7,378,P,0,replays/2ndRun\8c31a4069cbf451f9b7f9dd49790a1ca.SC2Replay,1378.571428571429,3628.8000000000006
1468,Harstem,69,975,5,598,P,1,replays/2ndRun\8c8170da4acd4ceb80c3590f29e155ea.SC2Replay,3645.0,16504.8
1469,Bunny,60,5100,58,828,T,0,replays/2ndRun\8c8170da4acd4ceb80c3590f29e155ea.SC2Replay,3087.9310344827586,19872.0
1470,Denver,62,8050,68,760,Z,0,replays/2ndRun\8c9893ca2b4f4c5da7880b5806bbc0cb.SC2Replay,3218.3823529411766,18848.0
1471,Stephano,64,6550,59,761,Z,1,replays/2ndRun\8c9893ca2b4f4c5da7880b5806bbc0cb.SC2Replay,3311.0169491525426,19481.600000000002
1472,hydra,81,5275,52,734,Z,1,replays/2ndRun\8cadc4be888e448e82035c6cca1901e9.SC2Replay,4151.442307692308,23781.6
1473,HuK,69,2300,9,731,P,0,replays/2ndRun\8cadc4be888e448e82035c6cca1901e9.SC2Replay,3705.555555555556,20175.600000000002
1474,ByuN,50,4950,53,656,T,1,replays/2ndRun\8cae86a3cbc54030852d591769cd485e.SC2Replay,2593.396226415094,13120.0
1475,Stats,61,2250,8,767,P,0,replays/2ndRun\8cae86a3cbc54030852d591769cd485e.SC2Replay,3331.25,18714.800000000003
1476,Snute,39,2950,35,466,Z,1,replays/2ndRun\8cb2e2382dd947efa3847903a951432c.SC2Replay,2034.2857142857144,7269.6
1477,Elazer,27,3450,37,499,Z,0,replays/2ndRun\8cb2e2382dd947efa3847903a951432c.SC2Replay,1443.2432432432431,5389.200000000001
1478,LiquidMaNa,55,1425,7,584,P,0,replays/2ndRun\8cc5b1eacfa54ce591a0014f16f82f97.SC2Replay,2953.5714285714284,12848.0
1479,Elazer,70,9200,95,766,Z,1,replays/2ndRun\8cc5b1eacfa54ce591a0014f16f82f97.SC2Replay,3596.842105263158,21448.0
1480,Serral,19,1525,31,432,Z,0,replays/2ndRun\8ccff03666fd48a58927a11332225e3e.SC2Replay,999.1935483870968,3283.2000000000003
1481,Nerchio,24,1200,26,426,Z,1,replays/2ndRun\8ccff03666fd48a58927a11332225e3e.SC2Replay,1246.1538461538462,4089.600000000001
1482,Harstem,45,2850,11,571,P,0,replays/2ndRun\8ce88f78e6644cf9b81cfc314f60f70e.SC2Replay,2509.090909090909,10278.0
1483,Neeb,54,1100,6,583,P,1,replays/2ndRun\8ce88f78e6644cf9b81cfc314f60f70e.SC2Replay,2883.333333333333,12592.800000000001
1484,SortOf,41,1700,24,410,Z,1,replays/2ndRun\8cfc67d6aec44845be4728364ce41bea.SC2Replay,2120.833333333333,6724.000000000001
1485,Zanster,30,2475,29,447,Z,0,replays/2ndRun\8cfc67d6aec44845be4728364ce41bea.SC2Replay,1585.344827586207,5364.0
1486,DnS,73,3100,11,888,P,1,replays/2ndRun\8d076e18b35b4523b41ae7555d3e76c7.SC2Replay,3931.818181818182,25929.600000000002
1487,SpeCial,74,8775,83,901,T,0,replays/2ndRun\8d076e18b35b4523b41ae7555d3e76c7.SC2Replay,3805.722891566265,26669.600000000002
1488,Bunny,30,500,5,321,T,0,replays/2ndRun\8d13364ad23a4e7c8e0d9bd94644215f.SC2Replay,1600.0,3852.0
1489,HellraiseR,37,625,4,326,P,1,replays/2ndRun\8d13364ad23a4e7c8e0d9bd94644215f.SC2Replay,2006.25,4824.8
1490,Elazer,47,2225,48,492,Z,1,replays/2ndRun\8d18f5c424c74c65998055d9bf0aca2a.SC2Replay,2396.3541666666665,9249.6
1491,TSGSolar,36,3950,56,495,Z,0,replays/2ndRun\8d18f5c424c74c65998055d9bf0aca2a.SC2Replay,1870.5357142857144,7128.0
1492,ShaDoWn,35,100,1,668,P,1,replays/2ndRun\8d3d612383204d0a8b0ee674bb37fc01.SC2Replay,1850.0,9352.0
1493,Semper,26,1475,13,672,T,0,replays/2ndRun\8d3d612383204d0a8b0ee674bb37fc01.SC2Replay,1413.4615384615386,6988.8
1494,FeaR,42,525,3,357,P,0,replays/2ndRun\8d56707e328847c4be34d32a048b41c6.SC2Replay,2275.0,5997.6
1495,aLive,40,1450,15,442,T,1,replays/2ndRun\8d56707e328847c4be34d32a048b41c6.SC2Replay,2096.6666666666665,7072.0
1496,TRUE,65,7775,89,847,Z,0,replays/2ndRun\8d5a714e03864f2ab9ab54da8effef7c.SC2Replay,3337.3595505617977,22022.0
1497,Nerchio,65,7400,51,842,Z,1,replays/2ndRun\8d5a714e03864f2ab9ab54da8effef7c.SC2Replay,3395.098039215686,21892.0
1498,LiquidSnute,75,5225,82,692,Z,0,replays/2ndRun\8d5a821c697b4a1395089ea503776006.SC2Replay,3813.7195121951218,20760.0
1499,DnS,68,1925,9,592,P,1,replays/2ndRun\8d5a821c697b4a1395089ea503776006.SC2Replay,3613.8888888888887,16102.400000000001
1500,Geralt,45,100,1,654,P,1,replays/2ndRun\8d9d3d9eccdb4705973309eb5827c152.SC2Replay,2350.0,11772.0
1501,Patience,45,1900,8,650,P,0,replays/2ndRun\8d9d3d9eccdb4705973309eb5827c152.SC2Replay,2487.5,11700.0
1502,SpeCial,64,7125,91,1011,T,0,replays/2ndRun\8e02cb7360bf4289975a69563fa56408.SC2Replay,3278.2967032967035,25881.600000000002
1503,Serral,75,11325,157,931,Z,1,replays/2ndRun\8e02cb7360bf4289975a69563fa56408.SC2Replay,3822.133757961784,27930.0
1504,PiLiPiLi,62,2050,8,643,P,1,replays/2ndRun\8e214ee853cc4e5e969953f9a610936b.SC2Replay,3356.25,15946.4
1505,Dayshi,57,3475,41,646,T,0,replays/2ndRun\8e214ee853cc4e5e969953f9a610936b.SC2Replay,2934.756097560976,14728.800000000001
1506,Lambo,40,1950,23,445,Z,1,replays/2ndRun\8e26dee15aa145e3bbd9effca276fee9.SC2Replay,2084.782608695652,7120.0
1507,Elroye,41,2200,19,451,Z,0,replays/2ndRun\8e26dee15aa145e3bbd9effca276fee9.SC2Replay,2165.7894736842104,7396.400000000001
1508,Neeb,72,3225,14,771,P,1,replays/2ndRun\8e401cdad8734d3982b3f6e53d78fa4d.SC2Replay,3830.357142857143,22204.8
1509,intense,69,6700,65,899,T,0,replays/2ndRun\8e401cdad8734d3982b3f6e53d78fa4d.SC2Replay,3553.076923076923,24812.4
1510,Zest,46,1575,6,458,P,1,replays/2ndRun\8e4b28d95c154d40af5bf9abac5cedb4.SC2Replay,2562.5,8427.2
1511,NightEnD,41,750,5,463,P,0,replays/2ndRun\8e4b28d95c154d40af5bf9abac5cedb4.SC2Replay,2200.0,7593.200000000001
1512,PartinG,50,900,4,615,P,0,replays/2ndRun\8e52342e71fb4238aab17eb8178de2c3.SC2Replay,2725.0,12300.0
1513,GOStephano,50,3850,73,535,Z,1,replays/2ndRun\8e52342e71fb4238aab17eb8178de2c3.SC2Replay,2552.7397260273974,10700.0
1514,niceq,71,6500,65,887,T,0,replays/2ndRun\8e55a7cca3e34d61a541f5667996f84d.SC2Replay,3650.0,25190.800000000003
1515,ParanOid,68,7250,107,786,Z,1,replays/2ndRun\8e55a7cca3e34d61a541f5667996f84d.SC2Replay,3467.7570093457944,21379.2
1516,ShoWTimE,55,2275,12,906,P,1,replays/2ndRun\8e605bb4c599455f8c8948bf44d3acdf.SC2Replay,2939.583333333333,19932.0
1517,Kelazhur,48,5300,63,1066,T,0,replays/2ndRun\8e605bb4c599455f8c8948bf44d3acdf.SC2Replay,2484.126984126984,20467.200000000004
1518,Harstem,56,1300,6,509,P,1,replays/2ndRun\8e72245ed00349698cc89d14b9d5218c.SC2Replay,3016.6666666666665,11401.6
1519,Neuro,56,2425,45,476,Z,0,replays/2ndRun\8e72245ed00349698cc89d14b9d5218c.SC2Replay,2853.8888888888887,10662.400000000001
1520,Stephano,56,4325,48,579,Z,1,replays/2ndRun\8e7a06dc0db44ac08147e8c802147191.SC2Replay,2890.1041666666665,12969.6
1521,Zest,56,1300,6,584,P,0,replays/2ndRun\8e7a06dc0db44ac08147e8c802147191.SC2Replay,3016.6666666666665,13081.6
1522,Kelazhur,64,1325,9,633,T,1,replays/2ndRun\8ed42efacf8e4151a556cf282c296155.SC2Replay,3347.222222222222,16204.800000000001
1523,Namshar,68,2525,31,634,Z,0,replays/2ndRun\8ed42efacf8e4151a556cf282c296155.SC2Replay,3481.451612903226,17244.800000000003
1524,Neeb,53,1775,10,606,P,0,replays/2ndRun\8ed830810ba1458b8c066b7fcf072e5b.SC2Replay,2827.5,12847.200000000003
1525,uThermal,44,1675,20,604,T,1,replays/2ndRun\8ed830810ba1458b8c066b7fcf072e5b.SC2Replay,2283.75,10630.400000000001
1526,Denver,56,2175,27,466,Z,1,replays/2ndRun\8ede37e630574828bf9b0da887634237.SC2Replay,2880.555555555556,10438.400000000001
1527,Hjax,47,1100,5,418,P,0,replays/2ndRun\8ede37e630574828bf9b0da887634237.SC2Replay,2570.0,7858.400000000001
1528,DnS,20,350,2,221,P,1,replays/2ndRun\8f03f478806c4aafa8c3eeb9ecbd3877.SC2Replay,1175.0,1768.0
1529,Frontstab,21,350,2,525,P,0,replays/2ndRun\8f03f478806c4aafa8c3eeb9ecbd3877.SC2Replay,1225.0,4410.0
1530,NonY,39,275,2,341,P,1,replays/2ndRun\8f1543c93fed485bbb8dcffae6178f29.SC2Replay,2087.5,5319.6
1531,Pono,34,750,6,335,Z,0,replays/2ndRun\8f1543c93fed485bbb8dcffae6178f29.SC2Replay,1825.0,4556.000000000001
1532,Harstem,40,2150,10,513,P,1,replays/2ndRun\8f224dbf06384fd6953b2db1e692059c.SC2Replay,2215.0,8208.0
1533,Gauss,38,1125,5,518,P,0,replays/2ndRun\8f224dbf06384fd6953b2db1e692059c.SC2Replay,2125.0,7873.6
1534,SouLeer,25,1350,27,368,Z,0,replays/2ndRun\8f2cebe417bb4b3dba82df01577efb75.SC2Replay,1300.0,3680.0
1535,llllllllllll,41,675,3,365,P,1,replays/2ndRun\8f2cebe417bb4b3dba82df01577efb75.SC2Replay,2275.0,5986.000000000001
1536,SortOf,55,8100,54,1330,Z,1,replays/2ndRun\8f3c6281a20d4d4d9aa90e10c1f1f8aa.SC2Replay,2900.0,29260.0
1537,RlSky,66,11175,84,1387,Z,0,replays/2ndRun\8f3c6281a20d4d4d9aa90e10c1f1f8aa.SC2Replay,3433.035714285714,36616.8
1538,EnvyusViolet,44,2250,20,468,Z,1,replays/2ndRun\8f4838468601450fb1b53800549f0a3c.SC2Replay,2312.5,8236.800000000001
1539,iGXiGua,37,2825,27,469,Z,0,replays/2ndRun\8f4838468601450fb1b53800549f0a3c.SC2Replay,1954.6296296296296,6941.200000000001
1540,TLO,21,200,2,137,Z,1,replays/2ndRun\8f5029106f244504b62264b1ee6f6ade.SC2Replay,1150.0,1150.8
1541,Alexander,17,50,1,164,T,0,replays/2ndRun\8f5029106f244504b62264b1ee6f6ade.SC2Replay,900.0,1115.2
1542,MaNa,72,2825,10,625,P,0,replays/2ndRun\8f5764683e42422f91a9272e0666bb16.SC2Replay,3882.5,18000.0
1543,Serral,81,5925,58,676,Z,1,replays/2ndRun\8f5764683e42422f91a9272e0666bb16.SC2Replay,4152.1551724137935,21902.399999999998
1544,ShoWTimE,56,3350,10,1051,P,0,replays/2ndRun\8f608d27cb4841dbb4a7f3a778d3cadc.SC2Replay,3135.0,23542.4
1545,AxImpact,62,10925,85,984,Z,1,replays/2ndRun\8f608d27cb4841dbb4a7f3a778d3cadc.SC2Replay,3228.529411764706,24403.2
1546,SortOf,77,5650,74,734,Z,1,replays/2ndRun\8f6878f637614450b99836e38661f07a.SC2Replay,3926.3513513513512,22607.2
1547,Time,53,2825,33,740,T,0,replays/2ndRun\8f6878f637614450b99836e38661f07a.SC2Replay,2735.6060606060605,15688.000000000002
1548,Erik,50,2950,27,527,Z,0,replays/2ndRun\8f89f0b011214e3fab67ee2601309001.SC2Replay,2609.259259259259,10540.0
1549,Cham,40,3050,31,563,Z,1,replays/2ndRun\8f89f0b011214e3fab67ee2601309001.SC2Replay,2098.3870967741937,9008.0
1550,GOStephano,16,700,14,203,Z,1,replays/2ndRun\8f986cbdf630480db21fdb7fd85ce356.SC2Replay,850.0,1299.2
1551,lIIllllIIlll,17,300,6,202,T,0,replays/2ndRun\8f986cbdf630480db21fdb7fd85ce356.SC2Replay,900.0,1373.6000000000001
1552,LiquidMaNa,62,4275,15,989,P,1,replays/2ndRun\8fae19b31cd742e6afc048dc022271f6.SC2Replay,3385.0,24527.2
1553,Patience,67,3900,13,974,P,0,replays/2ndRun\8fae19b31cd742e6afc048dc022271f6.SC2Replay,3650.0,26103.2
1554,Bly,18,400,10,200,Z,1,replays/2ndRun\8fb4b493c5334046a1a8c50ff2ec0a7f.SC2Replay,940.0,1440.0
1555,Seventy,22,225,2,212,P,0,replays/2ndRun\8fb4b493c5334046a1a8c50ff2ec0a7f.SC2Replay,1212.5,1865.6000000000001
1556,SortOf,63,3775,44,621,Z,0,replays/2ndRun\8ffc4ef391814bf6a785d792d0771dc3.SC2Replay,3235.7954545454545,15649.200000000003
1557,PiLiPiLi,67,3875,17,596,P,1,replays/2ndRun\8ffc4ef391814bf6a785d792d0771dc3.SC2Replay,3577.9411764705883,15972.800000000001
1558,HeroMarine,71,4425,54,728,T,0,replays/2ndRun\9a1b70241cf244c49461976df013ca88.SC2Replay,3631.944444444444,20675.2
1559,soO,75,5850,107,711,Z,1,replays/2ndRun\9a1b70241cf244c49461976df013ca88.SC2Replay,3804.6728971962616,21330.0
1560,JimRising,35,2450,31,430,Z,0,replays/2ndRun\9a1bc03ed51c439287318e080e6a0dff.SC2Replay,1829.032258064516,6020.0
1561,Light,51,1950,22,591,T,1,replays/2ndRun\9a1bc03ed51c439287318e080e6a0dff.SC2Replay,2638.6363636363635,12056.400000000001
1562,daydrA,37,1575,22,544,Z,1,replays/2ndRun\9a562e86ad81475ca11a842a04c0fd53.SC2Replay,1921.590909090909,8051.200000000001
1563,Nistic,26,1625,20,515,Z,0,replays/2ndRun\9a562e86ad81475ca11a842a04c0fd53.SC2Replay,1381.25,5356.0
1564,TLO,53,2550,47,456,Z,1,replays/2ndRun\9a6058b4175c45208aed0bc8abda5260.SC2Replay,2704.255319148936,9667.2
1565,AlienViruz,33,1300,13,446,T,0,replays/2ndRun\9a6058b4175c45208aed0bc8abda5260.SC2Replay,1750.0,5887.200000000001
1566,Bly,21,575,9,492,Z,1,replays/2ndRun\9a60f3a2607341239aafe6609f095727.SC2Replay,1113.888888888889,4132.8
1567,EnDerr,13,600,18,214,Z,0,replays/2ndRun\9a60f3a2607341239aafe6609f095727.SC2Replay,683.3333333333334,1112.8
1568,Namshar,48,1250,15,376,Z,1,replays/2ndRun\9a6c4bcbcba04d20bdc122f68833968d.SC2Replay,2483.333333333333,7219.200000000001
