,player,total_workers,total_army_value,total_army,time,fraction,winner,replay_filename,resource_consumption,resource_mining
721,Serral,68,8500,74,810,Z,0,replays/1stRun\4b32dfc2839c43a5be0a0cf759647190.SC2Replay,3514.864864864865,22032.000000000004
722,Zanster,25,1325,31,298,Z,1,replays/1stRun\4b3a1373739b4eb990176ae26e31d7b1.SC2Replay,1292.741935483871,2980.0
723,Wilo,32,900,14,298,Z,0,replays/1stRun\4b3a1373739b4eb990176ae26e31d7b1.SC2Replay,1664.2857142857142,3814.4
724,ByuN,60,3100,42,690,T,1,replays/1stRun\4b6ece5471f64a78880936e41c391f5b.SC2Replay,3073.809523809524,16560.0
725,Solar,63,4375,80,688,Z,0,replays/1stRun\4b6ece5471f64a78880936e41c391f5b.SC2Replay,3204.6875,17337.600000000002
726,soul,53,1850,20,594,T,1,replays/1stRun\4b892448c7134e9f893e60f501f53715.SC2Replay,2742.5,12592.800000000001
727,OGZest,46,300,1,489,P,0,replays/1stRun\4b892448c7134e9f893e60f501f53715.SC2Replay,2600.0,8997.6
728,Elazer,58,4850,40,542,Z,0,replays/1stRun\4ba72ecfd967420694726724b4da275b.SC2Replay,3021.25,12574.400000000001
729,Zanster,59,6950,49,620,Z,1,replays/1stRun\4ba72ecfd967420694726724b4da275b.SC2Replay,3091.8367346938776,14632.0
730,JonSnow,34,1125,16,351,Z,0,replays/1stRun\4ba76effea1b49dea262a46a82ef0ab1.SC2Replay,1770.3125,4773.6
731,viOLet,39,1100,10,349,Z,1,replays/1stRun\4ba76effea1b49dea262a46a82ef0ab1.SC2Replay,2060.0,5444.400000000001
732,Petraeus,50,2250,17,413,Z,1,replays/1stRun\4bbf95716d11441a85eb82910b59ffb5.SC2Replay,2632.3529411764707,8260.0
733,PiG,49,1550,14,412,Z,0,replays/1stRun\4bbf95716d11441a85eb82910b59ffb5.SC2Replay,2560.714285714286,8075.200000000001
734,soO,67,10325,83,873,Z,0,replays/1stRun\4bc4a26fe9c24a8bb1daaa85df7feff1.SC2Replay,3474.397590361446,23396.4
735,TSGSolar,62,9000,79,755,Z,1,replays/1stRun\4bc4a26fe9c24a8bb1daaa85df7feff1.SC2Replay,3213.9240506329115,18724.0
736,Cuddlebear,27,700,13,440,T,1,replays/1stRun\4bc85b50f99a493d935abff2918450cb.SC2Replay,1403.8461538461538,4752.0
737,ZergGirl,22,1400,31,446,Z,0,replays/1stRun\4bc85b50f99a493d935abff2918450cb.SC2Replay,1145.1612903225807,3924.8
738,Harstem,57,3050,13,526,P,0,replays/1stRun\4bca8f173624422f9e6d22bb22f37a65.SC2Replay,3084.6153846153848,11992.800000000001
739,Snute,49,4900,64,534,Z,1,replays/1stRun\4bca8f173624422f9e6d22bb22f37a65.SC2Replay,2526.5625,10466.400000000001
740,HeRoMaRinE,40,4325,47,605,T,0,replays/1stRun\4be130e5e3414f1f9da9e5e4dd7085a0.SC2Replay,2092.021276595745,9680.0
741,Ryung,52,3625,38,606,T,1,replays/1stRun\4be130e5e3414f1f9da9e5e4dd7085a0.SC2Replay,2695.394736842105,12604.800000000001
742,uThermal,14,100,1,171,T,1,replays/1stRun\4be8d6ac2a714ca383ee71612b007d8e.SC2Replay,800.0,957.6000000000001
743,Snute,21,300,3,167,Z,0,replays/1stRun\4be8d6ac2a714ca383ee71612b007d8e.SC2Replay,1150.0,1402.8
744,PiLiPiLi,48,525,3,494,P,0,replays/1stRun\4bf338370cf8426da58f58e05c00f2ec.SC2Replay,2575.0,9484.800000000001
745,Serral,40,2950,34,492,Z,1,replays/1stRun\4bf338370cf8426da58f58e05c00f2ec.SC2Replay,2086.764705882353,7872.0
746,Elazer,84,7500,76,844,Z,1,replays/1stRun\4c10c3f2d5e3436489987a918b748636.SC2Replay,4298.684210526316,28358.4
747,HeRoMaRinE,77,6500,37,910,T,0,replays/1stRun\4c10c3f2d5e3436489987a918b748636.SC2Replay,4025.675675675676,28028.0
748,Elazer,43,1200,13,342,Z,1,replays/1stRun\4c373644edab4b51b597f6d5ad8e0ca4.SC2Replay,2242.3076923076924,5882.4
749,Patience,41,800,4,344,P,0,replays/1stRun\4c373644edab4b51b597f6d5ad8e0ca4.SC2Replay,2250.0,5641.6
750,Neeb,80,6200,21,833,P,1,replays/1stRun\4c3901a9317e4cba8f4c6dd2ef0809e0.SC2Replay,4295.238095238095,26656.0
751,Snute,69,10800,110,840,Z,0,replays/1stRun\4c3901a9317e4cba8f4c6dd2ef0809e0.SC2Replay,3548.181818181818,23184.0
752,Zanster,82,10700,98,933,Z,0,replays/1stRun\4c45224ec32446fbb2597d5ba2d4cd7d.SC2Replay,4209.183673469388,30602.400000000005
753,FanTaSy,72,6900,34,981,T,1,replays/1stRun\4c45224ec32446fbb2597d5ba2d4cd7d.SC2Replay,3802.941176470588,28252.8
754,ReiGN,52,1575,7,558,P,0,replays/1stRun\4c4c431606cf41249f0a51ae0f7b8439.SC2Replay,2825.0,11606.4
755,Ryung,50,2400,25,557,T,1,replays/1stRun\4c4c431606cf41249f0a51ae0f7b8439.SC2Replay,2596.0,11140.0
756,Nerchio,27,1225,25,311,Z,1,replays/1stRun\4c4ffe6e975640f1b07057be0f4d540a.SC2Replay,1399.0,3358.8
757,Mackintac,25,1100,20,304,Z,0,replays/1stRun\4c4ffe6e975640f1b07057be0f4d540a.SC2Replay,1305.0,3040.0
758,Replicant,39,1075,10,469,T,0,replays/1stRun\4c69c56a63ce4664aab6169e761b3108.SC2Replay,2057.5,7316.400000000001
759,Lambo,62,2400,36,498,Z,1,replays/1stRun\4c69c56a63ce4664aab6169e761b3108.SC2Replay,3166.6666666666665,12350.4
760,Elazer,51,3350,77,553,Z,0,replays/1stRun\4c84d0150b2c410fb096538759085027.SC2Replay,2593.5064935064934,11281.2
761,Zanster,52,5250,50,589,Z,1,replays/1stRun\4c84d0150b2c410fb096538759085027.SC2Replay,2705.0,12251.2
762,Dayshi,29,500,5,365,T,0,replays/1stRun\4c925965cb45463d8afa492ccd088670.SC2Replay,1550.0,4234.000000000001
763,Nerchio,43,2100,18,483,Z,1,replays/1stRun\4c925965cb45463d8afa492ccd088670.SC2Replay,2266.6666666666665,8307.6
764,Lobo,30,500,4,386,P,1,replays/1stRun\4ca2577f6201425cbc65f05670141897.SC2Replay,1625.0,4632.0
765,SouLeer,25,2450,21,402,Z,0,replays/1stRun\4ca2577f6201425cbc65f05670141897.SC2Replay,1366.6666666666667,4020.0
766,RiSky,37,2025,33,387,Z,0,replays/1stRun\4cb89f42420f48f7914ea8cbbfc8fce3.SC2Replay,1911.3636363636365,5727.6
767,losira,39,1425,23,358,Z,1,replays/1stRun\4cb89f42420f48f7914ea8cbbfc8fce3.SC2Replay,2011.9565217391305,5584.8
768,CMStormPolt,25,1050,21,364,T,1,replays/1stRun\4ccaf02c18514389b5c00b6a2833d470.SC2Replay,1300.0,3640.0
769,Lambo,26,2500,24,627,Z,0,replays/1stRun\4ccaf02c18514389b5c00b6a2833d470.SC2Replay,1404.1666666666667,6520.8
770,Optimus,18,150,3,187,T,0,replays/1stRun\4cdd1bd8e4fe4befaad1ffe67629243e.SC2Replay,950.0,1346.4
771,Solar,18,450,7,184,Z,1,replays/1stRun\4cdd1bd8e4fe4befaad1ffe67629243e.SC2Replay,964.2857142857144,1324.8
772,Lambo,72,6350,83,800,Z,1,replays/1stRun\4ce7f4d8769045e49aa80a46b22afdb6.SC2Replay,3676.5060240963858,23040.0
773,Reynor,77,4275,52,619,Z,0,replays/1stRun\4ce7f4d8769045e49aa80a46b22afdb6.SC2Replay,3932.2115384615386,19065.2
774,soul,42,1775,16,437,T,1,replays/1stRun\4cea55c425c14682a7d5d71d29d11878.SC2Replay,2210.9375,7341.6
775,Kas,39,1275,11,438,T,0,replays/1stRun\4cea55c425c14682a7d5d71d29d11878.SC2Replay,2065.909090909091,6832.8
776,InZaNe,69,6625,82,970,T,1,replays/1stRun\4d0f3d93268f4f68b2261229658d23dc.SC2Replay,3530.792682926829,26772.0
777,GOStephano,75,7275,137,810,Z,0,replays/1stRun\4d0f3d93268f4f68b2261229658d23dc.SC2Replay,3803.102189781022,24300.0
778,Elazer,80,6600,62,755,Z,1,replays/1stRun\4d0fca0a0e1b4e7086679957826638e4.SC2Replay,4106.451612903225,24160.0
779,puCK,66,1725,7,691,P,0,replays/1stRun\4d0fca0a0e1b4e7086679957826638e4.SC2Replay,3546.428571428572,18242.4
780,PtitDrogo,43,900,4,360,P,0,replays/1stRun\4d1f7ce869a44d66ad4023083a90bda8.SC2Replay,2375.0,6192.0
781,Zanster,42,1050,12,363,Z,1,replays/1stRun\4d1f7ce869a44d66ad4023083a90bda8.SC2Replay,2187.5,6098.400000000001
782,viOLet,25,3025,72,597,Z,1,replays/1stRun\4d39d415360849b6a53fdbc9bfb6cb65.SC2Replay,1292.013888888889,5970.0
783,Has,32,200,1,496,P,0,replays/1stRun\4d39d415360849b6a53fdbc9bfb6cb65.SC2Replay,1800.0,6348.8
784,Harstem,64,3375,12,718,P,0,replays/1stRun\4d3c4877c5cd4cf98b2d9038306fadfa.SC2Replay,3481.25,18380.8
785,JonSnow,69,4425,42,716,Z,1,replays/1stRun\4d3c4877c5cd4cf98b2d9038306fadfa.SC2Replay,3555.3571428571427,19761.600000000002
786,liquidthermy,71,1875,14,678,T,1,replays/1stRun\4d4d45d21578451fbf48b1a8c3a24933.SC2Replay,3683.928571428572,19255.2
787,SortOf,73,4250,39,729,Z,0,replays/1stRun\4d4d45d21578451fbf48b1a8c3a24933.SC2Replay,3758.974358974359,21286.800000000003
788,Scarlett,53,1275,13,400,Z,1,replays/1stRun\4d86591f387d494d88ac4000e80fa251.SC2Replay,2748.076923076923,8480.000000000002
789,Harstem,44,1300,6,400,P,0,replays/1stRun\4d86591f387d494d88ac4000e80fa251.SC2Replay,2416.6666666666665,7040.000000000001
790,Demi,65,10225,89,812,Z,0,replays/1stRun\4d8f2e5827be4f9ea4e1ba17989fed99.SC2Replay,3364.887640449438,21112.0
791,MeomaikA,67,8750,86,793,Z,1,replays/1stRun\4d8f2e5827be4f9ea4e1ba17989fed99.SC2Replay,3451.7441860465115,21252.4
792,liquidthermy,74,8100,82,955,T,0,replays/1stRun\4d998d0197df40fb8c160ee27b71ee14.SC2Replay,3798.7804878048782,28268.0
793,Harstem,77,4500,13,942,P,1,replays/1stRun\4d998d0197df40fb8c160ee27b71ee14.SC2Replay,4196.153846153846,29013.600000000002
794,Nerchio,79,9450,104,791,Z,1,replays/1stRun\4d9aa362c55e47469996111abc963448.SC2Replay,4040.8653846153848,24995.600000000002
795,Neeb,71,2850,12,724,P,0,replays/1stRun\4d9aa362c55e47469996111abc963448.SC2Replay,3787.5,20561.600000000002
796,ShoWTimE,41,1250,6,405,P,0,replays/1stRun\4da7f7273590431a8036fcc5ef6665fc.SC2Replay,2258.333333333333,6642.000000000001
797,Kelazhur,39,800,14,408,T,1,replays/1stRun\4da7f7273590431a8036fcc5ef6665fc.SC2Replay,2007.142857142857,6364.8
798,Cham,67,2800,24,541,Z,1,replays/1stRun\4dc650e35353438096361a51ac2ceb5d.SC2Replay,3466.6666666666665,14498.800000000001
799,Wilo,62,2700,24,540,Z,0,replays/1stRun\4dc650e35353438096361a51ac2ceb5d.SC2Replay,3212.5,13392.0
800,GOStephano,57,3225,49,508,Z,1,replays/1stRun\4dca8eba6d994761a3692179f6afb745.SC2Replay,2915.816326530612,11582.4
801,HellraiseR,68,1125,4,635,P,0,replays/1stRun\4dca8eba6d994761a3692179f6afb745.SC2Replay,3681.25,17272.0
802,ViBE,41,1350,16,421,Z,1,replays/1stRun\4dccb61e12ed405ba19fdf5873759c2c.SC2Replay,2134.375,6904.400000000001
803,Allaryce,29,1075,15,422,Z,0,replays/1stRun\4dccb61e12ed405ba19fdf5873759c2c.SC2Replay,1521.6666666666667,4895.200000000001
804,Hjax,64,1875,7,715,P,0,replays/1stRun\4dd752139bd44e94a9caa447bb8fb9f7.SC2Replay,3467.8571428571427,18304.0
805,TheWagon,74,7200,72,763,Z,1,replays/1stRun\4dd752139bd44e94a9caa447bb8fb9f7.SC2Replay,3800.0,22584.8
806,Solar,49,1900,26,454,Z,1,replays/1stRun\4dd98dc116184a2d91d2407e9bfc0fed.SC2Replay,2523.076923076923,8898.400000000001
807,LiquidSnute,48,1025,16,413,Z,0,replays/1stRun\4dd98dc116184a2d91d2407e9bfc0fed.SC2Replay,2464.0625,7929.600000000001
808,Solar,82,10650,82,984,Z,1,replays/1stRun\9cd1f311dd434d66b77d069a8e3e73c3.SC2Replay,4229.878048780488,32275.200000000004
809,Bunny,82,6425,38,875,T,0,replays/1stRun\9cd1f311dd434d66b77d069a8e3e73c3.SC2Replay,4269.078947368421,28700.000000000004
810,DnS,60,775,4,587,P,0,replays/1stRun\9cd5815fee8b4df88d292411de6a8fff.SC2Replay,3193.75,14088.0
811,Serral,66,3925,66,577,Z,1,replays/1stRun\9cd5815fee8b4df88d292411de6a8fff.SC2Replay,3359.469696969697,15232.800000000001
812,llllllllllll,28,850,4,319,P,1,replays/1stRun\9ce2640561134c37812a29e87e443a0f.SC2Replay,1612.5,3572.8
813,liquidthermy,26,200,2,269,T,0,replays/1stRun\9ce2640561134c37812a29e87e443a0f.SC2Replay,1400.0,2797.6
814,HeroMarine,26,300,3,254,T,0,replays/2ndRun\008ec6a2ed6040388074d60d9414aec3.SC2Replay,1400.0,2641.6
815,TYTY,24,100,1,232,T,1,replays/2ndRun\008ec6a2ed6040388074d60d9414aec3.SC2Replay,1300.0,2227.2000000000003
816,viOLet,62,6650,61,695,Z,1,replays/2ndRun\009b567c50e1468ca20af4aa3726f6bd.SC2Replay,3209.0163934426228,17236.0
817,MarineLorD,68,3225,46,688,T,0,replays/2ndRun\009b567c50e1468ca20af4aa3726f6bd.SC2Replay,3470.108695652174,18713.600000000002
818,Pokebunny,64,2500,32,687,T,0,replays/2ndRun\05a19cd09aab4a389dacb48bf54bd4dc.SC2Replay,3278.125,17587.2
819,TLO,73,5625,95,687,Z,1,replays/2ndRun\05a19cd09aab4a389dacb48bf54bd4dc.SC2Replay,3709.2105263157896,20060.4
820,Lambo,75,2775,35,548,Z,1,replays/2ndRun\05a783f074e246a5ae63576e57f76594.SC2Replay,3829.285714285714,16440.0
821,Kelazhur,51,2150,16,548,T,0,replays/2ndRun\05a783f074e246a5ae63576e57f76594.SC2Replay,2684.375,11179.2
822,MaSa,72,3800,50,775,T,0,replays/2ndRun\05aa5e62b1964a64885bd16e796adca2.SC2Replay,3676.0,22320.0
823,TRUE,74,8000,121,830,Z,1,replays/2ndRun\05aa5e62b1964a64885bd16e796adca2.SC2Replay,3766.115702479339,24568.0
824,iGiA,69,6925,94,662,Z,1,replays/2ndRun\05dc47294dda49bfa6da51af9f1e8276.SC2Replay,3523.6702127659573,18271.2
825,Gentleprobe,68,2800,13,610,P,0,replays/2ndRun\05dc47294dda49bfa6da51af9f1e8276.SC2Replay,3615.3846153846152,16592.0
826,ShoWTimE,58,2200,9,712,P,0,replays/2ndRun\05e16d0dd8e4465387bd244dffb71896.SC2Replay,3144.4444444444443,16518.4
827,Stats,57,2100,10,782,P,1,replays/2ndRun\05e16d0dd8e4465387bd244dffb71896.SC2Replay,3060.0,17829.600000000002
828,soul,71,4900,46,745,T,0,replays/2ndRun\05efd230cd3e4cb9b0274ece02c61342.SC2Replay,3656.521739130435,21158.0
829,OGZest,72,1700,7,735,P,1,replays/2ndRun\05efd230cd3e4cb9b0274ece02c61342.SC2Replay,3842.857142857143,21168.0
830,GOStephano,68,4425,76,588,Z,0,replays/2ndRun\05f70cf4a1424463b247415e9e69f371.SC2Replay,3458.2236842105262,15993.600000000002
831,lIIllllIIlll,72,2475,33,578,T,1,replays/2ndRun\05f70cf4a1424463b247415e9e69f371.SC2Replay,3675.0,16646.4
832,ZhuGeLiang,61,10275,88,1028,Z,1,replays/2ndRun\05f9e4aa68c94d69a3933bab19966bf0.SC2Replay,3166.7613636363635,25083.2
833,JonSnow,66,7875,73,708,Z,0,replays/2ndRun\05f9e4aa68c94d69a3933bab19966bf0.SC2Replay,3407.876712328767,18691.2
834,ByuN,50,2000,30,581,T,0,replays/2ndRun\06b5b273d51748efb78de8f79bf9910b.SC2Replay,2566.6666666666665,11620.0
835,Stats,61,2300,10,573,P,1,replays/2ndRun\06b5b273d51748efb78de8f79bf9910b.SC2Replay,3280.0,13981.2
836,Raze,30,1375,6,392,P,0,replays/2ndRun\06c2145c1cf243269e050c1d58d8e674.SC2Replay,1729.1666666666667,4704.0
837,Dolan,28,1700,17,395,T,1,replays/2ndRun\06c2145c1cf243269e050c1d58d8e674.SC2Replay,1500.0,4424.0
838,Harstem,63,5550,16,697,P,1,replays/2ndRun\06c267255b5e4caeb47ef416a1e1a196.SC2Replay,3496.875,17564.4
839,Stats,67,2575,12,691,P,0,replays/2ndRun\06c267255b5e4caeb47ef416a1e1a196.SC2Replay,3564.583333333333,18518.8
840,Revolution,17,1025,19,408,Z,0,replays/2ndRun\06d46743f9a04586a5e2ff880014295d.SC2Replay,903.9473684210526,2774.4
841,Zanster,31,1525,21,408,Z,1,replays/2ndRun\06d46743f9a04586a5e2ff880014295d.SC2Replay,1622.6190476190477,5059.2
842,Guru,64,7750,69,898,Z,1,replays/2ndRun\06de1d29e67b4c61b88bec62744ece06.SC2Replay,3312.31884057971,22988.800000000003
843,MaNa,46,700,5,480,P,0,replays/2ndRun\06de1d29e67b4c61b88bec62744ece06.SC2Replay,2440.0,8832.000000000002
844,Fist,42,1650,30,430,Z,0,replays/2ndRun\06e105e1a8ab4d0fb17b3c6e7d29b7d6.SC2Replay,2155.0,7224.0
845,Rex,49,1625,26,413,Z,1,replays/2ndRun\06e105e1a8ab4d0fb17b3c6e7d29b7d6.SC2Replay,2512.5,8094.8
846,TooDming,65,3325,56,511,Z,1,replays/2ndRun\06eefb9f1975438693fa17d2065ea1de.SC2Replay,3309.375,13286.0
847,xKawaiian,38,2150,27,525,T,0,replays/2ndRun\06eefb9f1975438693fa17d2065ea1de.SC2Replay,1979.6296296296296,7980.000000000001
848,Elazer,42,2100,42,406,Z,1,replays/2ndRun\06f0d1c9759045f192070085ab23c24a.SC2Replay,2150.0,6820.8
849,Scarlett,45,2125,34,415,Z,0,replays/2ndRun\06f0d1c9759045f192070085ab23c24a.SC2Replay,2312.5,7470.0
850,PtitDrogo,25,1225,7,299,P,1,replays/2ndRun\06fc07c82ef345e1a6a7a1a89eecc3bc.SC2Replay,1425.0,2990.0
851,OGZest,25,725,4,310,P,0,replays/2ndRun\06fc07c82ef345e1a6a7a1a89eecc3bc.SC2Replay,1431.25,3100.0
852,ShaDoWn,48,1000,5,417,P,0,replays/2ndRun\07d561fb0cdf4a258f2b12ba4dadf916.SC2Replay,2600.0,8006.4000000000015
853,Solar,56,1675,19,425,Z,1,replays/2ndRun\07d561fb0cdf4a258f2b12ba4dadf916.SC2Replay,2888.157894736842,9520.0
854,Optimus,67,2375,24,750,T,1,replays/2ndRun\07d6911f8fa84e47969f1df1c86c2139.SC2Replay,3448.958333333333,20100.0
855,Zanster,52,6000,50,735,Z,0,replays/2ndRun\07d6911f8fa84e47969f1df1c86c2139.SC2Replay,2720.0,15288.0
856,Nerchio,61,7375,72,920,Z,0,replays/2ndRun\07e4640be7784ef4bed54019d192636f.SC2Replay,3152.430555555556,22448.000000000004
857,uThermal,68,4925,58,832,T,1,replays/2ndRun\07e4640be7784ef4bed54019d192636f.SC2Replay,3484.9137931034484,22630.4
858,eonblu,58,3200,46,825,Z,0,replays/2ndRun\07f901e09f994a78a9eb89b10832f33d.SC2Replay,2969.5652173913045,19140.000000000004
859,Clem,48,2625,26,776,T,1,replays/2ndRun\07f901e09f994a78a9eb89b10832f33d.SC2Replay,2500.9615384615386,14899.200000000003
860,PiLiPiLi,41,625,4,371,P,0,replays/2ndRun\08a3adfbadc44e5c92320dad48e16332.SC2Replay,2206.25,6084.400000000001
861,PandaBearMe,44,1050,15,361,Z,1,replays/2ndRun\08a3adfbadc44e5c92320dad48e16332.SC2Replay,2270.0,6353.6
862,MaNa,49,3225,13,665,P,0,replays/2ndRun\08b98a000de449e19f5e8a58ae2fb14a.SC2Replay,2698.076923076923,13034.000000000002
863,INnoVation,52,3925,46,648,T,1,replays/2ndRun\08b98a000de449e19f5e8a58ae2fb14a.SC2Replay,2685.326086956521,13478.4
864,Harstem,37,600,3,310,P,0,replays/2ndRun\08e5b16f21f6474d9ac177798be740f7.SC2Replay,2050.0,4588.0
865,Elazer,27,1050,18,319,Z,1,replays/2ndRun\08e5b16f21f6474d9ac177798be740f7.SC2Replay,1408.3333333333333,3445.2000000000003
866,Serral,41,3175,37,451,Z,0,replays/2ndRun\09b52dcc90b84a889a41ee63cf52585f.SC2Replay,2135.810810810811,7396.400000000001
867,Neeb,47,475,3,448,P,1,replays/2ndRun\09b52dcc90b84a889a41ee63cf52585f.SC2Replay,2508.333333333333,8422.4
868,LiquidMaNa,59,1900,7,750,P,0,replays/2ndRun\09c727fc85514809a59bfcad38f070f8.SC2Replay,3221.428571428572,17700.0
869,Elazer,47,5225,78,519,Z,1,replays/2ndRun\09c727fc85514809a59bfcad38f070f8.SC2Replay,2416.98717948718,9757.2
870,Soulkey,58,2850,30,544,Z,0,replays/2ndRun\09db9834b3794d01813271a3d3361822.SC2Replay,2995.0,12620.800000000001
871,ByuN,52,1400,24,541,T,1,replays/2ndRun\09db9834b3794d01813271a3d3361822.SC2Replay,2658.333333333333,11252.800000000001
872,Bly,32,1100,16,485,Z,0,replays/2ndRun\4deca5847e2a46129fd3765652fb246d.SC2Replay,1668.75,6208.0
873,Namshar,39,1275,20,468,Z,1,replays/2ndRun\4deca5847e2a46129fd3765652fb246d.SC2Replay,2013.75,7300.800000000001
874,Rose,28,925,15,375,Z,0,replays/2ndRun\4df6244f2e834c3285baa1a8f593d996.SC2Replay,1461.6666666666667,4200.0
875,Nice,24,1125,7,328,P,1,replays/2ndRun\4df6244f2e834c3285baa1a8f593d996.SC2Replay,1360.7142857142858,3148.8000000000006
876,Lambo,83,13550,122,820,Z,0,replays/2ndRun\4e0124f1c83f4186b4da33dcbff2a1d6.SC2Replay,4261.065573770492,27224.000000000004
877,LiquidMaNa,73,2600,9,828,P,1,replays/2ndRun\4e0124f1c83f4186b4da33dcbff2a1d6.SC2Replay,3938.8888888888887,24177.600000000002
878,BLY,59,3200,23,503,Z,0,replays/2ndRun\4e113276fa9244d3b8d10bbe1d694beb.SC2Replay,3089.1304347826085,11870.800000000001
879,puCK,44,775,5,462,P,1,replays/2ndRun\4e113276fa9244d3b8d10bbe1d694beb.SC2Replay,2355.0,8131.200000000001
880,LiquidSnute,32,1075,19,522,Z,0,replays/2ndRun\4e16af124b6045279da5dc89d494c115.SC2Replay,1656.578947368421,6681.6
881,Lambo,24,1350,21,514,Z,1,replays/2ndRun\4e16af124b6045279da5dc89d494c115.SC2Replay,1264.2857142857142,4934.400000000001
882,GOStephano,78,10575,174,872,Z,1,replays/2ndRun\4e18d474e55c41cd99506d6b48baf49d.SC2Replay,3960.7758620689656,27206.4
883,InZaNe,72,5850,70,869,T,0,replays/2ndRun\4e18d474e55c41cd99506d6b48baf49d.SC2Replay,3683.571428571429,25027.2
884,JJAKJI,60,4225,50,748,T,0,replays/2ndRun\4e1bbc8dbcb74a65ab16970ab27c977c.SC2Replay,3084.5,17952.0
885,Zest,68,1050,4,738,P,1,replays/2ndRun\4e1bbc8dbcb74a65ab16970ab27c977c.SC2Replay,3662.5,20073.600000000002
886,Hjax,44,800,4,518,P,0,replays/2ndRun\4e3cbe4fb00c45e1aa8bc2b03da77829.SC2Replay,2400.0,9116.800000000001
887,TheWagon,50,6000,81,739,Z,1,replays/2ndRun\4e3cbe4fb00c45e1aa8bc2b03da77829.SC2Replay,2574.074074074074,14780.0
888,DnS,45,600,3,421,P,1,replays/2ndRun\4e56e15004814adb8082dc4f8a022d2e.SC2Replay,2450.0,7578.0
889,RlSky,50,1775,30,431,Z,0,replays/2ndRun\4e56e15004814adb8082dc4f8a022d2e.SC2Replay,2559.1666666666665,8620.0
890,GAMETIME,19,1500,38,290,Z,0,replays/2ndRun\4e6cb06730cc4f40bac6f235ab2a021e.SC2Replay,989.4736842105264,2204.0
891,iaguz,33,750,5,344,T,1,replays/2ndRun\4e6cb06730cc4f40bac6f235ab2a021e.SC2Replay,1800.0,4540.8
892,PiG,33,1250,20,328,Z,1,replays/2ndRun\4eea08a1b16c471ebcd14f7666bfb4b6.SC2Replay,1712.5,4329.6
893,iaguz,31,800,12,328,T,0,replays/2ndRun\4eea08a1b16c471ebcd14f7666bfb4b6.SC2Replay,1616.6666666666667,4067.2000000000003
894,Happy,65,5450,52,788,T,0,replays/2ndRun\4ef81385dd2a4fcdb1adc2085a58fffd.SC2Replay,3354.8076923076924,20488.0
895,hydra,69,9550,71,878,Z,1,replays/2ndRun\4ef81385dd2a4fcdb1adc2085a58fffd.SC2Replay,3584.507042253521,24232.800000000003
896,TheoRy,58,1750,7,599,P,1,replays/2ndRun\4f1f7f8a282e4118abd0d99da336cfab.SC2Replay,3150.0,13896.800000000001
897,PengWin,52,3450,65,602,Z,0,replays/2ndRun\4f1f7f8a282e4118abd0d99da336cfab.SC2Replay,2653.076923076923,12521.6
898,Elazer,67,8650,116,740,Z,0,replays/2ndRun\4f33a10497664b3b964977078bc34f1d.SC2Replay,3424.5689655172414,19832.0
899,PiLiPiLi,56,5350,57,927,P,1,replays/2ndRun\4f33a10497664b3b964977078bc34f1d.SC2Replay,2893.8596491228072,20764.800000000003
900,LiquidSnute,35,1950,42,444,Z,0,replays/2ndRun\4f530904ca8143b8955458dd2787c01a.SC2Replay,1796.428571428571,6216.0
901,Harstem,38,1525,8,443,P,1,replays/2ndRun\4f530904ca8143b8955458dd2787c01a.SC2Replay,2090.625,6733.6
902,TheoRy,71,10355,110,1144,P,1,replays/2ndRun\4f6d418579664df3ac409cd964b51d8a.SC2Replay,3644.136363636364,32489.600000000002
903,PengWin,74,14725,117,1136,Z,0,replays/2ndRun\4f6d418579664df3ac409cd964b51d8a.SC2Replay,3825.8547008547007,33625.6
904,Dark,46,2850,27,500,Z,1,replays/2ndRun\4f7abd8dcc80486f93a3027c9798b4e5.SC2Replay,2405.555555555556,9200.000000000002
905,Elazer,45,3350,30,530,Z,0,replays/2ndRun\4f7abd8dcc80486f93a3027c9798b4e5.SC2Replay,2361.6666666666665,9540.0
906,Solar,50,1875,31,513,Z,0,replays/2ndRun\4f7c5491d76f490abe3ef11813d98aa6.SC2Replay,2560.483870967742,10260.0
907,Zest,53,1025,5,522,P,1,replays/2ndRun\4f7c5491d76f490abe3ef11813d98aa6.SC2Replay,2855.0,11066.400000000001
908,SLeet,23,550,8,218,Z,1,replays/2ndRun\4f7cb91b3d364e1185f047a3a5704d29.SC2Replay,1218.75,2005.6000000000001
909,mLty,21,100,1,210,T,0,replays/2ndRun\4f7cb91b3d364e1185f047a3a5704d29.SC2Replay,1150.0,1764.0
910,DnS,67,1250,5,664,P,0,replays/2ndRun\4f980480e10445f7905a5278583b6978.SC2Replay,3600.0,17795.2
911,Serral,66,3375,62,595,Z,1,replays/2ndRun\4f980480e10445f7905a5278583b6978.SC2Replay,3354.435483870968,15708.000000000002
912,Raze,68,3400,10,926,P,1,replays/2ndRun\4faaf67bdbaf49e4855aede93bb2ad86.SC2Replay,3740.0,25187.200000000004
913,THERIDDLER,62,5800,62,748,T,0,replays/2ndRun\4faaf67bdbaf49e4855aede93bb2ad86.SC2Replay,3193.548387096774,18550.4
914,TIME,41,2825,37,696,T,0,replays/2ndRun\4fb00fc091c147c2afefa9a06047d05a.SC2Replay,2126.3513513513512,11414.400000000001
